workload,parlay_threads,round,work,frontier,next,consolidate_ms,frontier_ms,semisort_ms,keyed_ms,group_by_ms,per_group_ms
large,1,1,796076,0,0,123.830,22.695,0.000,,,
large,1,0,86518,1730227,796076,24.440,5.840,955.960,15.232,322.571,106.826
large,1,1,796076,0,0,125.869,22.813,0.000,,,
large,1,0,86518,1730227,796076,24.322,5.878,952.153,15.222,318.441,109.051
large,1,1,796076,0,0,124.000,22.375,0.000,,,
deep-s,1,0,1720,5755,2604,0.262,0.032,1.067,0.019,0.422,0.225
deep-s,1,1,2604,5230,2069,0.404,0.073,1.526,0.013,0.652,0.428
deep-s,1,2,2069,4086,1248,0.443,0.187,1.096,0.021,0.347,0.376
deep-s,1,3,1248,0,0,0.008,0.108,0.000,,,
deep-s,1,0,1720,5755,2604,0.208,0.026,0.773,0.014,0.200,0.182
deep-s,1,1,2604,5230,2069,0.346,0.158,1.200,0.014,0.417,0.341
deep-s,1,2,2069,4086,1248,0.411,0.176,0.853,0.010,0.264,0.263
deep-s,1,3,1248,0,0,0.009,0.107,0.000,,,
deep-s,1,0,1720,5755,2604,0.223,0.026,0.769,0.014,0.198,0.181
deep-s,1,1,2604,5230,2069,0.348,0.066,1.125,0.013,0.355,0.340
deep-s,1,2,2069,4086,1248,0.411,0.177,0.865,0.010,0.265,0.264
deep-s,1,3,1248,0,0,0.009,0.108,0.000,,,
deep-s,1,0,1720,5755,2604,0.209,0.026,0.771,0.014,0.199,0.181
deep-s,1,1,2604,5230,2069,0.344,0.066,1.123,0.015,0.352,0.340
deep-s,1,2,2069,4086,1248,0.423,0.177,0.856,0.010,0.265,0.264
deep-s,1,3,1248,0,0,0.008,0.107,0.000,,,
deep-s,1,0,1720,5755,2604,0.209,0.026,0.770,0.014,0.199,0.181
deep-s,1,1,2604,5230,2069,0.349,0.067,1.140,0.013,0.353,0.340
deep-s,1,2,2069,4086,1248,0.411,0.177,0.856,0.010,0.266,0.264
deep-s,1,3,1248,0,0,0.008,0.109,0.000,,,
deep-s,1,0,1720,5755,2604,0.208,0.030,0.771,0.014,0.198,0.182
deep-s,1,1,2604,5230,2069,0.342,0.066,1.122,0.013,0.352,0.340
deep-s,1,2,2069,4086,1248,0.411,0.176,0.856,0.010,0.265,0.263
deep-s,1,3,1248,0,0,0.009,0.145,0.000,,,
deep-m,1,0,17367,115794,52552,2.480,0.708,23.560,0.683,6.934,3.971
deep-m,1,1,52552,105185,41527,7.884,1.631,32.848,0.318,11.969,7.062
deep-m,1,2,41527,83194,25906,9.972,3.481,28.154,0.272,8.800,6.034
deep-m,1,3,25906,0,0,0.141,3.795,0.000,,,
deep-m,1,0,17367,115794,52552,2.386,0.604,21.905,0.398,6.342,3.824
deep-m,1,1,52552,105185,41527,7.588,1.644,30.700,0.309,10.595,6.785
deep-m,1,2,41527,83194,25906,9.803,3.440,26.478,0.266,7.837,6.021
deep-m,1,3,25906,0,0,0.144,3.694,0.000,,,
deep-m,1,0,17367,115794,52552,2.377,0.605,21.680,0.393,6.109,3.858
deep-m,1,1,52552,105185,41527,7.449,1.639,30.757,0.305,10.612,6.748
deep-m,1,2,41527,83194,25906,9.898,3.524,26.399,0.285,7.585,5.994
deep-m,1,3,25906,0,0,0.143,3.700,0.000,,,
deep-m,1,0,17367,115794,52552,2.352,0.593,21.397,0.406,6.054,3.852
deep-m,1,1,52552,105185,41527,7.448,1.632,30.476,0.289,10.514,6.726
deep-m,1,2,41527,83194,25906,9.973,3.471,25.996,0.268,7.421,5.934
deep-m,1,3,25906,0,0,0.145,3.692,0.000,,,
deep-m,1,0,17367,115794,52552,2.353,0.603,21.528,0.403,6.064,3.858
deep-m,1,1,52552,105185,41527,9.287,1.647,30.520,0.299,10.570,6.664
deep-m,1,2,41527,83194,25906,9.884,3.508,26.056,0.264,7.369,5.940
deep-m,1,3,25906,0,0,0.144,3.764,0.000,,,
deep-m,1,0,17367,115794,52552,2.366,0.582,21.562,0.384,6.193,3.837
deep-m,1,1,52552,105185,41527,7.574,1.628,30.409,0.304,10.483,6.645
deep-m,1,2,41527,83194,25906,9.875,3.478,26.017,0.267,7.387,5.969
deep-m,1,3,25906,0,0,0.141,3.738,0.000,,,
deep-l,1,0,86518,576676,255181,24.601,3.259,220.086,4.616,68.244,25.903
deep-l,1,1,255181,510231,195268,57.720,11.713,339.156,4.246,142.337,69.756
deep-l,1,2,195268,390548,114534,63.810,29.053,243.991,3.007,77.595,59.064
deep-l,1,3,114534,0,0,1.019,24.958,0.000,,,
deep-l,1,0,86518,576676,255181,24.214,2.621,256.618,4.458,107.577,25.393
deep-l,1,1,255181,510231,195268,58.668,9.845,346.462,4.268,146.073,71.090
deep-l,1,2,195268,390548,114534,64.098,29.539,248.886,3.015,82.692,59.210
deep-l,1,3,114534,0,0,0.988,25.100,0.000,,,
deep-l,1,0,86518,576676,255181,25.723,2.638,265.507,4.442,111.667,29.185
deep-l,1,1,255181,510231,195268,57.322,9.834,349.924,3.929,147.978,72.324
deep-l,1,2,195268,390548,114534,65.090,29.859,252.318,3.001,84.403,59.817
deep-l,1,3,114534,0,0,1.142,25.766,0.000,,,
deep-l,1,0,86518,576676,255181,26.012,2.650,262.959,4.437,111.748,27.110
deep-l,1,1,255181,510231,195268,57.362,9.874,351.248,3.922,148.107,72.319
deep-l,1,2,195268,390548,114534,63.979,29.851,253.737,3.000,84.844,59.913
deep-l,1,3,114534,0,0,1.021,25.366,0.000,,,
deep-l,1,0,86518,576676,255181,25.956,2.756,264.394,4.432,111.544,28.437
deep-l,1,1,255181,510231,195268,57.696,10.041,353.534,3.941,150.395,73.093
deep-l,1,2,195268,390548,114534,63.736,29.644,255.047,3.005,85.066,61.950
deep-l,1,3,114534,0,0,1.059,25.567,0.000,,,
deep-l,1,0,86518,576676,255181,25.961,2.658,265.341,4.440,111.622,28.106
deep-l,1,1,255181,510231,195268,58.126,9.951,353.457,3.937,150.235,73.251
deep-l,1,2,195268,390548,114534,63.944,29.961,254.689,3.019,85.567,60.326
deep-l,1,3,114534,0,0,0.996,27.263,0.000,,,
small,2,0,1720,17118,8263,0.697,0.096,3.615,0.318,1.448,0.566
small,2,1,8263,0,0,1.126,0.230,0.000,,,
small,2,0,1720,17118,8263,0.219,0.058,2.129,0.034,0.577,0.484
small,2,1,8263,0,0,1.025,0.240,0.000,,,
small,2,0,1720,17118,8263,0.212,0.046,2.121,0.033,0.586,0.462
small,2,1,8263,0,0,1.038,0.263,0.000,,,
small,2,0,1720,17118,8263,0.213,0.047,2.200,0.033,0.623,0.487
small,2,1,8263,0,0,1.096,0.241,0.000,,,
small,2,0,1720,17118,8263,0.207,0.046,2.239,0.042,0.603,0.529
small,2,1,8263,0,0,1.038,0.245,0.000,,,
small,2,0,1720,17118,8263,0.209,0.048,2.204,0.033,0.611,0.510
small,2,1,8263,0,0,1.049,0.204,0.000,,,
medium,2,0,17367,347448,167261,2.129,0.960,58.910,5.419,20.293,8.837
medium,2,1,167261,0,0,16.852,2.644,0.000,,,
medium,2,0,17367,347448,167261,2.030,0.565,51.071,1.360,13.904,8.128
medium,2,1,167261,0,0,15.110,2.205,0.000,,,
medium,2,0,17367,347448,167261,2.065,0.556,50.960,1.353,13.977,7.909
medium,2,1,167261,0,0,15.261,2.190,0.000,,,
medium,2,0,17367,347448,167261,2.100,0.771,53.173,1.348,16.131,7.945
medium,2,1,167261,0,0,14.991,2.223,0.000,,,
medium,2,0,17367,347448,167261,2.075,0.630,51.144,1.342,14.261,8.327
medium,2,1,167261,0,0,15.076,2.216,0.000,,,
medium,2,0,17367,347448,167261,2.272,0.696,50.897,1.341,14.245,8.037
medium,2,1,167261,0,0,15.133,2.250,0.000,,,
large,2,0,86518,1730227,796076,14.424,3.581,448.497,27.706,104.435,57.472
large,2,1,796076,0,0,73.998,14.297,0.000,,,
large,2,0,86518,1730227,796076,13.444,3.285,399.611,7.978,76.846,55.668
large,2,1,796076,0,0,74.697,14.938,0.000,,,
large,2,0,86518,1730227,796076,14.146,3.197,412.153,7.975,83.203,58.367
large,2,1,796076,0,0,73.328,13.655,0.000,,,
large,2,0,86518,1730227,796076,13.813,3.198,409.083,7.978,83.203,57.603
large,2,1,796076,0,0,68.522,12.932,0.000,,,
large,2,0,86518,1730227,796076,13.825,3.167,406.237,7.954,82.284,57.835
large,2,1,796076,0,0,69.144,12.766,0.000,,,
large,2,0,86518,1730227,796076,13.903,3.206,409.984,8.012,82.869,58.600
large,2,1,796076,0,0,69.030,12.673,0.000,,,
deep-s,2,0,1720,5755,2604,0.196,0.033,0.896,0.013,0.417,0.161
deep-s,2,1,2604,5230,2069,0.320,0.079,1.288,0.010,0.725,0.263
deep-s,2,2,2069,4086,1248,0.292,0.172,0.980,0.070,0.433,0.235
deep-s,2,3,1248,0,0,0.009,0.116,0.000,,,
deep-s,2,0,1720,5755,2604,0.180,0.027,0.681,0.010,0.219,0.150
deep-s,2,1,2604,5230,2069,0.285,0.085,1.165,0.009,0.549,0.285
deep-s,2,2,2069,4086,1248,0.302,0.201,0.828,0.008,0.412,0.187
deep-s,2,3,1248,0,0,0.009,0.115,0.000,,,
deep-s,2,0,1720,5755,2604,0.180,0.028,0.688,0.010,0.215,0.150
deep-s,2,1,2604,5230,2069,0.280,0.075,1.041,0.009,0.502,0.238
deep-s,2,2,2069,4086,1248,0.332,0.171,0.862,0.008,0.428,0.182
deep-s,2,3,1248,0,0,0.009,0.116,0.000,,,
deep-s,2,0,1720,5755,2604,0.182,0.028,0.681,0.010,0.210,0.150
deep-s,2,1,2604,5230,2069,0.300,0.074,1.037,0.009,0.487,0.242
deep-s,2,2,2069,4086,1248,0.292,0.200,0.876,0.008,0.447,0.191
deep-s,2,3,1248,0,0,0.009,0.127,0.000,,,
deep-s,2,0,1720,5755,2604,0.266,0.030,0.694,0.011,0.239,0.144
deep-s,2,1,2604,5230,2069,0.282,0.087,1.049,0.010,0.492,0.240
deep-s,2,2,2069,4086,1248,0.292,0.197,0.829,0.008,0.417,0.184
deep-s,2,3,1248,0,0,0.009,0.117,0.000,,,
deep-s,2,0,1720,5755,2604,0.179,0.027,0.685,0.010,0.214,0.150
deep-s,2,1,2604,5230,2069,0.318,0.075,1.029,0.010,0.473,0.257
deep-s,2,2,2069,4086,1248,0.292,0.199,0.804,0.008,0.409,0.163
deep-s,2,3,1248,0,0,0.009,0.116,0.000,,,
deep-m,2,0,17367,115794,52552,1.823,0.451,14.580,0.414,4.408,2.619
deep-m,2,1,52552,105185,41527,4.996,1.090,19.282,0.187,7.028,4.124
deep-m,2,2,41527,83194,25906,5.868,2.151,16.191,0.176,5.072,3.408
deep-m,2,3,25906,0,0,0.092,2.268,0.000,,,
deep-m,2,0,17367,115794,52552,1.723,0.498,12.927,0.248,3.723,2.512
deep-m,2,1,52552,105185,41527,4.500,1.014,17.447,0.165,5.921,4.054
deep-m,2,2,41527,83194,25906,5.701,2.075,14.796,0.151,4.444,3.325
deep-m,2,3,25906,0,0,0.092,2.049,0.000,,,
deep-m,2,0,17367,115794,52552,1.673,0.407,12.714,0.232,3.634,2.420
deep-m,2,1,52552,105185,41527,4.483,1.085,17.212,0.185,5.803,3.784
deep-m,2,2,41527,83194,25906,5.705,2.082,14.918,0.170,4.407,3.226
deep-m,2,3,25906,0,0,0.094,1.996,0.000,,,
deep-m,2,0,17367,115794,52552,1.709,0.512,12.799,0.212,3.763,2.520
deep-m,2,1,52552,105185,41527,4.631,1.306,17.056,0.162,5.815,3.806
deep-m,2,2,41527,83194,25906,5.889,2.024,14.971,0.178,4.399,3.285
deep-m,2,3,25906,0,0,0.091,2.152,0.000,,,
deep-m,2,0,17367,115794,52552,1.594,0.454,12.595,0.210,3.619,2.520
deep-m,2,1,52552,105185,41527,4.494,1.038,17.188,0.199,5.826,3.811
deep-m,2,2,41527,83194,25906,5.973,2.108,14.406,0.158,4.333,3.154
deep-m,2,3,25906,0,0,0.087,2.082,0.000,,,
deep-m,2,0,17367,115794,52552,1.627,0.510,12.987,0.248,3.681,2.470
deep-m,2,1,52552,105185,41527,4.509,1.047,17.240,0.194,5.903,3.906
deep-m,2,2,41527,83194,25906,5.679,2.137,14.759,0.164,4.438,3.216
deep-m,2,3,25906,0,0,0.088,2.066,0.000,,,
deep-l,2,0,86518,576676,255181,13.608,2.041,114.671,2.394,34.387,14.543
deep-l,2,1,255181,510231,195268,31.277,5.433,150.225,2.167,48.838,35.810
deep-l,2,2,195268,390548,114534,33.510,16.111,125.997,1.509,39.976,30.471
deep-l,2,3,114534,0,0,0.565,13.161,0.000,,,
deep-l,2,0,86518,576676,255181,13.865,1.537,109.718,2.301,29.153,16.671
deep-l,2,1,255181,510231,195268,33.566,5.508,153.846,2.172,50.357,36.363
deep-l,2,2,195268,390548,114534,33.757,16.292,130.580,1.533,42.132,31.287
deep-l,2,3,114534,0,0,0.694,13.405,0.000,,,
deep-l,2,0,86518,576676,255181,16.139,1.677,117.409,2.361,31.561,16.620
deep-l,2,1,255181,510231,195268,45.113,8.521,189.894,2.186,62.189,43.753
deep-l,2,2,195268,390548,114534,45.533,23.664,130.007,1.479,43.133,29.166
deep-l,2,3,114534,0,0,0.649,16.195,0.000,,,
deep-l,2,0,86518,576676,255181,16.904,1.917,119.649,2.108,30.434,23.396
deep-l,2,1,255181,510231,195268,46.497,7.652,159.423,1.882,49.770,38.511
deep-l,2,2,195268,390548,114534,42.238,22.523,125.907,1.475,42.637,28.105
deep-l,2,3,114534,0,0,0.496,15.261,0.000,,,
deep-l,2,0,86518,576676,255181,16.994,1.633,118.897,2.129,30.932,22.168
deep-l,2,1,255181,510231,195268,45.871,7.535,159.896,1.891,50.302,38.369
deep-l,2,2,195268,390548,114534,42.060,22.282,125.643,1.422,42.200,28.185
deep-l,2,3,114534,0,0,0.516,15.214,0.000,,,
deep-l,2,0,86518,576676,255181,16.545,1.777,119.682,2.111,30.823,23.401
deep-l,2,1,255181,510231,195268,45.892,7.478,159.683,1.914,50.302,38.379
deep-l,2,2,195268,390548,114534,41.985,22.353,125.583,1.403,42.135,28.416
deep-l,2,3,114534,0,0,0.517,15.394,0.000,,,
small,4,0,1720,17118,8263,0.869,0.087,2.669,0.187,1.385,0.378
small,4,1,8263,0,0,0.935,0.200,0.000,,,
small,4,0,1720,17118,8263,0.197,0.051,1.419,0.024,0.442,0.343
small,4,1,8263,0,0,0.781,0.199,0.000,,,
small,4,0,1720,17118,8263,0.205,0.070,1.352,0.024,0.347,0.336
small,4,1,8263,0,0,0.770,0.200,0.000,,,
small,4,0,1720,17118,8263,0.199,0.063,1.371,0.023,0.379,0.310
small,4,1,8263,0,0,0.771,0.200,0.000,,,
small,4,0,1720,17118,8263,0.200,0.061,1.385,0.023,0.381,0.319
small,4,1,8263,0,0,0.766,0.201,0.000,,,
small,4,0,1720,17118,8263,0.193,0.051,1.391,0.024,0.366,0.343
small,4,1,8263,0,0,0.763,0.200,0.000,,,
medium,4,0,17367,347448,167261,1.330,0.663,33.537,2.842,11.685,5.648
medium,4,1,167261,0,0,10.273,1.679,0.000,,,
medium,4,0,17367,347448,167261,1.610,0.530,29.944,0.699,8.679,5.305
medium,4,1,167261,0,0,9.758,1.795,0.000,,,
medium,4,0,17367,347448,167261,1.869,0.482,30.359,0.726,8.436,5.250
medium,4,1,167261,0,0,9.944,1.694,0.000,,,
medium,4,0,17367,347448,167261,1.384,0.399,29.760,0.726,8.656,5.254
medium,4,1,167261,0,0,9.566,1.615,0.000,,,
medium,4,0,17367,347448,167261,1.606,0.400,28.803,0.723,8.788,5.091
medium,4,1,167261,0,0,8.685,1.479,0.000,,,
medium,4,0,17367,347448,167261,1.536,0.392,27.553,0.725,7.406,4.950
medium,4,1,167261,0,0,8.478,1.645,0.000,,,
large,4,0,86518,1730227,796076,7.249,2.590,229.090,14.052,54.526,29.805
large,4,1,796076,0,0,37.785,7.407,0.000,,,
large,4,0,86518,1730227,796076,10.244,1.678,205.713,4.200,39.490,29.236
large,4,1,796076,0,0,37.218,7.215,0.000,,,
large,4,0,86518,1730227,796076,8.648,1.744,210.344,4.314,41.003,29.804
large,4,1,796076,0,0,37.014,7.429,0.000,,,
large,4,0,86518,1730227,796076,8.661,1.724,211.154,4.248,41.911,30.408
large,4,1,796076,0,0,38.879,7.754,0.000,,,
large,4,0,86518,1730227,796076,7.444,1.726,211.303,4.216,41.431,30.832
large,4,1,796076,0,0,38.482,7.541,0.000,,,
large,4,0,86518,1730227,796076,7.473,1.748,211.203,4.323,42.490,31.073
large,4,1,796076,0,0,37.778,7.699,0.000,,,
deep-s,4,0,1720,5755,2604,0.188,0.037,0.844,0.015,0.423,0.146
deep-s,4,1,2604,5230,2069,0.250,0.079,1.165,0.008,0.733,0.187
deep-s,4,2,2069,4086,1248,0.229,0.141,0.914,0.075,0.502,0.161
deep-s,4,3,1248,0,0,0.009,0.081,0.000,,,
deep-s,4,0,1720,5755,2604,0.178,0.031,0.659,0.009,0.274,0.126
deep-s,4,1,2604,5230,2069,0.243,0.094,1.052,0.008,0.686,0.136
deep-s,4,2,2069,4086,1248,0.226,0.138,0.772,0.007,0.474,0.127
deep-s,4,3,1248,0,0,0.009,0.081,0.000,,,
deep-s,4,0,1720,5755,2604,0.174,0.030,0.634,0.010,0.261,0.110
deep-s,4,1,2604,5230,2069,0.236,0.092,0.994,0.009,0.624,0.147
deep-s,4,2,2069,4086,1248,0.232,0.144,0.765,0.008,0.470,0.129
deep-s,4,3,1248,0,0,0.009,0.079,0.000,,,
deep-s,4,0,1720,5755,2604,0.201,0.030,0.665,0.009,0.281,0.124
deep-s,4,1,2604,5230,2069,0.237,0.076,1.004,0.009,0.633,0.132
deep-s,4,2,2069,4086,1248,0.229,0.140,0.844,0.007,0.560,0.111
deep-s,4,3,1248,0,0,0.009,0.082,0.000,,,
deep-s,4,0,1720,5755,2604,0.170,0.031,0.623,0.010,0.262,0.101
deep-s,4,1,2604,5230,2069,0.237,0.091,0.993,0.010,0.622,0.146
deep-s,4,2,2069,4086,1248,0.228,0.138,0.794,0.007,0.521,0.098
deep-s,4,3,1248,0,0,0.009,0.083,0.000,,,
deep-s,4,0,1720,5755,2604,0.170,0.030,0.602,0.009,0.225,0.121
deep-s,4,1,2604,5230,2069,0.240,0.092,1.000,0.010,0.616,0.149
deep-s,4,2,2069,4086,1248,0.214,0.122,0.866,0.007,0.573,0.104
deep-s,4,3,1248,0,0,0.009,0.081,0.000,,,
deep-m,4,0,17367,115794,52552,1.135,0.415,8.280,0.308,2.639,1.583
deep-m,4,1,52552,105185,41527,2.702,0.630,11.044,0.109,4.125,2.218
deep-m,4,2,41527,83194,25906,3.389,1.309,9.742,0.106,3.291,1.969
deep-m,4,3,25906,0,0,0.078,1.411,0.000,,,
deep-m,4,0,17367,115794,52552,1.073,0.374,7.835,0.145,2.516,1.535
deep-m,4,1,52552,105185,41527,2.642,0.612,10.297,0.103,3.516,2.213
deep-m,4,2,41527,83194,25906,3.300,1.330,9.479,0.107,3.142,1.936
deep-m,4,3,25906,0,0,0.091,1.398,0.000,,,
deep-m,4,0,17367,115794,52552,1.449,0.301,8.118,0.166,2.715,1.598
deep-m,4,1,52552,105185,41527,2.651,0.694,10.135,0.097,3.407,2.270
deep-m,4,2,41527,83194,25906,3.318,1.356,9.266,0.094,2.997,1.876
deep-m,4,3,25906,0,0,0.089,1.328,0.000,,,
deep-m,4,0,17367,115794,52552,1.147,0.393,9.680,0.134,2.573,1.618
deep-m,4,1,52552,105185,41527,2.766,0.700,10.207,0.105,3.624,2.161
deep-m,4,2,41527,83194,25906,3.354,1.366,8.632,0.100,2.733,1.801
deep-m,4,3,25906,0,0,0.070,1.200,0.000,,,
deep-m,4,0,17367,115794,52552,1.053,0.439,7.498,0.144,2.261,1.533
deep-m,4,1,52552,105185,41527,2.695,0.663,10.203,0.110,3.535,2.285
deep-m,4,2,41527,83194,25906,3.330,1.266,8.675,0.114,2.697,1.823
deep-m,4,3,25906,0,0,0.096,1.303,0.000,,,
deep-m,4,0,17367,115794,52552,1.167,0.355,7.352,0.130,2.274,1.499
deep-m,4,1,52552,105185,41527,2.735,0.763,10.210,0.099,3.558,2.147
deep-m,4,2,41527,83194,25906,3.289,1.322,8.690,0.106,2.799,1.836
deep-m,4,3,25906,0,0,0.084,1.208,0.000,,,
deep-l,4,0,86518,576676,255181,7.428,0.881,65.469,1.299,21.015,9.125
deep-l,4,1,255181,510231,195268,18.244,3.370,81.154,1.141,26.738,19.219
deep-l,4,2,195268,390548,114534,18.600,9.377,67.346,0.828,22.036,15.705
deep-l,4,3,114534,0,0,0.350,7.101,0.000,,,
deep-l,4,0,86518,576676,255181,7.527,0.880,64.787,1.313,17.843,9.977
deep-l,4,1,255181,510231,195268,18.083,3.376,82.560,1.195,26.666,19.514
deep-l,4,2,195268,390548,114534,19.581,9.739,69.482,0.810,23.207,16.089
deep-l,4,3,114534,0,0,0.369,7.338,0.000,,,
deep-l,4,0,86518,576676,255181,7.588,0.886,59.014,1.260,16.319,8.808
deep-l,4,1,255181,510231,195268,18.258,3.472,82.344,1.123,26.913,19.441
deep-l,4,2,195268,390548,114534,18.785,9.418,69.484,0.806,23.280,16.003
deep-l,4,3,114534,0,0,0.349,7.205,0.000,,,
deep-l,4,0,86518,576676,255181,7.580,0.899,59.652,1.249,16.527,9.294
deep-l,4,1,255181,510231,195268,18.088,3.317,83.061,1.111,27.153,19.720
deep-l,4,2,195268,390548,114534,18.878,9.521,71.579,0.833,23.911,16.722
deep-l,4,3,114534,0,0,0.413,7.503,0.000,,,
deep-l,4,0,86518,576676,255181,7.953,0.901,61.112,1.243,17.053,9.711
deep-l,4,1,255181,510231,195268,18.676,3.680,82.471,1.143,26.917,19.706
deep-l,4,2,195268,390548,114534,18.995,9.410,69.939,0.826,23.896,16.093
deep-l,4,3,114534,0,0,0.367,7.297,0.000,,,
deep-l,4,0,86518,576676,255181,7.653,0.891,59.406,1.275,16.366,9.264
deep-l,4,1,255181,510231,195268,18.307,3.494,82.625,1.104,26.883,19.899
deep-l,4,2,195268,390548,114534,18.960,9.469,70.541,0.834,23.972,16.294
deep-l,4,3,114534,0,0,0.358,7.234,0.000,,,
small,8,0,1720,17118,8263,1.075,0.072,2.276,0.113,1.507,0.246
small,8,1,8263,0,0,0.759,0.199,0.000,,,
small,8,0,1720,17118,8263,0.290,0.056,0.929,0.017,0.365,0.221
small,8,1,8263,0,0,0.656,0.199,0.000,,,
small,8,0,1720,17118,8263,0.246,0.050,0.798,0.017,0.271,0.181
small,8,1,8263,0,0,0.571,0.195,0.000,,,
small,8,0,1720,17118,8263,0.191,0.096,0.957,0.017,0.343,0.197
small,8,1,8263,0,0,0.567,0.195,0.000,,,
small,8,0,1720,17118,8263,0.190,0.067,0.821,0.016,0.285,0.208
small,8,1,8263,0,0,0.586,0.194,0.000,,,
small,8,0,1720,17118,8263,0.185,0.075,0.955,0.017,0.369,0.195
small,8,1,8263,0,0,0.626,0.195,0.000,,,
medium,8,0,17367,347448,167261,0.826,0.426,19.451,1.541,7.520,3.074
medium,8,1,167261,0,0,5.673,1.033,0.000,,,
medium,8,0,17367,347448,167261,0.854,0.303,16.395,0.416,4.894,2.945
medium,8,1,167261,0,0,5.465,1.074,0.000,,,
medium,8,0,17367,347448,167261,0.859,0.285,18.212,0.425,5.771,3.191
medium,8,1,167261,0,0,5.312,0.994,0.000,,,
medium,8,0,17367,347448,167261,0.865,0.319,17.627,0.479,5.865,3.058
medium,8,1,167261,0,0,5.470,1.024,0.000,,,
medium,8,0,17367,347448,167261,0.852,0.303,16.883,0.441,5.444,3.017
medium,8,1,167261,0,0,5.306,1.082,0.000,,,
medium,8,0,17367,347448,167261,0.854,0.310,16.362,0.429,4.985,3.009
medium,8,1,167261,0,0,5.177,0.954,0.000,,,
large,8,0,86518,1730227,796076,4.180,1.110,133.702,7.576,33.367,21.390
large,8,1,796076,0,0,24.227,4.582,0.000,,,
large,8,0,86518,1730227,796076,5.109,0.988,113.204,2.736,22.160,15.962
large,8,1,796076,0,0,21.080,4.769,0.000,,,
large,8,0,86518,1730227,796076,4.714,1.160,112.283,2.364,21.898,18.872
large,8,1,796076,0,0,22.709,4.530,0.000,,,
large,8,0,86518,1730227,796076,4.520,1.024,110.208,2.416,21.583,20.864
large,8,1,796076,0,0,23.718,4.875,0.000,,,
large,8,0,86518,1730227,796076,4.703,1.043,106.926,2.400,21.260,19.094
large,8,1,796076,0,0,23.779,4.967,0.000,,,
large,8,0,86518,1730227,796076,4.707,1.046,108.161,2.380,21.656,19.357
large,8,1,796076,0,0,23.510,4.805,0.000,,,
deep-s,8,0,1720,5755,2604,0.201,0.039,0.893,0.018,0.439,0.146
deep-s,8,1,2604,5230,2069,0.284,0.086,1.225,0.014,0.824,0.161
deep-s,8,2,2069,4086,1248,0.189,0.144,0.907,0.022,0.583,0.108
deep-s,8,3,1248,0,0,0.010,0.107,0.000,,,
deep-s,8,0,1720,5755,2604,0.177,0.044,0.816,0.016,0.357,0.141
deep-s,8,1,2604,5230,2069,0.225,0.094,1.221,0.013,0.854,0.119
deep-s,8,2,2069,4086,1248,0.194,0.140,0.825,0.012,0.547,0.098
deep-s,8,3,1248,0,0,0.010,0.107,0.000,,,
deep-s,8,0,1720,5755,2604,0.185,0.042,0.797,0.013,0.343,0.154
deep-s,8,1,2604,5230,2069,0.239,0.107,1.170,0.014,0.791,0.126
deep-s,8,2,2069,4086,1248,0.186,0.141,0.859,0.013,0.558,0.098
deep-s,8,3,1248,0,0,0.014,0.110,0.000,,,
