[synthetic_bench] cube n=125 d=2 classes=7812748 merges=125 ...
[pe] round=  0 work=      250 frontier= 11718750 next=  3906250 consolidate=  8.643ms frontier=  6.491ms semisort=343.930ms (keyed=27.574ms group_by=258.030ms per_group=19.266ms)
[pe] round=  1 work=  3906250 frontier=  3906250 next=  1809098 consolidate= 52.832ms frontier= 19.194ms semisort=113.113ms (keyed= 9.669ms group_by= 70.191ms per_group= 8.724ms)
[pe] round= 15 work=      256 frontier=      256 next=      128 consolidate=  0.106ms frontier=  0.045ms semisort=  0.132ms (keyed= 0.003ms group_by=  0.053ms per_group= 0.025ms)
[pe] round= 16 work=      128 frontier=      128 next=       64 consolidate=  0.071ms frontier=  0.035ms semisort=  0.077ms (keyed= 0.002ms group_by=  0.022ms per_group= 0.024ms)
[pe] round= 17 work=       64 frontier=       64 next=       32 consolidate=  0.044ms frontier=  0.023ms semisort=  0.048ms (keyed= 0.001ms group_by=  0.010ms per_group= 0.018ms)
[pe] round= 18 work=       32 frontier=       32 next=       16 consolidate=  0.031ms frontier=  0.012ms semisort=  0.021ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.006ms)
[pe] round= 19 work=       16 frontier=       16 next=        8 consolidate=  0.019ms frontier=  0.006ms semisort=  0.011ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.003ms)
[pe] round= 20 work=        8 frontier=        8 next=        4 consolidate=  0.014ms frontier=  0.003ms semisort=  0.008ms (keyed= 0.001ms group_by=  0.002ms per_group= 0.002ms)
[pe] round= 21 work=        4 frontier=        4 next=        2 consolidate=  0.006ms frontier=  0.002ms semisort=  0.005ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 22 work=        2 frontier=        0 next=        0 consolidate=  0.004ms frontier=  0.002ms semisort=  0.000ms (break)
[pe] round=  0 work=      250 frontier= 11718750 next=  3906250 consolidate=  1.212ms frontier=  2.367ms semisort=100.430ms (keyed= 5.751ms group_by= 38.475ms per_group=17.333ms)
[pe] round=  1 work=  3906250 frontier=  3906250 next=  1809098 consolidate= 52.143ms frontier= 18.430ms semisort= 65.964ms (keyed= 2.447ms group_by= 32.330ms per_group= 7.454ms)
[pe] round=  2 work=  1809098 frontier=  1809098 next=  1048576 consolidate= 30.003ms frontier=  8.666ms semisort= 35.193ms (keyed= 1.514ms group_by= 14.290ms per_group= 5.265ms)
[pe] round=  3 work=  1048576 frontier=  1048576 next=   524288 consolidate= 22.796ms frontier=  6.904ms semisort= 15.041ms (keyed= 0.590ms group_by=  4.090ms per_group= 2.180ms)
[pe] round=  4 work=   524288 frontier=   524288 next=   262144 consolidate= 12.449ms frontier=  3.123ms semisort=  9.713ms (keyed= 0.281ms group_by=  3.946ms per_group= 1.264ms)
[pe] round=  5 work=   262144 frontier=   262144 next=   131072 consolidate=  6.586ms frontier=  5.154ms semisort=  6.700ms (keyed= 0.154ms group_by=  3.408ms per_group= 0.697ms)
[pe] round=  6 work=   131072 frontier=   131072 next=    65536 consolidate=  3.090ms frontier=  0.900ms semisort=  5.502ms (keyed= 0.080ms group_by=  3.813ms per_group= 0.401ms)
[pe] round=  7 work=    65536 frontier=    65536 next=    32768 consolidate=  1.582ms frontier=  0.563ms semisort=  2.481ms (keyed= 0.047ms group_by=  1.617ms per_group= 0.234ms)
[pe] round=  8 work=    32768 frontier=    32768 next=    16384 consolidate=  0.894ms frontier=  0.360ms semisort=  1.237ms (keyed= 0.029ms group_by=  0.656ms per_group= 0.183ms)
[pe] round=  9 work=    16384 frontier=    16384 next=     8192 consolidate=  3.018ms frontier=  0.253ms semisort=  0.830ms (keyed= 0.042ms group_by=  0.420ms per_group= 0.118ms)
[pe] round= 10 work=     8192 frontier=     8192 next=     4096 consolidate=  1.555ms frontier=  0.361ms semisort=  2.001ms (keyed= 0.020ms group_by=  1.567ms per_group= 0.079ms)
[pe] round= 11 work=     4096 frontier=     4096 next=     2048 consolidate=  0.833ms frontier=  0.189ms semisort=  1.075ms (keyed= 0.021ms group_by=  0.803ms per_group= 0.064ms)
[pe] round= 12 work=     2048 frontier=     2048 next=     1024 consolidate=  0.448ms frontier=  0.119ms semisort=  0.617ms (keyed= 0.012ms group_by=  0.421ms per_group= 0.043ms)
[pe] round= 13 work=     1024 frontier=     1024 next=      512 consolidate=  0.256ms frontier=  0.082ms semisort=  0.350ms (keyed= 0.007ms group_by=  0.209ms per_group= 0.040ms)
[pe] round= 14 work=      512 frontier=      512 next=      256 consolidate=  0.159ms frontier=  0.061ms semisort=  0.210ms (keyed= 0.004ms group_by=  0.102ms per_group= 0.038ms)
[pe] round= 15 work=      256 frontier=      256 next=      128 consolidate=  0.107ms frontier=  0.048ms semisort=  0.123ms (keyed= 0.003ms group_by=  0.048ms per_group= 0.025ms)
[pe] round= 16 work=      128 frontier=      128 next=       64 consolidate=  0.083ms frontier=  0.030ms semisort=  0.104ms (keyed= 0.002ms group_by=  0.021ms per_group= 0.024ms)
[pe] round= 17 work=       64 frontier=       64 next=       32 consolidate=  0.044ms frontier=  0.016ms semisort=  0.047ms (keyed= 0.001ms group_by=  0.010ms per_group= 0.017ms)
[pe] round= 18 work=       32 frontier=       32 next=       16 consolidate=  0.026ms frontier=  0.010ms semisort=  0.020ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.006ms)
[pe] round= 19 work=       16 frontier=       16 next=        8 consolidate=  0.019ms frontier=  0.006ms semisort=  0.011ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.003ms)
[pe] round= 20 work=        8 frontier=        8 next=        4 consolidate=  0.016ms frontier=  0.003ms semisort=  0.008ms (keyed= 0.001ms group_by=  0.002ms per_group= 0.002ms)
[pe] round= 21 work=        4 frontier=        4 next=        2 consolidate=  0.007ms frontier=  0.002ms semisort=  0.005ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 22 work=        2 frontier=        0 next=        0 consolidate=  0.005ms frontier=  0.002ms semisort=  0.000ms (break)
[pe] round=  0 work=      250 frontier= 11718750 next=  3906250 consolidate=  1.192ms frontier=  2.164ms semisort= 92.331ms (keyed= 5.732ms group_by= 38.190ms per_group=14.772ms)
[pe] round=  1 work=  3906250 frontier=  3906250 next=  1809098 consolidate= 50.811ms frontier= 15.526ms semisort= 83.502ms (keyed= 1.639ms group_by= 51.696ms per_group= 7.030ms)
[pe] round=  2 work=  1809098 frontier=  1809098 next=  1048576 consolidate= 29.084ms frontier=  8.779ms semisort= 25.033ms (keyed= 0.805ms group_by=  7.406ms per_group= 4.170ms)
[pe] round=  3 work=  1048576 frontier=  1048576 next=   524288 consolidate= 23.410ms frontier=  6.654ms semisort= 14.878ms (keyed= 0.515ms group_by=  3.832ms per_group= 2.287ms)
[pe] round=  4 work=   524288 frontier=   524288 next=   262144 consolidate= 12.069ms frontier=  3.205ms semisort=  9.597ms (keyed= 0.280ms group_by=  3.978ms per_group= 1.234ms)
[pe] round=  5 work=   262144 frontier=   262144 next=   131072 consolidate=  6.016ms frontier=  1.950ms semisort=  5.599ms (keyed= 0.193ms group_by=  2.564ms per_group= 0.702ms)
[pe] round=  6 work=   131072 frontier=   131072 next=    65536 consolidate=  3.002ms frontier=  0.936ms semisort=  3.853ms (keyed= 0.080ms group_by=  2.319ms per_group= 0.396ms)
[pe] round=  7 work=    65536 frontier=    65536 next=    32768 consolidate=  1.525ms frontier=  0.511ms semisort=  2.795ms (keyed= 0.047ms group_by=  1.928ms per_group= 0.237ms)
[pe] round=  8 work=    32768 frontier=    32768 next=    16384 consolidate=  0.872ms frontier=  0.335ms semisort=  1.194ms (keyed= 0.030ms group_by=  0.648ms per_group= 0.168ms)
[pe] round=  9 work=    16384 frontier=    16384 next=     8192 consolidate=  3.215ms frontier=  0.254ms semisort=  0.850ms (keyed= 0.022ms group_by=  0.457ms per_group= 0.126ms)
[pe] round= 10 work=     8192 frontier=     8192 next=     4096 consolidate=  1.626ms frontier=  0.346ms semisort=  2.010ms (keyed= 0.020ms group_by=  1.591ms per_group= 0.077ms)
[pe] round= 11 work=     4096 frontier=     4096 next=     2048 consolidate=  0.870ms frontier=  0.194ms semisort=  1.082ms (keyed= 0.017ms group_by=  0.815ms per_group= 0.060ms)
[pe] round= 12 work=     2048 frontier=     2048 next=     1024 consolidate=  0.450ms frontier=  0.124ms semisort=  0.601ms (keyed= 0.009ms group_by=  0.421ms per_group= 0.048ms)
[pe] round= 13 work=     1024 frontier=     1024 next=      512 consolidate=  0.244ms frontier=  0.078ms semisort=  0.348ms (keyed= 0.007ms group_by=  0.209ms per_group= 0.041ms)
[pe] round= 14 work=      512 frontier=      512 next=      256 consolidate=  0.164ms frontier=  0.064ms semisort=  0.204ms (keyed= 0.004ms group_by=  0.103ms per_group= 0.034ms)
[pe] round= 15 work=      256 frontier=      256 next=      128 consolidate=  0.127ms frontier=  0.047ms semisort=  0.128ms (keyed= 0.003ms group_by=  0.053ms per_group= 0.026ms)
[pe] round= 16 work=      128 frontier=      128 next=       64 consolidate=  0.087ms frontier=  0.037ms semisort=  0.078ms (keyed= 0.002ms group_by=  0.022ms per_group= 0.022ms)
[pe] round= 17 work=       64 frontier=       64 next=       32 consolidate=  0.050ms frontier=  0.016ms semisort=  0.047ms (keyed= 0.001ms group_by=  0.010ms per_group= 0.014ms)
[pe] round= 18 work=       32 frontier=       32 next=       16 consolidate=  0.027ms frontier=  0.008ms semisort=  0.019ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.006ms)
[pe] round= 19 work=       16 frontier=       16 next=        8 consolidate=  0.017ms frontier=  0.005ms semisort=  0.011ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.003ms)
[pe] round= 20 work=        8 frontier=        8 next=        4 consolidate=  0.013ms frontier=  0.003ms semisort=  0.008ms (keyed= 0.001ms group_by=  0.002ms per_group= 0.002ms)
[pe] round= 21 work=        4 frontier=        4 next=        2 consolidate=  0.007ms frontier=  0.002ms semisort=  0.005ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 22 work=        2 frontier=        0 next=        0 consolidate=  0.004ms frontier=  0.002ms semisort=  0.000ms (break)
[pe] round=  0 work=      250 frontier= 11718750 next=  3906250 consolidate=  1.328ms frontier=  2.098ms semisort= 92.475ms (keyed= 5.727ms group_by= 38.493ms per_group=14.239ms)
[pe] round=  1 work=  3906250 frontier=  3906250 next=  1809098 consolidate= 48.985ms frontier= 15.680ms semisort= 83.072ms (keyed= 1.651ms group_by= 51.392ms per_group= 7.017ms)
[pe] round=  2 work=  1809098 frontier=  1809098 next=  1048576 consolidate= 28.470ms frontier=  8.446ms semisort= 30.681ms (keyed= 0.804ms group_by= 12.765ms per_group= 4.256ms)
[pe] round=  3 work=  1048576 frontier=  1048576 next=   524288 consolidate= 24.394ms frontier=  6.543ms semisort= 15.053ms (keyed= 0.506ms group_by=  4.030ms per_group= 2.243ms)
[pe] round=  4 work=   524288 frontier=   524288 next=   262144 consolidate= 11.943ms frontier=  3.218ms semisort=  9.055ms (keyed= 0.295ms group_by=  3.290ms per_group= 1.254ms)
[pe] round=  5 work=   262144 frontier=   262144 next=   131072 consolidate=  6.161ms frontier=  1.620ms semisort=  5.592ms (keyed= 0.157ms group_by=  2.597ms per_group= 0.692ms)
[pe] round=  6 work=   131072 frontier=   131072 next=    65536 consolidate=  3.080ms frontier=  0.865ms semisort=  3.972ms (keyed= 0.079ms group_by=  2.216ms per_group= 0.406ms)
[pe] round=  7 work=    65536 frontier=    65536 next=    32768 consolidate=  1.532ms frontier=  0.560ms semisort=  2.031ms (keyed= 0.049ms group_by=  1.102ms per_group= 0.245ms)
[pe] round=  8 work=    32768 frontier=    32768 next=    16384 consolidate=  0.830ms frontier=  0.362ms semisort=  1.227ms (keyed= 0.030ms group_by=  0.672ms per_group= 0.160ms)
[pe] round=  9 work=    16384 frontier=    16384 next=     8192 consolidate=  3.205ms frontier=  0.264ms semisort=  0.889ms (keyed= 0.026ms group_by=  0.478ms per_group= 0.117ms)
[pe] round= 10 work=     8192 frontier=     8192 next=     4096 consolidate=  1.613ms frontier=  0.346ms semisort=  2.056ms (keyed= 0.020ms group_by=  1.631ms per_group= 0.080ms)
[pe] round= 11 work=     4096 frontier=     4096 next=     2048 consolidate=  0.849ms frontier=  0.193ms semisort=  1.104ms (keyed= 0.019ms group_by=  0.830ms per_group= 0.060ms)
[pe] round= 12 work=     2048 frontier=     2048 next=     1024 consolidate=  0.460ms frontier=  0.123ms semisort=  0.629ms (keyed= 0.012ms group_by=  0.432ms per_group= 0.061ms)
[pe] round= 13 work=     1024 frontier=     1024 next=      512 consolidate=  0.260ms frontier=  0.089ms semisort=  0.336ms (keyed= 0.008ms group_by=  0.208ms per_group= 0.038ms)
[pe] round= 14 work=      512 frontier=      512 next=      256 consolidate=  0.155ms frontier=  0.067ms semisort=  0.205ms (keyed= 0.004ms group_by=  0.104ms per_group= 0.033ms)
[pe] round= 15 work=      256 frontier=      256 next=      128 consolidate=  0.106ms frontier=  0.049ms semisort=  0.129ms (keyed= 0.003ms group_by=  0.054ms per_group= 0.027ms)
[pe] round= 16 work=      128 frontier=      128 next=       64 consolidate=  0.079ms frontier=  0.032ms semisort=  0.091ms (keyed= 0.002ms group_by=  0.023ms per_group= 0.027ms)
[pe] round= 17 work=       64 frontier=       64 next=       32 consolidate=  0.049ms frontier=  0.018ms semisort=  0.052ms (keyed= 0.001ms group_by=  0.010ms per_group= 0.016ms)
[pe] round= 18 work=       32 frontier=       32 next=       16 consolidate=  0.035ms frontier=  0.009ms semisort=  0.024ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.006ms)
[pe] round= 19 work=       16 frontier=       16 next=        8 consolidate=  0.023ms frontier=  0.005ms semisort=  0.012ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.003ms)
[pe] round= 20 work=        8 frontier=        8 next=        4 consolidate=  0.016ms frontier=  0.003ms semisort=  0.008ms (keyed= 0.001ms group_by=  0.002ms per_group= 0.002ms)
[pe] round= 21 work=        4 frontier=        4 next=        2 consolidate=  0.007ms frontier=  0.002ms semisort=  0.005ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 22 work=        2 frontier=        0 next=        0 consolidate=  0.005ms frontier=  0.001ms semisort=  0.000ms (break)
[pe] round=  0 work=      250 frontier= 11718750 next=  3906250 consolidate=  1.202ms frontier=  2.104ms semisort= 92.458ms (keyed= 5.648ms group_by= 36.609ms per_group=14.788ms)
[pe] round=  1 work=  3906250 frontier=  3906250 next=  1809098 consolidate= 49.525ms frontier= 15.390ms semisort= 45.387ms (keyed= 1.633ms group_by= 12.631ms per_group= 7.084ms)
[pe] round=  2 work=  1809098 frontier=  1809098 next=  1048576 consolidate= 28.686ms frontier=  8.355ms semisort= 25.325ms (keyed= 0.795ms group_by=  7.580ms per_group= 4.244ms)
[pe] round=  3 work=  1048576 frontier=  1048576 next=   524288 consolidate= 23.148ms frontier=  6.700ms semisort= 14.817ms (keyed= 0.516ms group_by=  3.872ms per_group= 2.339ms)
[pe] round=  4 work=   524288 frontier=   524288 next=   262144 consolidate= 12.053ms frontier=  3.207ms semisort= 10.486ms (keyed= 0.280ms group_by=  4.691ms per_group= 1.262ms)
[pe] round=  5 work=   262144 frontier=   262144 next=   131072 consolidate=  5.976ms frontier=  1.616ms semisort=  5.532ms (keyed= 0.154ms group_by=  2.574ms per_group= 0.698ms)
[pe] round=  6 work=   131072 frontier=   131072 next=    65536 consolidate=  3.176ms frontier=  0.864ms semisort=  4.202ms (keyed= 0.089ms group_by=  2.276ms per_group= 0.384ms)
[pe] round=  7 work=    65536 frontier=    65536 next=    32768 consolidate=  1.531ms frontier=  0.511ms semisort=  1.989ms (keyed= 0.046ms group_by=  1.120ms per_group= 0.240ms)
[pe] round=  8 work=    32768 frontier=    32768 next=    16384 consolidate=  0.887ms frontier=  0.368ms semisort=  1.222ms (keyed= 0.030ms group_by=  0.660ms per_group= 0.173ms)
[pe] round=  9 work=    16384 frontier=    16384 next=     8192 consolidate=  3.204ms frontier=  0.271ms semisort=  0.900ms (keyed= 0.024ms group_by=  0.472ms per_group= 0.130ms)
[pe] round= 10 work=     8192 frontier=     8192 next=     4096 consolidate=  1.639ms frontier=  0.343ms semisort=  2.031ms (keyed= 0.020ms group_by=  1.597ms per_group= 0.080ms)
[pe] round= 11 work=     4096 frontier=     4096 next=     2048 consolidate=  0.865ms frontier=  0.192ms semisort=  1.079ms (keyed= 0.017ms group_by=  0.818ms per_group= 0.057ms)
[pe] round= 12 work=     2048 frontier=     2048 next=     1024 consolidate=  0.464ms frontier=  0.118ms semisort=  0.645ms (keyed= 0.012ms group_by=  0.447ms per_group= 0.052ms)
[pe] round= 13 work=     1024 frontier=     1024 next=      512 consolidate=  0.263ms frontier=  0.079ms semisort=  0.344ms (keyed= 0.008ms group_by=  0.210ms per_group= 0.043ms)
[pe] round= 14 work=      512 frontier=      512 next=      256 consolidate=  0.156ms frontier=  0.065ms semisort=  0.198ms (keyed= 0.004ms group_by=  0.101ms per_group= 0.029ms)
[pe] round= 15 work=      256 frontier=      256 next=      128 consolidate=  0.111ms frontier=  0.044ms semisort=  0.125ms (keyed= 0.003ms group_by=  0.048ms per_group= 0.029ms)
[pe] round= 16 work=      128 frontier=      128 next=       64 consolidate=  0.073ms frontier=  0.028ms semisort=  0.095ms (keyed= 0.002ms group_by=  0.022ms per_group= 0.027ms)
[pe] round= 17 work=       64 frontier=       64 next=       32 consolidate=  0.048ms frontier=  0.016ms semisort=  0.046ms (keyed= 0.001ms group_by=  0.010ms per_group= 0.013ms)
[pe] round= 18 work=       32 frontier=       32 next=       16 consolidate=  0.027ms frontier=  0.013ms semisort=  0.038ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.013ms)
[pe] round= 19 work=       16 frontier=       16 next=        8 consolidate=  0.021ms frontier=  0.005ms semisort=  0.012ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.003ms)
[pe] round= 20 work=        8 frontier=        8 next=        4 consolidate=  0.016ms frontier=  0.004ms semisort=  0.007ms (keyed= 0.001ms group_by=  0.002ms per_group= 0.002ms)
[pe] round= 21 work=        4 frontier=        4 next=        2 consolidate=  0.006ms frontier=  0.002ms semisort=  0.005ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 22 work=        2 frontier=        0 next=        0 consolidate=  0.005ms frontier=  0.001ms semisort=  0.000ms (break)
[pe] round=  0 work=      250 frontier= 11718750 next=  3906250 consolidate=  1.184ms frontier=  2.083ms semisort= 90.124ms (keyed= 5.984ms group_by= 36.257ms per_group=14.265ms)
[pe] round=  1 work=  3906250 frontier=  3906250 next=  1809098 consolidate= 56.786ms frontier= 18.340ms semisort= 65.131ms (keyed= 1.732ms group_by= 31.846ms per_group= 7.108ms)
[pe] round=  2 work=  1809098 frontier=  1809098 next=  1048576 consolidate= 30.449ms frontier=  8.481ms semisort= 26.487ms (keyed= 0.800ms group_by=  6.218ms per_group= 5.696ms)
[pe] round=  3 work=  1048576 frontier=  1048576 next=   524288 consolidate= 24.081ms frontier=  6.773ms semisort= 20.498ms (keyed= 4.740ms group_by=  4.079ms per_group= 3.460ms)
[pe] round=  4 work=   524288 frontier=   524288 next=   262144 consolidate= 12.326ms frontier=  3.138ms semisort=  9.137ms (keyed= 0.286ms group_by=  3.309ms per_group= 1.270ms)
[pe] round=  5 work=   262144 frontier=   262144 next=   131072 consolidate=  5.972ms frontier=  1.639ms semisort=  5.648ms (keyed= 0.167ms group_by=  2.644ms per_group= 0.693ms)
[pe] round=  6 work=   131072 frontier=   131072 next=    65536 consolidate=  3.074ms frontier=  1.035ms semisort=  4.069ms (keyed= 0.081ms group_by=  2.335ms per_group= 0.395ms)
[pe] round=  7 work=    65536 frontier=    65536 next=    32768 consolidate=  1.533ms frontier=  0.525ms semisort=  2.232ms (keyed= 0.048ms group_by=  1.357ms per_group= 0.248ms)
[pe] round=  8 work=    32768 frontier=    32768 next=    16384 consolidate=  0.838ms frontier=  0.363ms semisort=  1.210ms (keyed= 0.029ms group_by=  0.666ms per_group= 0.162ms)
[pe] round=  9 work=    16384 frontier=    16384 next=     8192 consolidate=  3.229ms frontier=  0.259ms semisort=  0.710ms (keyed= 0.022ms group_by=  0.316ms per_group= 0.114ms)
[pe] round= 10 work=     8192 frontier=     8192 next=     4096 consolidate=  1.632ms frontier=  0.343ms semisort=  2.052ms (keyed= 0.019ms group_by=  1.626ms per_group= 0.079ms)
[pe] round= 11 work=     4096 frontier=     4096 next=     2048 consolidate=  0.847ms frontier=  0.197ms semisort=  1.080ms (keyed= 0.014ms group_by=  0.801ms per_group= 0.060ms)
[pe] round= 12 work=     2048 frontier=     2048 next=     1024 consolidate=  0.476ms frontier=  0.124ms semisort=  0.612ms (keyed= 0.011ms group_by=  0.422ms per_group= 0.051ms)
[pe] round= 13 work=     1024 frontier=     1024 next=      512 consolidate=  0.255ms frontier=  0.082ms semisort=  0.361ms (keyed= 0.010ms group_by=  0.211ms per_group= 0.039ms)
[pe] round= 14 work=      512 frontier=      512 next=      256 consolidate=  0.165ms frontier=  0.073ms semisort=  0.199ms (keyed= 0.004ms group_by=  0.099ms per_group= 0.028ms)
[pe] round= 15 work=      256 frontier=      256 next=      128 consolidate=  0.101ms frontier=  0.044ms semisort=  0.125ms (keyed= 0.003ms group_by=  0.046ms per_group= 0.031ms)
[pe] round= 16 work=      128 frontier=      128 next=       64 consolidate=  0.078ms frontier=  0.030ms semisort=  0.073ms (keyed= 0.002ms group_by=  0.021ms per_group= 0.021ms)
[pe] round= 17 work=       64 frontier=       64 next=       32 consolidate=  0.039ms frontier=  0.016ms semisort=  0.053ms (keyed= 0.001ms group_by=  0.010ms per_group= 0.020ms)
[pe] round= 18 work=       32 frontier=       32 next=       16 consolidate=  0.031ms frontier=  0.012ms semisort=  0.019ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.006ms)
[pe] round= 19 work=       16 frontier=       16 next=        8 consolidate=  0.020ms frontier=  0.006ms semisort=  0.012ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.003ms)
[pe] round= 20 work=        8 frontier=        8 next=        4 consolidate=  0.013ms frontier=  0.003ms semisort=  0.008ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.002ms)
[pe] round= 21 work=        4 frontier=        4 next=        2 consolidate=  0.007ms frontier=  0.002ms semisort=  0.005ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 22 work=        2 frontier=        0 next=        0 consolidate=  0.005ms frontier=  0.001ms semisort=  0.000ms (break)
