workload,parlay_threads,round,work,frontier,next,consolidate_ms,frontier_ms,semisort_ms,keyed_ms,group_by_ms,per_group_ms
deep-s,4,1,2393,4828,1048,0.343,0.054,0.716,0.000,0.366,0.129
deep-s,4,2,1048,2096,0,0.240,0.083,0.326,0.000,0.167,0.034
deep-s,4,0,1720,5755,2393,0.199,0.033,0.783,0.000,0.382,0.132
deep-s,4,1,2393,4828,1048,0.316,0.057,0.675,0.000,0.329,0.113
deep-s,4,2,1048,2096,0,0.237,0.082,0.312,0.000,0.166,0.033
deep-s,4,0,1720,5755,2393,0.258,0.032,0.817,0.000,0.347,0.206
deep-s,4,1,2393,4828,1048,0.317,0.053,0.803,0.000,0.437,0.118
deep-s,4,2,1048,2096,0,0.233,0.076,0.309,0.000,0.162,0.032
deep-m,4,0,17367,115794,47572,1.729,0.584,21.322,0.000,13.373,2.287
deep-m,4,1,47572,95336,26271,3.621,0.571,17.171,0.000,9.957,2.327
deep-m,4,2,26271,52514,0,4.226,0.891,9.747,0.000,6.230,0.556
deep-m,4,0,17367,115794,47572,1.365,0.428,17.878,0.000,10.641,2.146
deep-m,4,1,47572,95336,26271,3.797,0.624,16.655,0.000,9.857,2.042
deep-m,4,2,26271,52514,0,3.583,0.729,9.190,0.000,5.873,0.478
deep-m,4,0,17367,115794,47572,1.316,0.544,17.781,0.000,11.391,1.908
deep-m,4,1,47572,95336,26271,3.345,0.562,16.758,0.000,9.870,2.122
deep-m,4,2,26271,52514,0,4.091,0.730,9.222,0.000,6.083,0.443
deep-m,4,0,17367,115794,47572,1.369,0.327,17.522,0.000,10.790,2.006
deep-m,4,1,47572,95336,26271,3.831,0.612,16.106,0.000,9.665,1.985
deep-m,4,2,26271,52514,0,3.544,0.768,9.124,0.000,5.913,0.471
deep-m,4,0,17367,115794,47572,1.390,0.523,16.292,0.000,9.924,1.886
deep-m,4,1,47572,95336,26271,3.261,0.525,15.943,0.000,9.472,1.794
deep-m,4,2,26271,52514,0,3.724,0.781,9.204,0.000,5.914,0.510
deep-m,4,0,17367,115794,47572,1.731,0.396,17.273,0.000,10.587,2.017
deep-m,4,1,47572,95336,26271,3.828,0.623,16.162,0.000,9.663,2.063
deep-m,4,2,26271,52514,0,3.945,0.780,9.591,0.000,6.316,0.505
deep-l,4,0,86518,576676,225233,8.734,1.468,51.555,0.000,15.089,8.512
deep-l,4,1,225233,450223,116944,20.713,1.957,61.017,0.000,22.310,11.556
deep-l,4,2,116944,233969,0,18.204,3.567,29.892,0.000,13.809,2.503
deep-l,4,0,86518,576676,225233,8.749,0.958,51.421,0.000,15.470,8.323
deep-l,4,1,225233,450223,116944,18.890,1.766,58.451,0.000,20.609,11.507
deep-l,4,2,116944,233969,0,19.372,3.774,29.053,0.000,13.296,2.212
deep-l,4,0,86518,576676,225233,8.849,0.948,51.956,0.000,14.679,8.755
deep-l,4,1,225233,450223,116944,19.420,1.899,57.701,0.000,20.709,11.359
deep-l,4,2,116944,233969,0,18.153,3.516,29.298,0.000,13.283,2.333
deep-l,4,0,86518,576676,225233,8.640,0.964,50.009,0.000,13.903,8.356
deep-l,4,1,225233,450223,116944,19.566,1.753,58.712,0.000,20.021,11.924
deep-l,4,2,116944,233969,0,18.413,3.571,30.056,0.000,13.621,2.601
deep-l,4,0,86518,576676,225233,8.573,0.942,51.758,0.000,15.572,8.550
deep-l,4,1,225233,450223,116944,19.157,1.843,58.681,0.000,20.867,11.541
deep-l,4,2,116944,233969,0,18.642,3.695,29.720,0.000,13.733,2.293
deep-l,4,0,86518,576676,225233,9.031,0.972,51.324,0.000,14.893,8.672
deep-l,4,1,225233,450223,116944,19.316,1.776,59.518,0.000,21.051,11.839
deep-l,4,2,116944,233969,0,18.454,3.623,29.350,0.000,13.556,2.099
small,8,0,1720,17118,7959,0.594,0.089,2.602,0.000,1.761,0.340
small,8,1,7959,0,0,0.637,0.191,0.000,,,
small,8,0,1720,17118,7959,0.228,0.053,1.648,0.000,1.128,0.195
small,8,1,7959,0,0,0.619,0.191,0.000,,,
small,8,0,1720,17118,7959,0.189,0.063,1.622,0.000,1.124,0.188
small,8,1,7959,0,0,0.650,0.191,0.000,,,
small,8,0,1720,17118,7959,0.270,0.052,1.637,0.000,1.132,0.184
small,8,1,7959,0,0,0.650,0.192,0.000,,,
small,8,0,1720,17118,7959,0.195,0.063,1.630,0.000,1.131,0.189
small,8,1,7959,0,0,0.597,0.190,0.000,,,
small,8,0,1720,17118,7959,0.198,0.053,1.659,0.000,1.152,0.186
small,8,1,7959,0,0,0.574,0.192,0.000,,,
medium,8,0,17367,347448,160295,1.225,0.764,20.015,0.000,7.253,3.540
medium,8,1,160295,0,0,6.123,1.015,0.000,,,
medium,8,0,17367,347448,160295,0.852,0.317,14.511,0.000,4.310,2.812
medium,8,1,160295,0,0,5.861,1.009,0.000,,,
medium,8,0,17367,347448,160295,1.107,0.307,14.470,0.000,4.275,2.822
medium,8,1,160295,0,0,5.755,1.085,0.000,,,
medium,8,0,17367,347448,160295,0.861,0.315,14.656,0.000,4.430,2.812
medium,8,1,160295,0,0,5.087,0.948,0.000,,,
medium,8,0,17367,347448,160295,0.863,0.313,14.481,0.000,4.361,2.793
medium,8,1,160295,0,0,5.296,0.933,0.000,,,
medium,8,0,17367,347448,160295,0.857,0.310,14.781,0.000,4.436,2.817
medium,8,1,160295,0,0,5.417,1.037,0.000,,,
large,8,0,86518,1730227,737662,5.795,2.189,87.054,0.000,24.612,12.216
large,8,1,737662,0,0,20.836,3.047,0.000,,,
large,8,0,86518,1730227,737662,5.114,0.785,83.232,0.000,21.571,11.101
large,8,1,737662,0,0,20.192,2.814,0.000,,,
large,8,0,86518,1730227,737662,3.950,0.867,78.078,0.000,19.113,10.923
large,8,1,737662,0,0,18.627,2.878,0.000,,,
large,8,0,86518,1730227,737662,4.537,0.936,88.018,0.000,20.374,13.121
large,8,1,737662,0,0,21.615,3.062,0.000,,,
large,8,0,86518,1730227,737662,4.634,0.901,86.931,0.000,21.368,13.969
large,8,1,737662,0,0,22.067,3.268,0.000,,,
large,8,0,86518,1730227,737662,4.727,0.940,87.632,0.000,21.008,13.935
large,8,1,737662,0,0,21.014,2.931,0.000,,,
deep-s,8,0,1720,5755,2393,0.186,0.042,0.732,0.000,0.443,0.078
deep-s,8,1,2393,4828,1048,0.234,0.065,0.562,0.000,0.346,0.077
deep-s,8,2,1048,2096,0,0.151,0.085,0.263,0.000,0.185,0.026
deep-s,8,0,1720,5755,2393,0.180,0.039,0.678,0.000,0.399,0.073
deep-s,8,1,2393,4828,1048,0.193,0.064,0.537,0.000,0.336,0.062
deep-s,8,2,1048,2096,0,0.152,0.085,0.257,0.000,0.179,0.028
deep-s,8,0,1720,5755,2393,0.183,0.039,0.663,0.000,0.374,0.079
deep-s,8,1,2393,4828,1048,0.195,0.063,0.539,0.000,0.341,0.059
deep-s,8,2,1048,2096,0,0.156,0.081,0.252,0.000,0.176,0.028
deep-s,8,0,1720,5755,2393,0.180,0.039,0.659,0.000,0.374,0.078
deep-s,8,1,2393,4828,1048,0.187,0.063,0.546,0.000,0.345,0.059
deep-s,8,2,1048,2096,0,0.156,0.081,0.253,0.000,0.178,0.027
deep-s,8,0,1720,5755,2393,0.175,0.039,0.651,0.000,0.366,0.081
deep-s,8,1,2393,4828,1048,0.194,0.063,0.556,0.000,0.339,0.062
deep-s,8,2,1048,2096,0,0.156,0.079,0.253,0.000,0.176,0.028
deep-s,8,0,1720,5755,2393,0.179,0.039,0.643,0.000,0.365,0.069
deep-s,8,1,2393,4828,1048,0.191,0.063,0.556,0.000,0.353,0.065
deep-s,8,2,1048,2096,0,0.152,0.085,0.251,0.000,0.177,0.026
deep-m,8,0,17367,115794,47572,0.909,0.373,17.914,0.000,14.423,1.159
deep-m,8,1,47572,95336,26271,2.131,0.499,14.525,0.000,11.068,0.963
deep-m,8,2,26271,52514,0,1.985,0.397,8.002,0.000,6.354,0.276
deep-m,8,0,17367,115794,47572,0.785,0.312,15.608,0.000,12.279,1.102
deep-m,8,1,47572,95336,26271,2.194,0.425,13.207,0.000,10.059,0.857
deep-m,8,2,26271,52514,0,1.964,0.381,7.407,0.000,5.883,0.259
deep-m,8,0,17367,115794,47572,0.745,0.269,14.976,0.000,11.872,0.980
deep-m,8,1,47572,95336,26271,1.935,0.316,12.671,0.000,9.579,0.839
deep-m,8,2,26271,52514,0,1.945,0.366,7.229,0.000,5.728,0.259
deep-m,8,0,17367,115794,47572,0.714,0.255,20.799,0.000,17.333,1.219
deep-m,8,1,47572,95336,26271,2.314,0.452,13.326,0.000,9.692,1.004
deep-m,8,2,26271,52514,0,2.144,0.450,7.306,0.000,5.728,0.258
deep-m,8,0,17367,115794,47572,0.740,0.249,14.754,0.000,11.778,0.964
deep-m,8,1,47572,95336,26271,1.763,0.360,12.735,0.000,9.633,0.899
deep-m,8,2,26271,52514,0,1.972,0.443,7.158,0.000,5.680,0.245
deep-m,8,0,17367,115794,47572,0.705,0.252,13.774,0.000,10.994,0.889
deep-m,8,1,47572,95336,26271,1.746,0.381,11.829,0.000,8.926,0.869
deep-m,8,2,26271,52514,0,1.917,0.453,6.627,0.000,5.246,0.232
deep-l,8,0,86518,576676,225233,4.483,0.815,27.295,0.000,8.874,4.321
deep-l,8,1,225233,450223,116944,9.373,1.457,31.192,0.000,12.431,5.138
deep-l,8,2,116944,233969,0,9.930,1.804,15.260,0.000,7.548,1.130
deep-l,8,0,86518,576676,225233,3.773,0.463,24.359,0.000,7.612,3.690
deep-l,8,1,225233,450223,116944,9.056,1.009,26.800,0.000,9.977,4.700
deep-l,8,2,116944,233969,0,8.619,1.652,13.528,0.000,6.572,1.011
deep-l,8,0,86518,576676,225233,3.696,0.472,23.696,0.000,7.189,3.718
deep-l,8,1,225233,450223,116944,9.973,1.343,37.853,0.000,13.593,7.256
deep-l,8,2,116944,233969,0,12.046,2.712,17.772,0.000,7.770,1.565
deep-l,8,0,86518,576676,225233,4.953,0.724,30.683,0.000,9.149,5.196
deep-l,8,1,225233,450223,116944,11.246,1.202,38.429,0.000,11.654,10.949
deep-l,8,2,116944,233969,0,11.564,2.368,20.870,0.000,8.865,1.527
deep-l,8,0,86518,576676,225233,5.844,0.703,33.015,0.000,10.817,5.466
deep-l,8,1,225233,450223,116944,11.125,1.173,35.464,0.000,12.236,6.175
deep-l,8,2,116944,233969,0,10.807,2.170,16.542,0.000,7.432,1.334
deep-l,8,0,86518,576676,225233,5.027,0.680,30.167,0.000,9.054,5.243
deep-l,8,1,225233,450223,116944,10.863,1.218,32.319,0.000,11.319,6.132
