workload,leaves,fns,nodes,merges,depth,algorithm,trial,parlay_threads,union_style,dnc_cutoff,wallclock_ms
medium,10000,8,200000,20000,1,nelson_seq,3,4,dnc,16,73.5114
medium,10000,8,200000,20000,1,nelson_seq,4,4,dnc,16,70.4908
medium,10000,8,200000,20000,1,par_close,0,4,dnc,16,40.5299
medium,10000,8,200000,20000,1,par_close,1,4,dnc,16,40.2231
medium,10000,8,200000,20000,1,par_close,2,4,dnc,16,40.5049
medium,10000,8,200000,20000,1,par_close,3,4,dnc,16,40.3500
medium,10000,8,200000,20000,1,par_close,4,4,dnc,16,39.1586
large,50000,16,1000000,100000,1,nelson_seq,0,4,dnc,16,1242.2199
large,50000,16,1000000,100000,1,nelson_seq,1,4,dnc,16,943.8571
large,50000,16,1000000,100000,1,nelson_seq,2,4,dnc,16,771.0305
large,50000,16,1000000,100000,1,nelson_seq,3,4,dnc,16,803.0939
large,50000,16,1000000,100000,1,nelson_seq,4,4,dnc,16,771.5612
large,50000,16,1000000,100000,1,par_close,0,4,dnc,16,249.2301
large,50000,16,1000000,100000,1,par_close,1,4,dnc,16,251.7468
large,50000,16,1000000,100000,1,par_close,2,4,dnc,16,253.1406
large,50000,16,1000000,100000,1,par_close,3,4,dnc,16,318.1853
large,50000,16,1000000,100000,1,par_close,4,4,dnc,16,252.9794
deep-s,1000,4,10000,2000,3,nelson_seq,0,4,dnc,16,2.6714
deep-s,1000,4,10000,2000,3,nelson_seq,1,4,dnc,16,2.5953
deep-s,1000,4,10000,2000,3,nelson_seq,2,4,dnc,16,2.6713
deep-s,1000,4,10000,2000,3,nelson_seq,3,4,dnc,16,2.6001
deep-s,1000,4,10000,2000,3,nelson_seq,4,4,dnc,16,2.5446
deep-s,1000,4,10000,2000,3,par_close,0,4,dnc,16,3.3620
deep-s,1000,4,10000,2000,3,par_close,1,4,dnc,16,3.1781
deep-s,1000,4,10000,2000,3,par_close,2,4,dnc,16,3.2516
deep-s,1000,4,10000,2000,3,par_close,3,4,dnc,16,3.1530
deep-s,1000,4,10000,2000,3,par_close,4,4,dnc,16,3.3428
deep-m,10000,8,200000,20000,3,nelson_seq,0,4,dnc,16,85.0690
deep-m,10000,8,200000,20000,3,nelson_seq,1,4,dnc,16,88.1292
deep-m,10000,8,200000,20000,3,nelson_seq,2,4,dnc,16,82.9480
deep-m,10000,8,200000,20000,3,nelson_seq,3,4,dnc,16,82.6062
deep-m,10000,8,200000,20000,3,nelson_seq,4,4,dnc,16,80.2762
deep-m,10000,8,200000,20000,3,par_close,0,4,dnc,16,57.3342
deep-m,10000,8,200000,20000,3,par_close,1,4,dnc,16,57.5494
deep-m,10000,8,200000,20000,3,par_close,2,4,dnc,16,56.1062
deep-m,10000,8,200000,20000,3,par_close,3,4,dnc,16,54.8760
deep-m,10000,8,200000,20000,3,par_close,4,4,dnc,16,57.3223
deep-l,50000,16,1000000,100000,3,nelson_seq,0,4,dnc,16,698.8456
deep-l,50000,16,1000000,100000,3,nelson_seq,1,4,dnc,16,706.8100
deep-l,50000,16,1000000,100000,3,nelson_seq,2,4,dnc,16,704.8674
deep-l,50000,16,1000000,100000,3,nelson_seq,3,4,dnc,16,748.8766
deep-l,50000,16,1000000,100000,3,nelson_seq,4,4,dnc,16,698.9541
deep-l,50000,16,1000000,100000,3,par_close,0,4,dnc,16,203.9187
deep-l,50000,16,1000000,100000,3,par_close,1,4,dnc,16,203.3964
deep-l,50000,16,1000000,100000,3,par_close,2,4,dnc,16,203.6207
deep-l,50000,16,1000000,100000,3,par_close,3,4,dnc,16,205.0299
deep-l,50000,16,1000000,100000,3,par_close,4,4,dnc,16,205.8419
small,1000,4,10000,2000,1,nelson_seq,0,8,dnc,16,3.1355
small,1000,4,10000,2000,1,nelson_seq,1,8,dnc,16,3.1503
small,1000,4,10000,2000,1,nelson_seq,2,8,dnc,16,3.1733
small,1000,4,10000,2000,1,nelson_seq,3,8,dnc,16,3.2392
small,1000,4,10000,2000,1,nelson_seq,4,8,dnc,16,3.2438
small,1000,4,10000,2000,1,par_close,0,8,dnc,16,3.1763
small,1000,4,10000,2000,1,par_close,1,8,dnc,16,3.1495
small,1000,4,10000,2000,1,par_close,2,8,dnc,16,3.2440
small,1000,4,10000,2000,1,par_close,3,8,dnc,16,3.1145
small,1000,4,10000,2000,1,par_close,4,8,dnc,16,3.1138
medium,10000,8,200000,20000,1,nelson_seq,0,8,dnc,16,78.0916
medium,10000,8,200000,20000,1,nelson_seq,1,8,dnc,16,90.3032
medium,10000,8,200000,20000,1,nelson_seq,2,8,dnc,16,95.8015
medium,10000,8,200000,20000,1,nelson_seq,3,8,dnc,16,95.6945
medium,10000,8,200000,20000,1,nelson_seq,4,8,dnc,16,95.3694
medium,10000,8,200000,20000,1,par_close,0,8,dnc,16,24.7584
medium,10000,8,200000,20000,1,par_close,1,8,dnc,16,24.9458
medium,10000,8,200000,20000,1,par_close,2,8,dnc,16,24.1744
medium,10000,8,200000,20000,1,par_close,3,8,dnc,16,24.1461
medium,10000,8,200000,20000,1,par_close,4,8,dnc,16,24.8055
large,50000,16,1000000,100000,1,nelson_seq,0,8,dnc,16,726.9971
large,50000,16,1000000,100000,1,nelson_seq,1,8,dnc,16,738.9491
large,50000,16,1000000,100000,1,nelson_seq,2,8,dnc,16,728.0835
large,50000,16,1000000,100000,1,nelson_seq,3,8,dnc,16,748.2082
large,50000,16,1000000,100000,1,nelson_seq,4,8,dnc,16,726.5348
large,50000,16,1000000,100000,1,par_close,0,8,dnc,16,120.0477
large,50000,16,1000000,100000,1,par_close,1,8,dnc,16,112.2713
large,50000,16,1000000,100000,1,par_close,2,8,dnc,16,127.6743
large,50000,16,1000000,100000,1,par_close,3,8,dnc,16,128.6723
large,50000,16,1000000,100000,1,par_close,4,8,dnc,16,128.0136
deep-s,1000,4,10000,2000,3,nelson_seq,0,8,dnc,16,3.1807
deep-s,1000,4,10000,2000,3,nelson_seq,1,8,dnc,16,3.0536
deep-s,1000,4,10000,2000,3,nelson_seq,2,8,dnc,16,2.9514
deep-s,1000,4,10000,2000,3,nelson_seq,3,8,dnc,16,2.9578
deep-s,1000,4,10000,2000,3,nelson_seq,4,8,dnc,16,2.9780
deep-s,1000,4,10000,2000,3,par_close,0,8,dnc,16,2.5594
deep-s,1000,4,10000,2000,3,par_close,1,8,dnc,16,2.5452
deep-s,1000,4,10000,2000,3,par_close,2,8,dnc,16,2.5446
deep-s,1000,4,10000,2000,3,par_close,3,8,dnc,16,2.5335
deep-s,1000,4,10000,2000,3,par_close,4,8,dnc,16,2.5338
deep-m,10000,8,200000,20000,3,nelson_seq,0,8,dnc,16,115.9818
deep-m,10000,8,200000,20000,3,nelson_seq,1,8,dnc,16,118.4858
deep-m,10000,8,200000,20000,3,nelson_seq,2,8,dnc,16,134.7423
deep-m,10000,8,200000,20000,3,nelson_seq,3,8,dnc,16,119.1031
deep-m,10000,8,200000,20000,3,nelson_seq,4,8,dnc,16,94.4150
deep-m,10000,8,200000,20000,3,par_close,0,8,dnc,16,44.0769
deep-m,10000,8,200000,20000,3,par_close,1,8,dnc,16,42.2641
deep-m,10000,8,200000,20000,3,par_close,2,8,dnc,16,49.6799
deep-m,10000,8,200000,20000,3,par_close,3,8,dnc,16,41.8824
deep-m,10000,8,200000,20000,3,par_close,4,8,dnc,16,39.4169
deep-l,50000,16,1000000,100000,3,nelson_seq,0,8,dnc,16,683.7537
deep-l,50000,16,1000000,100000,3,nelson_seq,1,8,dnc,16,699.1380
deep-l,50000,16,1000000,100000,3,nelson_seq,2,8,dnc,16,691.5513
deep-l,50000,16,1000000,100000,3,nelson_seq,3,8,dnc,16,696.2310
deep-l,50000,16,1000000,100000,3,nelson_seq,4,8,dnc,16,740.6289
deep-l,50000,16,1000000,100000,3,par_close,0,8,dnc,16,95.5995
deep-l,50000,16,1000000,100000,3,par_close,1,8,dnc,16,116.1175
deep-l,50000,16,1000000,100000,3,par_close,2,8,dnc,16,131.1970
deep-l,50000,16,1000000,100000,3,par_close,3,8,dnc,16,125.1481
deep-l,50000,16,1000000,100000,3,par_close,4,8,dnc,16,118.1489
small,1000,4,10000,2000,1,nelson_seq,0,16,dnc,16,3.2503
small,1000,4,10000,2000,1,nelson_seq,1,16,dnc,16,3.2770
small,1000,4,10000,2000,1,nelson_seq,2,16,dnc,16,3.2247
small,1000,4,10000,2000,1,nelson_seq,3,16,dnc,16,3.3346
small,1000,4,10000,2000,1,nelson_seq,4,16,dnc,16,3.2125
small,1000,4,10000,2000,1,par_close,0,16,dnc,16,3.0930
small,1000,4,10000,2000,1,par_close,1,16,dnc,16,2.8570
small,1000,4,10000,2000,1,par_close,2,16,dnc,16,2.7667
small,1000,4,10000,2000,1,par_close,3,16,dnc,16,2.7312
small,1000,4,10000,2000,1,par_close,4,16,dnc,16,2.7422
medium,10000,8,200000,20000,1,nelson_seq,0,16,dnc,16,143.1264
medium,10000,8,200000,20000,1,nelson_seq,1,16,dnc,16,157.0386
medium,10000,8,200000,20000,1,nelson_seq,2,16,dnc,16,157.4419
medium,10000,8,200000,20000,1,nelson_seq,3,16,dnc,16,113.0978
medium,10000,8,200000,20000,1,nelson_seq,4,16,dnc,16,111.6100
medium,10000,8,200000,20000,1,par_close,0,16,dnc,16,15.8089
medium,10000,8,200000,20000,1,par_close,1,16,dnc,16,15.0177
medium,10000,8,200000,20000,1,par_close,2,16,dnc,16,17.0147
medium,10000,8,200000,20000,1,par_close,3,16,dnc,16,16.5393
medium,10000,8,200000,20000,1,par_close,4,16,dnc,16,14.3769
large,50000,16,1000000,100000,1,nelson_seq,0,16,dnc,16,742.4119
large,50000,16,1000000,100000,1,nelson_seq,1,16,dnc,16,747.8441
large,50000,16,1000000,100000,1,nelson_seq,2,16,dnc,16,735.1997
large,50000,16,1000000,100000,1,nelson_seq,3,16,dnc,16,758.7919
large,50000,16,1000000,100000,1,nelson_seq,4,16,dnc,16,736.8152
large,50000,16,1000000,100000,1,par_close,0,16,dnc,16,66.7628
large,50000,16,1000000,100000,1,par_close,1,16,dnc,16,71.3933
large,50000,16,1000000,100000,1,par_close,2,16,dnc,16,66.7328
large,50000,16,1000000,100000,1,par_close,3,16,dnc,16,65.2816
large,50000,16,1000000,100000,1,par_close,4,16,dnc,16,69.8159
deep-s,1000,4,10000,2000,3,nelson_seq,0,16,dnc,16,2.7836
deep-s,1000,4,10000,2000,3,nelson_seq,1,16,dnc,16,2.7851
deep-s,1000,4,10000,2000,3,nelson_seq,2,16,dnc,16,2.7582
deep-s,1000,4,10000,2000,3,nelson_seq,3,16,dnc,16,2.7162
deep-s,1000,4,10000,2000,3,nelson_seq,4,16,dnc,16,2.7322
deep-s,1000,4,10000,2000,3,par_close,0,16,dnc,16,2.2427
deep-s,1000,4,10000,2000,3,par_close,1,16,dnc,16,2.2683
deep-s,1000,4,10000,2000,3,par_close,2,16,dnc,16,2.2586
deep-s,1000,4,10000,2000,3,par_close,3,16,dnc,16,2.2932
deep-s,1000,4,10000,2000,3,par_close,4,16,dnc,16,2.4739
deep-m,10000,8,200000,20000,3,nelson_seq,0,16,dnc,16,80.1584
deep-m,10000,8,200000,20000,3,nelson_seq,1,16,dnc,16,78.0801
deep-m,10000,8,200000,20000,3,nelson_seq,2,16,dnc,16,78.7623
deep-m,10000,8,200000,20000,3,nelson_seq,3,16,dnc,16,79.0116
deep-m,10000,8,200000,20000,3,nelson_seq,4,16,dnc,16,79.2083
deep-m,10000,8,200000,20000,3,par_close,0,16,dnc,16,32.7917
deep-m,10000,8,200000,20000,3,par_close,1,16,dnc,16,33.3072
deep-m,10000,8,200000,20000,3,par_close,2,16,dnc,16,32.5127
deep-m,10000,8,200000,20000,3,par_close,3,16,dnc,16,33.9179
deep-m,10000,8,200000,20000,3,par_close,4,16,dnc,16,33.1183
deep-l,50000,16,1000000,100000,3,nelson_seq,0,16,dnc,16,691.8803
deep-l,50000,16,1000000,100000,3,nelson_seq,1,16,dnc,16,703.5818
deep-l,50000,16,1000000,100000,3,nelson_seq,2,16,dnc,16,699.8165
deep-l,50000,16,1000000,100000,3,nelson_seq,3,16,dnc,16,709.0772
deep-l,50000,16,1000000,100000,3,nelson_seq,4,16,dnc,16,697.3013
deep-l,50000,16,1000000,100000,3,par_close,0,16,dnc,16,61.7209
deep-l,50000,16,1000000,100000,3,par_close,1,16,dnc,16,58.4150
deep-l,50000,16,1000000,100000,3,par_close,2,16,dnc,16,56.7554
deep-l,50000,16,1000000,100000,3,par_close,3,16,dnc,16,58.1347
deep-l,50000,16,1000000,100000,3,par_close,4,16,dnc,16,58.4021
small,1000,4,10000,2000,1,nelson_seq,0,32,dnc,16,3.7762
small,1000,4,10000,2000,1,nelson_seq,1,32,dnc,16,3.7730
small,1000,4,10000,2000,1,nelson_seq,2,32,dnc,16,3.7355
small,1000,4,10000,2000,1,nelson_seq,3,32,dnc,16,3.7911
small,1000,4,10000,2000,1,nelson_seq,4,32,dnc,16,3.8506
small,1000,4,10000,2000,1,par_close,0,32,dnc,16,3.9218
small,1000,4,10000,2000,1,par_close,1,32,dnc,16,3.1914
small,1000,4,10000,2000,1,par_close,2,32,dnc,16,3.1469
small,1000,4,10000,2000,1,par_close,3,32,dnc,16,3.1278
small,1000,4,10000,2000,1,par_close,4,32,dnc,16,2.8316
medium,10000,8,200000,20000,1,nelson_seq,0,32,dnc,16,74.5215
medium,10000,8,200000,20000,1,nelson_seq,1,32,dnc,16,74.1405
medium,10000,8,200000,20000,1,nelson_seq,2,32,dnc,16,74.5644
medium,10000,8,200000,20000,1,nelson_seq,3,32,dnc,16,84.5271
medium,10000,8,200000,20000,1,nelson_seq,4,32,dnc,16,84.2899
medium,10000,8,200000,20000,1,par_close,0,32,dnc,16,11.6800
medium,10000,8,200000,20000,1,par_close,1,32,dnc,16,11.6481
medium,10000,8,200000,20000,1,par_close,2,32,dnc,16,11.6680
medium,10000,8,200000,20000,1,par_close,3,32,dnc,16,11.6592
medium,10000,8,200000,20000,1,par_close,4,32,dnc,16,11.9092
large,50000,16,1000000,100000,1,nelson_seq,0,32,dnc,16,774.8657
large,50000,16,1000000,100000,1,nelson_seq,1,32,dnc,16,769.4593
large,50000,16,1000000,100000,1,nelson_seq,2,32,dnc,16,760.3068
large,50000,16,1000000,100000,1,nelson_seq,3,32,dnc,16,763.2017
large,50000,16,1000000,100000,1,nelson_seq,4,32,dnc,16,763.6655
large,50000,16,1000000,100000,1,par_close,0,32,dnc,16,54.2628
large,50000,16,1000000,100000,1,par_close,1,32,dnc,16,51.7087
large,50000,16,1000000,100000,1,par_close,2,32,dnc,16,55.2302
large,50000,16,1000000,100000,1,par_close,3,32,dnc,16,53.1285
large,50000,16,1000000,100000,1,par_close,4,32,dnc,16,52.2142
deep-s,1000,4,10000,2000,3,nelson_seq,0,32,dnc,16,3.5463
deep-s,1000,4,10000,2000,3,nelson_seq,1,32,dnc,16,3.5333
deep-s,1000,4,10000,2000,3,nelson_seq,2,32,dnc,16,3.4597
deep-s,1000,4,10000,2000,3,nelson_seq,3,32,dnc,16,3.5382
deep-s,1000,4,10000,2000,3,nelson_seq,4,32,dnc,16,3.5298
deep-s,1000,4,10000,2000,3,par_close,0,32,dnc,16,2.4340
deep-s,1000,4,10000,2000,3,par_close,1,32,dnc,16,2.4254
deep-s,1000,4,10000,2000,3,par_close,2,32,dnc,16,2.4430
deep-s,1000,4,10000,2000,3,par_close,3,32,dnc,16,2.4005
deep-s,1000,4,10000,2000,3,par_close,4,32,dnc,16,2.4726
deep-m,10000,8,200000,20000,3,nelson_seq,0,32,dnc,16,82.7689
deep-m,10000,8,200000,20000,3,nelson_seq,1,32,dnc,16,84.8553
deep-m,10000,8,200000,20000,3,nelson_seq,2,32,dnc,16,82.9148
deep-m,10000,8,200000,20000,3,nelson_seq,3,32,dnc,16,83.6232
deep-m,10000,8,200000,20000,3,nelson_seq,4,32,dnc,16,81.4238
deep-m,10000,8,200000,20000,3,par_close,0,32,dnc,16,31.9368
deep-m,10000,8,200000,20000,3,par_close,1,32,dnc,16,32.0403
deep-m,10000,8,200000,20000,3,par_close,2,32,dnc,16,32.6323
deep-m,10000,8,200000,20000,3,par_close,3,32,dnc,16,31.3676
deep-m,10000,8,200000,20000,3,par_close,4,32,dnc,16,32.8567
deep-l,50000,16,1000000,100000,3,nelson_seq,0,32,dnc,16,696.8994
deep-l,50000,16,1000000,100000,3,nelson_seq,1,32,dnc,16,728.5321
deep-l,50000,16,1000000,100000,3,nelson_seq,2,32,dnc,16,721.8432
deep-l,50000,16,1000000,100000,3,nelson_seq,3,32,dnc,16,697.5922
deep-l,50000,16,1000000,100000,3,nelson_seq,4,32,dnc,16,693.9597
deep-l,50000,16,1000000,100000,3,par_close,0,32,dnc,16,39.7793
deep-l,50000,16,1000000,100000,3,par_close,1,32,dnc,16,39.4224
deep-l,50000,16,1000000,100000,3,par_close,2,32,dnc,16,40.6984
deep-l,50000,16,1000000,100000,3,par_close,3,32,dnc,16,39.4455
deep-l,50000,16,1000000,100000,3,par_close,4,32,dnc,16,40.8939
small,1000,4,10000,2000,1,nelson_seq,0,64,dnc,16,4.2300
small,1000,4,10000,2000,1,nelson_seq,1,64,dnc,16,4.0874
small,1000,4,10000,2000,1,nelson_seq,2,64,dnc,16,4.1626
small,1000,4,10000,2000,1,nelson_seq,3,64,dnc,16,4.1362
small,1000,4,10000,2000,1,nelson_seq,4,64,dnc,16,4.1674
small,1000,4,10000,2000,1,par_close,0,64,dnc,16,5.7843
small,1000,4,10000,2000,1,par_close,1,64,dnc,16,5.3415
small,1000,4,10000,2000,1,par_close,2,64,dnc,16,4.7193
small,1000,4,10000,2000,1,par_close,3,64,dnc,16,4.4707
small,1000,4,10000,2000,1,par_close,4,64,dnc,16,3.8120
