family,n,d,classes,merges,algorithm,trial,parlay_threads,union_style,dnc_cutoff,wallclock_ms
chain,6100,2,12202,1,par_close,2,128,dnc,16,94.2240
chain,6100,2,12202,1,par_close,3,128,dnc,16,129.4798
chain,6100,2,12202,1,par_close,4,128,dnc,16,125.2901
chain,6100,2,12202,1,par_close,0,144,dnc,16,65.7171
chain,6100,2,12202,1,par_close,1,144,dnc,16,65.1280
chain,6100,2,12202,1,par_close,2,144,dnc,16,65.3517
chain,6100,2,12202,1,par_close,3,144,dnc,16,65.3779
chain,6100,2,12202,1,par_close,4,144,dnc,16,65.3121
chain,6600,2,13202,1,nelson_seq,0,1,dnc,16,1.8094
chain,6600,2,13202,1,nelson_seq,1,1,dnc,16,2.0590
chain,6600,2,13202,1,nelson_seq,2,1,dnc,16,1.8008
chain,6600,2,13202,1,nelson_seq,3,1,dnc,16,1.7764
chain,6600,2,13202,1,nelson_seq,4,1,dnc,16,1.8814
chain,6600,2,13202,1,par_close,0,1,dnc,16,78.1673
chain,6600,2,13202,1,par_close,1,1,dnc,16,77.4049
chain,6600,2,13202,1,par_close,2,1,dnc,16,79.1270
chain,6600,2,13202,1,par_close,3,1,dnc,16,77.7060
chain,6600,2,13202,1,par_close,4,1,dnc,16,78.8557
chain,6600,2,13202,1,par_close,0,2,dnc,16,154.8005
chain,6600,2,13202,1,par_close,1,2,dnc,16,163.7187
chain,6600,2,13202,1,par_close,2,2,dnc,16,162.8703
chain,6600,2,13202,1,par_close,3,2,dnc,16,117.1886
chain,6600,2,13202,1,par_close,4,2,dnc,16,109.3689
chain,6600,2,13202,1,par_close,0,4,dnc,16,160.9318
chain,6600,2,13202,1,par_close,1,4,dnc,16,161.6211
chain,6600,2,13202,1,par_close,2,4,dnc,16,161.7447
chain,6600,2,13202,1,par_close,3,4,dnc,16,108.5264
chain,6600,2,13202,1,par_close,4,4,dnc,16,108.4109
chain,6600,2,13202,1,par_close,0,8,dnc,16,65.6358
chain,6600,2,13202,1,par_close,1,8,dnc,16,64.5834
chain,6600,2,13202,1,par_close,2,8,dnc,16,65.1503
chain,6600,2,13202,1,par_close,3,8,dnc,16,64.6650
chain,6600,2,13202,1,par_close,4,8,dnc,16,65.1345
chain,6600,2,13202,1,par_close,0,16,dnc,16,65.1858
chain,6600,2,13202,1,par_close,1,16,dnc,16,64.5200
chain,6600,2,13202,1,par_close,2,16,dnc,16,65.2013
chain,6600,2,13202,1,par_close,3,16,dnc,16,64.4214
chain,6600,2,13202,1,par_close,4,16,dnc,16,72.9995
chain,6600,2,13202,1,par_close,0,32,dnc,16,86.3887
chain,6600,2,13202,1,par_close,1,32,dnc,16,74.3673
chain,6600,2,13202,1,par_close,2,32,dnc,16,74.8956
chain,6600,2,13202,1,par_close,3,32,dnc,16,84.6855
chain,6600,2,13202,1,par_close,4,32,dnc,16,84.3975
chain,6600,2,13202,1,par_close,0,64,dnc,16,93.0951
chain,6600,2,13202,1,par_close,1,64,dnc,16,90.1780
chain,6600,2,13202,1,par_close,2,64,dnc,16,88.9941
chain,6600,2,13202,1,par_close,3,64,dnc,16,89.5681
chain,6600,2,13202,1,par_close,4,64,dnc,16,89.5087
chain,6600,2,13202,1,par_close,0,128,dnc,16,69.5143
chain,6600,2,13202,1,par_close,1,128,dnc,16,69.0200
chain,6600,2,13202,1,par_close,2,128,dnc,16,71.7112
chain,6600,2,13202,1,par_close,3,128,dnc,16,86.3188
chain,6600,2,13202,1,par_close,4,128,dnc,16,68.8047
chain,6600,2,13202,1,par_close,0,144,dnc,16,110.4342
chain,6600,2,13202,1,par_close,1,144,dnc,16,110.6974
chain,6600,2,13202,1,par_close,2,144,dnc,16,110.8262
chain,6600,2,13202,1,par_close,3,144,dnc,16,95.8296
chain,6600,2,13202,1,par_close,4,144,dnc,16,87.8598
chain,7100,2,14202,1,nelson_seq,0,1,dnc,16,2.1832
chain,7100,2,14202,1,nelson_seq,1,1,dnc,16,1.9807
chain,7100,2,14202,1,nelson_seq,2,1,dnc,16,2.0346
chain,7100,2,14202,1,nelson_seq,3,1,dnc,16,1.9913
chain,7100,2,14202,1,nelson_seq,4,1,dnc,16,1.9786
chain,7100,2,14202,1,par_close,0,1,dnc,16,170.3871
chain,7100,2,14202,1,par_close,1,1,dnc,16,173.0250
chain,7100,2,14202,1,par_close,2,1,dnc,16,166.2268
chain,7100,2,14202,1,par_close,3,1,dnc,16,115.6128
chain,7100,2,14202,1,par_close,4,1,dnc,16,115.3702
chain,7100,2,14202,1,par_close,0,2,dnc,16,132.1405
chain,7100,2,14202,1,par_close,1,2,dnc,16,130.9304
chain,7100,2,14202,1,par_close,2,2,dnc,16,127.0628
chain,7100,2,14202,1,par_close,3,2,dnc,16,95.6433
chain,7100,2,14202,1,par_close,4,2,dnc,16,96.0413
chain,7100,2,14202,1,par_close,0,4,dnc,16,160.0374
chain,7100,2,14202,1,par_close,1,4,dnc,16,166.8253
chain,7100,2,14202,1,par_close,2,4,dnc,16,169.8899
chain,7100,2,14202,1,par_close,3,4,dnc,16,117.5127
chain,7100,2,14202,1,par_close,4,4,dnc,16,113.4864
chain,7100,2,14202,1,par_close,0,8,dnc,16,113.2199
chain,7100,2,14202,1,par_close,1,8,dnc,16,113.3559
chain,7100,2,14202,1,par_close,2,8,dnc,16,113.1227
chain,7100,2,14202,1,par_close,3,8,dnc,16,112.2978
chain,7100,2,14202,1,par_close,4,8,dnc,16,89.9647
chain,7100,2,14202,1,par_close,0,16,dnc,16,67.1159
chain,7100,2,14202,1,par_close,1,16,dnc,16,65.2389
chain,7100,2,14202,1,par_close,2,16,dnc,16,63.9649
chain,7100,2,14202,1,par_close,3,16,dnc,16,63.9330
chain,7100,2,14202,1,par_close,4,16,dnc,16,65.2127
chain,7100,2,14202,1,par_close,0,32,dnc,16,76.7107
chain,7100,2,14202,1,par_close,1,32,dnc,16,72.5544
chain,7100,2,14202,1,par_close,2,32,dnc,16,75.6447
chain,7100,2,14202,1,par_close,3,32,dnc,16,75.5697
chain,7100,2,14202,1,par_close,4,32,dnc,16,66.1855
chain,7100,2,14202,1,par_close,0,64,dnc,16,97.0671
chain,7100,2,14202,1,par_close,1,64,dnc,16,129.2302
chain,7100,2,14202,1,par_close,2,64,dnc,16,129.1203
chain,7100,2,14202,1,par_close,3,64,dnc,16,126.3458
chain,7100,2,14202,1,par_close,4,64,dnc,16,122.7655
chain,7100,2,14202,1,par_close,0,128,dnc,16,86.9322
chain,7100,2,14202,1,par_close,1,128,dnc,16,108.3164
chain,7100,2,14202,1,par_close,2,128,dnc,16,109.4107
chain,7100,2,14202,1,par_close,3,128,dnc,16,112.4642
chain,7100,2,14202,1,par_close,4,128,dnc,16,113.3630
chain,7100,2,14202,1,par_close,0,144,dnc,16,116.2638
chain,7100,2,14202,1,par_close,1,144,dnc,16,92.1762
chain,7100,2,14202,1,par_close,2,144,dnc,16,94.5965
chain,7100,2,14202,1,par_close,3,144,dnc,16,92.8349
chain,7100,2,14202,1,par_close,4,144,dnc,16,92.6555
grid,160,2,102718,160,nelson_seq,0,1,dnc,16,50.5012
grid,160,2,102718,160,nelson_seq,1,1,dnc,16,63.4846
grid,160,2,102718,160,nelson_seq,2,1,dnc,16,64.0387
grid,160,2,102718,160,nelson_seq,3,1,dnc,16,64.0496
grid,160,2,102718,160,nelson_seq,4,1,dnc,16,64.1219
grid,160,2,102718,160,par_close,0,1,dnc,16,160.8600
grid,160,2,102718,160,par_close,1,1,dnc,16,150.0799
grid,160,2,102718,160,par_close,2,1,dnc,16,133.6270
grid,160,2,102718,160,par_close,3,1,dnc,16,133.3680
grid,160,2,102718,160,par_close,4,1,dnc,16,135.2161
grid,160,2,102718,160,par_close,0,2,dnc,16,85.1657
grid,160,2,102718,160,par_close,1,2,dnc,16,85.8456
grid,160,2,102718,160,par_close,2,2,dnc,16,86.6668
grid,160,2,102718,160,par_close,3,2,dnc,16,83.8216
grid,160,2,102718,160,par_close,4,2,dnc,16,70.0566
grid,160,2,102718,160,par_close,0,4,dnc,16,53.4231
grid,160,2,102718,160,par_close,1,4,dnc,16,55.6419
grid,160,2,102718,160,par_close,2,4,dnc,16,61.7420
grid,160,2,102718,160,par_close,3,4,dnc,16,72.3550
grid,160,2,102718,160,par_close,4,4,dnc,16,72.6771
grid,160,2,102718,160,par_close,0,8,dnc,16,37.8076
grid,160,2,102718,160,par_close,1,8,dnc,16,37.7422
grid,160,2,102718,160,par_close,2,8,dnc,16,37.1558
grid,160,2,102718,160,par_close,3,8,dnc,16,34.9379
grid,160,2,102718,160,par_close,4,8,dnc,16,37.0370
grid,160,2,102718,160,par_close,0,16,dnc,16,32.2957
grid,160,2,102718,160,par_close,1,16,dnc,16,32.0599
grid,160,2,102718,160,par_close,2,16,dnc,16,30.6735
grid,160,2,102718,160,par_close,3,16,dnc,16,29.1262
grid,160,2,102718,160,par_close,4,16,dnc,16,28.2031
grid,160,2,102718,160,par_close,0,32,dnc,16,26.7147
grid,160,2,102718,160,par_close,1,32,dnc,16,28.1978
grid,160,2,102718,160,par_close,2,32,dnc,16,29.9944
grid,160,2,102718,160,par_close,3,32,dnc,16,29.1416
grid,160,2,102718,160,par_close,4,32,dnc,16,30.2135
grid,160,2,102718,160,par_close,0,64,dnc,16,34.2855
grid,160,2,102718,160,par_close,1,64,dnc,16,33.7736
grid,160,2,102718,160,par_close,2,64,dnc,16,33.1930
grid,160,2,102718,160,par_close,3,64,dnc,16,32.5580
grid,160,2,102718,160,par_close,4,64,dnc,16,32.5769
grid,160,2,102718,160,par_close,0,128,dnc,16,52.5024
grid,160,2,102718,160,par_close,1,128,dnc,16,36.2339
grid,160,2,102718,160,par_close,2,128,dnc,16,35.4592
grid,160,2,102718,160,par_close,3,128,dnc,16,35.1517
grid,160,2,102718,160,par_close,4,128,dnc,16,35.0328
grid,160,2,102718,160,par_close,0,144,dnc,16,39.5722
grid,160,2,102718,160,par_close,1,144,dnc,16,38.4665
grid,160,2,102718,160,par_close,2,144,dnc,16,35.5768
grid,160,2,102718,160,par_close,3,144,dnc,16,37.5606
grid,160,2,102718,160,par_close,4,144,dnc,16,35.3240
grid,165,2,109228,165,nelson_seq,0,1,dnc,16,30.6552
grid,165,2,109228,165,nelson_seq,1,1,dnc,16,31.0827
grid,165,2,109228,165,nelson_seq,2,1,dnc,16,29.2419
grid,165,2,109228,165,nelson_seq,3,1,dnc,16,30.7760
grid,165,2,109228,165,nelson_seq,4,1,dnc,16,28.6802
grid,165,2,109228,165,par_close,0,1,dnc,16,100.2852
grid,165,2,109228,165,par_close,1,1,dnc,16,100.2153
grid,165,2,109228,165,par_close,2,1,dnc,16,102.1694
grid,165,2,109228,165,par_close,3,1,dnc,16,100.1007
grid,165,2,109228,165,par_close,4,1,dnc,16,100.0189
grid,165,2,109228,165,par_close,0,2,dnc,16,75.9633
grid,165,2,109228,165,par_close,1,2,dnc,16,88.4140
grid,165,2,109228,165,par_close,2,2,dnc,16,89.3028
grid,165,2,109228,165,par_close,3,2,dnc,16,88.8584
grid,165,2,109228,165,par_close,4,2,dnc,16,90.2641
grid,165,2,109228,165,par_close,0,4,dnc,16,49.5759
grid,165,2,109228,165,par_close,1,4,dnc,16,47.8290
grid,165,2,109228,165,par_close,2,4,dnc,16,47.2760
grid,165,2,109228,165,par_close,3,4,dnc,16,47.5567
grid,165,2,109228,165,par_close,4,4,dnc,16,46.3834
grid,165,2,109228,165,par_close,0,8,dnc,16,37.3973
grid,165,2,109228,165,par_close,1,8,dnc,16,48.0667
grid,165,2,109228,165,par_close,2,8,dnc,16,53.5001
grid,165,2,109228,165,par_close,3,8,dnc,16,53.2606
grid,165,2,109228,165,par_close,4,8,dnc,16,52.8640
grid,165,2,109228,165,par_close,0,16,dnc,16,30.2266
grid,165,2,109228,165,par_close,1,16,dnc,16,30.1577
grid,165,2,109228,165,par_close,2,16,dnc,16,29.8704
grid,165,2,109228,165,par_close,3,16,dnc,16,30.3582
grid,165,2,109228,165,par_close,4,16,dnc,16,28.9445
grid,165,2,109228,165,par_close,0,32,dnc,16,30.1205
grid,165,2,109228,165,par_close,1,32,dnc,16,29.3417
grid,165,2,109228,165,par_close,2,32,dnc,16,29.3658
grid,165,2,109228,165,par_close,3,32,dnc,16,28.9847
grid,165,2,109228,165,par_close,4,32,dnc,16,31.1478
grid,165,2,109228,165,par_close,0,64,dnc,16,36.5647
grid,165,2,109228,165,par_close,1,64,dnc,16,33.7860
grid,165,2,109228,165,par_close,2,64,dnc,16,33.0179
grid,165,2,109228,165,par_close,3,64,dnc,16,38.3643
grid,165,2,109228,165,par_close,4,64,dnc,16,37.5177
grid,165,2,109228,165,par_close,0,128,dnc,16,38.8464
grid,165,2,109228,165,par_close,1,128,dnc,16,36.3935
grid,165,2,109228,165,par_close,2,128,dnc,16,35.7661
grid,165,2,109228,165,par_close,3,128,dnc,16,35.2514
grid,165,2,109228,165,par_close,4,128,dnc,16,35.0137
grid,165,2,109228,165,par_close,0,144,dnc,16,39.0250
grid,165,2,109228,165,par_close,1,144,dnc,16,41.0365
grid,165,2,109228,165,par_close,2,144,dnc,16,37.0624
grid,165,2,109228,165,par_close,3,144,dnc,16,36.7955
grid,165,2,109228,165,par_close,4,144,dnc,16,36.8628
grid,170,2,115938,170,nelson_seq,0,1,dnc,16,38.2214
grid,170,2,115938,170,nelson_seq,1,1,dnc,16,39.6539
grid,170,2,115938,170,nelson_seq,2,1,dnc,16,38.2281
grid,170,2,115938,170,nelson_seq,3,1,dnc,16,38.3736
grid,170,2,115938,170,nelson_seq,4,1,dnc,16,38.3685
grid,170,2,115938,170,par_close,0,1,dnc,16,104.7187
grid,170,2,115938,170,par_close,1,1,dnc,16,104.3992
grid,170,2,115938,170,par_close,2,1,dnc,16,104.8276
grid,170,2,115938,170,par_close,3,1,dnc,16,106.3687
grid,170,2,115938,170,par_close,4,1,dnc,16,104.5483
grid,170,2,115938,170,par_close,0,2,dnc,16,72.4005
grid,170,2,115938,170,par_close,1,2,dnc,16,80.5891
grid,170,2,115938,170,par_close,2,2,dnc,16,80.6957
grid,170,2,115938,170,par_close,3,2,dnc,16,81.3637
grid,170,2,115938,170,par_close,4,2,dnc,16,82.9202
grid,170,2,115938,170,par_close,0,4,dnc,16,54.0621
grid,170,2,115938,170,par_close,1,4,dnc,16,51.5516
grid,170,2,115938,170,par_close,2,4,dnc,16,51.8148
grid,170,2,115938,170,par_close,3,4,dnc,16,51.8249
grid,170,2,115938,170,par_close,4,4,dnc,16,52.9614
grid,170,2,115938,170,par_close,0,8,dnc,16,41.3078
grid,170,2,115938,170,par_close,1,8,dnc,16,38.9968
grid,170,2,115938,170,par_close,2,8,dnc,16,38.3747
grid,170,2,115938,170,par_close,3,8,dnc,16,40.0112
grid,170,2,115938,170,par_close,4,8,dnc,16,38.0444
grid,170,2,115938,170,par_close,0,16,dnc,16,36.2321
grid,170,2,115938,170,par_close,1,16,dnc,16,32.8625
grid,170,2,115938,170,par_close,2,16,dnc,16,31.5915
grid,170,2,115938,170,par_close,3,16,dnc,16,29.8382
grid,170,2,115938,170,par_close,4,16,dnc,16,30.6806
grid,170,2,115938,170,par_close,0,32,dnc,16,33.6407
grid,170,2,115938,170,par_close,1,32,dnc,16,32.7091
grid,170,2,115938,170,par_close,2,32,dnc,16,32.8435
grid,170,2,115938,170,par_close,3,32,dnc,16,32.7252
grid,170,2,115938,170,par_close,4,32,dnc,16,33.1013
grid,170,2,115938,170,par_close,0,64,dnc,16,38.8741
grid,170,2,115938,170,par_close,1,64,dnc,16,36.7685
grid,170,2,115938,170,par_close,2,64,dnc,16,36.0843
grid,170,2,115938,170,par_close,3,64,dnc,16,35.3458
grid,170,2,115938,170,par_close,4,64,dnc,16,38.2022
grid,170,2,115938,170,par_close,0,128,dnc,16,40.5459
grid,170,2,115938,170,par_close,1,128,dnc,16,38.5989
grid,170,2,115938,170,par_close,2,128,dnc,16,39.0541
grid,170,2,115938,170,par_close,3,128,dnc,16,36.8173
grid,170,2,115938,170,par_close,4,128,dnc,16,36.6503
grid,170,2,115938,170,par_close,0,144,dnc,16,40.6953
grid,170,2,115938,170,par_close,1,144,dnc,16,39.7606
grid,170,2,115938,170,par_close,2,144,dnc,16,38.0954
grid,170,2,115938,170,par_close,3,144,dnc,16,39.4989
grid,170,2,115938,170,par_close,4,144,dnc,16,42.0344
grid,175,2,122848,175,nelson_seq,0,1,dnc,16,32.9778
grid,175,2,122848,175,nelson_seq,1,1,dnc,16,34.3205
grid,175,2,122848,175,nelson_seq,2,1,dnc,16,33.2682
grid,175,2,122848,175,nelson_seq,3,1,dnc,16,33.3730
grid,175,2,122848,175,nelson_seq,4,1,dnc,16,33.8132
grid,175,2,122848,175,par_close,0,1,dnc,16,114.1420
grid,175,2,122848,175,par_close,1,1,dnc,16,112.4102
grid,175,2,122848,175,par_close,2,1,dnc,16,116.5305
grid,175,2,122848,175,par_close,3,1,dnc,16,127.9335
grid,175,2,122848,175,par_close,4,1,dnc,16,125.8752
grid,175,2,122848,175,par_close,0,2,dnc,16,81.8975
grid,175,2,122848,175,par_close,1,2,dnc,16,82.3755
grid,175,2,122848,175,par_close,2,2,dnc,16,86.3065
grid,175,2,122848,175,par_close,3,2,dnc,16,87.7706
grid,175,2,122848,175,par_close,4,2,dnc,16,85.4083
grid,175,2,122848,175,par_close,0,4,dnc,16,82.3160
grid,175,2,122848,175,par_close,1,4,dnc,16,79.5824
grid,175,2,122848,175,par_close,2,4,dnc,16,81.6411
grid,175,2,122848,175,par_close,3,4,dnc,16,81.1027
grid,175,2,122848,175,par_close,4,4,dnc,16,80.2793
grid,175,2,122848,175,par_close,0,8,dnc,16,44.9360
grid,175,2,122848,175,par_close,1,8,dnc,16,45.6725
grid,175,2,122848,175,par_close,2,8,dnc,16,43.0331
grid,175,2,122848,175,par_close,3,8,dnc,16,42.7817
grid,175,2,122848,175,par_close,4,8,dnc,16,42.9385
grid,175,2,122848,175,par_close,0,16,dnc,16,36.5987
grid,175,2,122848,175,par_close,1,16,dnc,16,44.0459
grid,175,2,122848,175,par_close,2,16,dnc,16,52.5189
grid,175,2,122848,175,par_close,3,16,dnc,16,53.2545
grid,175,2,122848,175,par_close,4,16,dnc,16,53.2820
grid,175,2,122848,175,par_close,0,32,dnc,16,35.8880
grid,175,2,122848,175,par_close,1,32,dnc,16,33.1560
grid,175,2,122848,175,par_close,2,32,dnc,16,32.4196
grid,175,2,122848,175,par_close,3,32,dnc,16,32.4213
grid,175,2,122848,175,par_close,4,32,dnc,16,32.0548
grid,175,2,122848,175,par_close,0,64,dnc,16,41.5424
grid,175,2,122848,175,par_close,1,64,dnc,16,37.8892
grid,175,2,122848,175,par_close,2,64,dnc,16,37.7135
grid,175,2,122848,175,par_close,3,64,dnc,16,36.3678
grid,175,2,122848,175,par_close,4,64,dnc,16,36.0600
grid,175,2,122848,175,par_close,0,128,dnc,16,42.2167
grid,175,2,122848,175,par_close,1,128,dnc,16,40.1034
grid,175,2,122848,175,par_close,2,128,dnc,16,39.7906
grid,175,2,122848,175,par_close,3,128,dnc,16,40.9089
grid,175,2,122848,175,par_close,4,128,dnc,16,45.6456
grid,175,2,122848,175,par_close,0,144,dnc,16,41.9293
grid,175,2,122848,175,par_close,1,144,dnc,16,41.3989
grid,175,2,122848,175,par_close,2,144,dnc,16,40.1032
grid,175,2,122848,175,par_close,3,144,dnc,16,39.9837
grid,175,2,122848,175,par_close,4,144,dnc,16,40.1962
grid,180,2,129958,180,nelson_seq,0,1,dnc,16,37.7785
grid,180,2,129958,180,nelson_seq,1,1,dnc,16,38.0726
grid,180,2,129958,180,nelson_seq,2,1,dnc,16,36.9190
grid,180,2,129958,180,nelson_seq,3,1,dnc,16,37.5638
grid,180,2,129958,180,nelson_seq,4,1,dnc,16,37.0260
grid,180,2,129958,180,par_close,0,1,dnc,16,122.8000
grid,180,2,129958,180,par_close,1,1,dnc,16,121.3839
grid,180,2,129958,180,par_close,2,1,dnc,16,121.1525
grid,180,2,129958,180,par_close,3,1,dnc,16,121.2437
grid,180,2,129958,180,par_close,4,1,dnc,16,121.5395
grid,180,2,129958,180,par_close,0,2,dnc,16,81.4416
grid,180,2,129958,180,par_close,1,2,dnc,16,78.3449
grid,180,2,129958,180,par_close,2,2,dnc,16,92.3035
grid,180,2,129958,180,par_close,3,2,dnc,16,90.7169
grid,180,2,129958,180,par_close,4,2,dnc,16,92.5539
grid,180,2,129958,180,par_close,0,4,dnc,16,63.0882
grid,180,2,129958,180,par_close,1,4,dnc,16,59.1838
grid,180,2,129958,180,par_close,2,4,dnc,16,58.6786
grid,180,2,129958,180,par_close,3,4,dnc,16,59.7014
grid,180,2,129958,180,par_close,4,4,dnc,16,58.2828
grid,180,2,129958,180,par_close,0,8,dnc,16,46.3711
grid,180,2,129958,180,par_close,1,8,dnc,16,48.1667
grid,180,2,129958,180,par_close,2,8,dnc,16,44.7718
grid,180,2,129958,180,par_close,3,8,dnc,16,44.9158
grid,180,2,129958,180,par_close,4,8,dnc,16,44.1388
grid,180,2,129958,180,par_close,0,16,dnc,16,35.5270
grid,180,2,129958,180,par_close,1,16,dnc,16,35.0780
grid,180,2,129958,180,par_close,2,16,dnc,16,35.1344
grid,180,2,129958,180,par_close,3,16,dnc,16,34.5371
grid,180,2,129958,180,par_close,4,16,dnc,16,34.4994
grid,180,2,129958,180,par_close,0,32,dnc,16,31.8569
grid,180,2,129958,180,par_close,1,32,dnc,16,34.6430
grid,180,2,129958,180,par_close,2,32,dnc,16,33.5688
grid,180,2,129958,180,par_close,3,32,dnc,16,33.9820
grid,180,2,129958,180,par_close,4,32,dnc,16,34.4369
grid,180,2,129958,180,par_close,0,64,dnc,16,40.9032
grid,180,2,129958,180,par_close,1,64,dnc,16,41.0688
