workload,leaves,fns,nodes,merges,depth,algorithm,trial,parlay_threads,dnc_cutoff,wallclock_ms
large,50000,16,1000000,100000,1,par_close,0,4,16,245.4880
large,50000,16,1000000,100000,1,par_async,0,4,16,75.4746
large,50000,16,1000000,100000,1,par_async_cont,0,4,16,87.4126
deep-s,1000,4,10000,2000,3,par_close,0,4,16,4.0435
deep-s,1000,4,10000,2000,3,par_async,0,4,16,1.5749
deep-s,1000,4,10000,2000,3,par_async_cont,0,4,16,1.8655
deep-m,10000,8,200000,20000,3,par_close,0,4,16,42.6884
deep-m,10000,8,200000,20000,3,par_async,0,4,16,28.7538
deep-m,10000,8,200000,20000,3,par_async_cont,0,4,16,35.4482
deep-l,50000,16,1000000,100000,3,par_close,0,4,16,206.6822
deep-l,50000,16,1000000,100000,3,par_async,0,4,16,119.4427
deep-l,50000,16,1000000,100000,3,par_async_cont,0,4,16,169.9802
small,1000,4,10000,2000,1,par_close,0,8,16,5.0654
small,1000,4,10000,2000,1,par_async,0,8,16,1.2022
small,1000,4,10000,2000,1,par_async_cont,0,8,16,1.1576
medium,10000,8,200000,20000,1,par_close,0,8,16,31.7950
medium,10000,8,200000,20000,1,par_async,0,8,16,9.8846
medium,10000,8,200000,20000,1,par_async_cont,0,8,16,11.2824
large,50000,16,1000000,100000,1,par_close,0,8,16,145.8338
large,50000,16,1000000,100000,1,par_async,0,8,16,39.0807
large,50000,16,1000000,100000,1,par_async_cont,0,8,16,43.7768
deep-s,1000,4,10000,2000,3,par_close,0,8,16,3.5899
deep-s,1000,4,10000,2000,3,par_async,0,8,16,1.7213
deep-s,1000,4,10000,2000,3,par_async_cont,0,8,16,1.6319
deep-m,10000,8,200000,20000,3,par_close,0,8,16,27.0438
deep-m,10000,8,200000,20000,3,par_async,0,8,16,21.4987
deep-m,10000,8,200000,20000,3,par_async_cont,0,8,16,25.0931
deep-l,50000,16,1000000,100000,3,par_close,0,8,16,121.8782
deep-l,50000,16,1000000,100000,3,par_async,0,8,16,73.8349
deep-l,50000,16,1000000,100000,3,par_async_cont,0,8,16,94.4407
small,1000,4,10000,2000,1,par_close,0,16,16,7.9566
small,1000,4,10000,2000,1,par_async,0,16,16,1.0202
small,1000,4,10000,2000,1,par_async_cont,0,16,16,0.9487
medium,10000,8,200000,20000,1,par_close,0,16,16,25.1429
medium,10000,8,200000,20000,1,par_async,0,16,16,5.2968
medium,10000,8,200000,20000,1,par_async_cont,0,16,16,6.1792
large,50000,16,1000000,100000,1,par_close,0,16,16,92.0194
large,50000,16,1000000,100000,1,par_async,0,16,16,24.9173
large,50000,16,1000000,100000,1,par_async_cont,0,16,16,25.7815
deep-s,1000,4,10000,2000,3,par_close,0,16,16,3.5416
deep-s,1000,4,10000,2000,3,par_async,0,16,16,1.3630
deep-s,1000,4,10000,2000,3,par_async_cont,0,16,16,1.4823
deep-m,10000,8,200000,20000,3,par_close,0,16,16,19.7809
deep-m,10000,8,200000,20000,3,par_async,0,16,16,16.4434
deep-m,10000,8,200000,20000,3,par_async_cont,0,16,16,18.0447
deep-l,50000,16,1000000,100000,3,par_close,0,16,16,70.2869
deep-l,50000,16,1000000,100000,3,par_async,0,16,16,47.2365
deep-l,50000,16,1000000,100000,3,par_async_cont,0,16,16,54.0612
small,1000,4,10000,2000,1,par_close,0,32,16,11.4885
small,1000,4,10000,2000,1,par_async,0,32,16,1.0035
small,1000,4,10000,2000,1,par_async_cont,0,32,16,0.9972
medium,10000,8,200000,20000,1,par_close,0,32,16,23.6121
medium,10000,8,200000,20000,1,par_async,0,32,16,3.9798
medium,10000,8,200000,20000,1,par_async_cont,0,32,16,4.4699
large,50000,16,1000000,100000,1,par_close,0,32,16,69.7652
large,50000,16,1000000,100000,1,par_async,0,32,16,14.3769
large,50000,16,1000000,100000,1,par_async_cont,0,32,16,18.6501
deep-s,1000,4,10000,2000,3,par_close,0,32,16,3.5942
deep-s,1000,4,10000,2000,3,par_async,0,32,16,1.2383
deep-s,1000,4,10000,2000,3,par_async_cont,0,32,16,1.4826
deep-m,10000,8,200000,20000,3,par_close,0,32,16,13.1675
deep-m,10000,8,200000,20000,3,par_async,0,32,16,12.1885
deep-m,10000,8,200000,20000,3,par_async_cont,0,32,16,13.4488
deep-l,50000,16,1000000,100000,3,par_close,0,32,16,44.1160
deep-l,50000,16,1000000,100000,3,par_async,0,32,16,25.9072
deep-l,50000,16,1000000,100000,3,par_async_cont,0,32,16,30.9206
small,1000,4,10000,2000,1,par_close,0,64,16,16.3581
small,1000,4,10000,2000,1,par_async,0,64,16,1.1300
small,1000,4,10000,2000,1,par_async_cont,0,64,16,1.0746
medium,10000,8,200000,20000,1,par_close,0,64,16,28.4616
medium,10000,8,200000,20000,1,par_async,0,64,16,4.1425
medium,10000,8,200000,20000,1,par_async_cont,0,64,16,3.9252
large,50000,16,1000000,100000,1,par_close,0,64,16,69.8758
large,50000,16,1000000,100000,1,par_async,0,64,16,12.9289
large,50000,16,1000000,100000,1,par_async_cont,0,64,16,14.4212
deep-s,1000,4,10000,2000,3,par_close,0,64,16,4.0844
deep-s,1000,4,10000,2000,3,par_async,0,64,16,1.3768
deep-s,1000,4,10000,2000,3,par_async_cont,0,64,16,1.4967
deep-m,10000,8,200000,20000,3,par_close,0,64,16,11.0479
deep-m,10000,8,200000,20000,3,par_async,0,64,16,11.5367
deep-m,10000,8,200000,20000,3,par_async_cont,0,64,16,11.6051
deep-l,50000,16,1000000,100000,3,par_close,0,64,16,35.6742
deep-l,50000,16,1000000,100000,3,par_async,0,64,16,20.0397
deep-l,50000,16,1000000,100000,3,par_async_cont,0,64,16,21.7308
small,1000,4,10000,2000,1,par_close,0,128,16,66.4923
small,1000,4,10000,2000,1,par_async,0,128,16,1.0062
small,1000,4,10000,2000,1,par_async_cont,0,128,16,2.9842
medium,10000,8,200000,20000,1,par_close,0,128,16,104.0930
medium,10000,8,200000,20000,1,par_async,0,128,16,7.3086
medium,10000,8,200000,20000,1,par_async_cont,0,128,16,4.7025
large,50000,16,1000000,100000,1,par_close,0,128,16,131.8361
large,50000,16,1000000,100000,1,par_async,0,128,16,14.3351
large,50000,16,1000000,100000,1,par_async_cont,0,128,16,15.4810
deep-s,1000,4,10000,2000,3,par_close,0,128,16,4.7429
deep-s,1000,4,10000,2000,3,par_async,0,128,16,1.9959
deep-s,1000,4,10000,2000,3,par_async_cont,0,128,16,1.7448
deep-m,10000,8,200000,20000,3,par_close,0,128,16,12.8414
deep-m,10000,8,200000,20000,3,par_async,0,128,16,10.9372
deep-m,10000,8,200000,20000,3,par_async_cont,0,128,16,10.6791
deep-l,50000,16,1000000,100000,3,par_close,0,128,16,40.2297
deep-l,50000,16,1000000,100000,3,par_async,0,128,16,19.6768
deep-l,50000,16,1000000,100000,3,par_async_cont,0,128,16,20.9987
