workload,leaves,fns,nodes,merges,depth,algorithm,trial,parlay_threads,union_style,dnc_cutoff,wallclock_ms
16XL,50000,16,32000000,3200000,3,par_close,4,16,dnc,16,3025.3404
16XL,50000,16,32000000,3200000,3,par_close,0,32,dnc,16,1637.7148
16XL,50000,16,32000000,3200000,3,par_close,1,32,dnc,16,1654.6647
16XL,50000,16,32000000,3200000,3,par_close,2,32,dnc,16,1653.0661
16XL,50000,16,32000000,3200000,3,par_close,3,32,dnc,16,1671.9824
16XL,50000,16,32000000,3200000,3,par_close,4,32,dnc,16,1686.0586
16XL,50000,16,32000000,3200000,3,par_close,0,64,dnc,16,1133.8780
16XL,50000,16,32000000,3200000,3,par_close,1,64,dnc,16,1145.8741
16XL,50000,16,32000000,3200000,3,par_close,2,64,dnc,16,1145.0918
16XL,50000,16,32000000,3200000,3,par_close,3,64,dnc,16,1135.6862
16XL,50000,16,32000000,3200000,3,par_close,4,64,dnc,16,1085.5448
16XL,50000,16,32000000,3200000,3,par_close,0,128,dnc,16,913.0167
16XL,50000,16,32000000,3200000,3,par_close,1,128,dnc,16,912.1774
16XL,50000,16,32000000,3200000,3,par_close,2,128,dnc,16,924.2410
16XL,50000,16,32000000,3200000,3,par_close,3,128,dnc,16,919.4919
16XL,50000,16,32000000,3200000,3,par_close,4,128,dnc,16,967.0358
32XL,50000,16,64000000,6400000,3,nelson_seq,0,1,dnc,16,141350.3982
32XL,50000,16,64000000,6400000,3,nelson_seq,1,1,dnc,16,139107.3387
32XL,50000,16,64000000,6400000,3,nelson_seq,2,1,dnc,16,144766.5539
32XL,50000,16,64000000,6400000,3,nelson_seq,3,1,dnc,16,137882.5981
32XL,50000,16,64000000,6400000,3,nelson_seq,4,1,dnc,16,141943.0722
32XL,50000,16,64000000,6400000,3,par_close,0,1,dnc,16,79934.4740
32XL,50000,16,64000000,6400000,3,par_close,1,1,dnc,16,82429.6875
32XL,50000,16,64000000,6400000,3,par_close,2,1,dnc,16,82325.6173
32XL,50000,16,64000000,6400000,3,par_close,3,1,dnc,16,82574.3397
32XL,50000,16,64000000,6400000,3,par_close,4,1,dnc,16,82416.4234
32XL,50000,16,64000000,6400000,3,par_close,0,2,dnc,16,40097.5852
32XL,50000,16,64000000,6400000,3,par_close,1,2,dnc,16,41503.3446
32XL,50000,16,64000000,6400000,3,par_close,2,2,dnc,16,41533.7573
32XL,50000,16,64000000,6400000,3,par_close,3,2,dnc,16,40269.3950
32XL,50000,16,64000000,6400000,3,par_close,4,2,dnc,16,40075.8373
32XL,50000,16,64000000,6400000,3,par_close,0,4,dnc,16,22341.7961
32XL,50000,16,64000000,6400000,3,par_close,1,4,dnc,16,22607.9275
32XL,50000,16,64000000,6400000,3,par_close,2,4,dnc,16,23182.5068
32XL,50000,16,64000000,6400000,3,par_close,3,4,dnc,16,22856.0995
32XL,50000,16,64000000,6400000,3,par_close,4,4,dnc,16,22916.3981
32XL,50000,16,64000000,6400000,3,par_close,0,8,dnc,16,10566.2577
32XL,50000,16,64000000,6400000,3,par_close,1,8,dnc,16,11056.6993
32XL,50000,16,64000000,6400000,3,par_close,2,8,dnc,16,11266.5694
32XL,50000,16,64000000,6400000,3,par_close,3,8,dnc,16,11367.6167
32XL,50000,16,64000000,6400000,3,par_close,4,8,dnc,16,11310.9711
32XL,50000,16,64000000,6400000,3,par_close,0,16,dnc,16,5602.8182
32XL,50000,16,64000000,6400000,3,par_close,1,16,dnc,16,5819.4026
32XL,50000,16,64000000,6400000,3,par_close,2,16,dnc,16,5957.1203
32XL,50000,16,64000000,6400000,3,par_close,3,16,dnc,16,5992.3959
32XL,50000,16,64000000,6400000,3,par_close,4,16,dnc,16,6009.7319
32XL,50000,16,64000000,6400000,3,par_close,0,32,dnc,16,3258.9914
32XL,50000,16,64000000,6400000,3,par_close,1,32,dnc,16,3300.7406
32XL,50000,16,64000000,6400000,3,par_close,2,32,dnc,16,3320.9915
32XL,50000,16,64000000,6400000,3,par_close,3,32,dnc,16,3326.2256
32XL,50000,16,64000000,6400000,3,par_close,4,32,dnc,16,3353.7692
32XL,50000,16,64000000,6400000,3,par_close,0,64,dnc,16,2192.5637
32XL,50000,16,64000000,6400000,3,par_close,1,64,dnc,16,2161.4798
32XL,50000,16,64000000,6400000,3,par_close,2,64,dnc,16,2079.0980
32XL,50000,16,64000000,6400000,3,par_close,3,64,dnc,16,2083.3922
32XL,50000,16,64000000,6400000,3,par_close,4,64,dnc,16,2046.9625
32XL,50000,16,64000000,6400000,3,par_close,0,128,dnc,16,1753.9497
32XL,50000,16,64000000,6400000,3,par_close,1,128,dnc,16,1755.5492
32XL,50000,16,64000000,6400000,3,par_close,2,128,dnc,16,1814.9594
32XL,50000,16,64000000,6400000,3,par_close,3,128,dnc,16,1776.4503
32XL,50000,16,64000000,6400000,3,par_close,4,128,dnc,16,1776.6814
