workload,leaves,fns,nodes,merges,depth,algorithm,trial,parlay_threads,dnc_cutoff,wallclock_ms
deep-m,10000,8,200000,20000,3,nelson_simple_inline,4,1,16,31.4960
deep-m,10000,8,200000,20000,3,par_parents,0,1,16,56.3510
deep-m,10000,8,200000,20000,3,par_parents,1,1,16,57.6615
deep-m,10000,8,200000,20000,3,par_parents,2,1,16,57.9324
deep-m,10000,8,200000,20000,3,par_parents,3,1,16,58.0468
deep-m,10000,8,200000,20000,3,par_parents,4,1,16,58.0073
deep-m,10000,8,200000,20000,3,par_filter,0,1,16,26.8245
deep-m,10000,8,200000,20000,3,par_filter,1,1,16,26.9083
deep-m,10000,8,200000,20000,3,par_filter,2,1,16,26.8130
deep-m,10000,8,200000,20000,3,par_filter,3,1,16,26.8477
deep-m,10000,8,200000,20000,3,par_filter,4,1,16,26.9050
deep-l,50000,16,1000000,100000,3,nelson_simple_inline,0,1,16,207.0107
deep-l,50000,16,1000000,100000,3,nelson_simple_inline,1,1,16,203.9763
deep-l,50000,16,1000000,100000,3,nelson_simple_inline,2,1,16,203.2288
deep-l,50000,16,1000000,100000,3,nelson_simple_inline,3,1,16,203.0846
deep-l,50000,16,1000000,100000,3,nelson_simple_inline,4,1,16,201.2699
deep-l,50000,16,1000000,100000,3,par_parents,0,1,16,272.3747
deep-l,50000,16,1000000,100000,3,par_parents,1,1,16,274.2723
deep-l,50000,16,1000000,100000,3,par_parents,2,1,16,275.0919
deep-l,50000,16,1000000,100000,3,par_parents,3,1,16,275.8311
deep-l,50000,16,1000000,100000,3,par_parents,4,1,16,277.5957
deep-l,50000,16,1000000,100000,3,par_filter,0,1,16,179.2835
deep-l,50000,16,1000000,100000,3,par_filter,1,1,16,179.3887
deep-l,50000,16,1000000,100000,3,par_filter,2,1,16,179.2573
deep-l,50000,16,1000000,100000,3,par_filter,3,1,16,179.1645
deep-l,50000,16,1000000,100000,3,par_filter,4,1,16,179.2858
small,1000,4,10000,2000,1,par_parents,0,2,16,3.2489
small,1000,4,10000,2000,1,par_parents,1,2,16,2.4400
small,1000,4,10000,2000,1,par_parents,2,2,16,2.7340
small,1000,4,10000,2000,1,par_parents,3,2,16,2.4538
small,1000,4,10000,2000,1,par_parents,4,2,16,2.3496
small,1000,4,10000,2000,1,par_filter,0,2,16,1.1123
small,1000,4,10000,2000,1,par_filter,1,2,16,1.0789
small,1000,4,10000,2000,1,par_filter,2,2,16,1.2179
small,1000,4,10000,2000,1,par_filter,3,2,16,1.1990
small,1000,4,10000,2000,1,par_filter,4,2,16,1.0538
medium,10000,8,200000,20000,1,par_parents,0,2,16,35.2092
medium,10000,8,200000,20000,1,par_parents,1,2,16,34.5528
medium,10000,8,200000,20000,1,par_parents,2,2,16,35.2367
medium,10000,8,200000,20000,1,par_parents,3,2,16,34.8442
medium,10000,8,200000,20000,1,par_parents,4,2,16,34.5634
medium,10000,8,200000,20000,1,par_filter,0,2,16,14.2892
medium,10000,8,200000,20000,1,par_filter,1,2,16,14.3732
medium,10000,8,200000,20000,1,par_filter,2,2,16,14.3902
medium,10000,8,200000,20000,1,par_filter,3,2,16,14.1926
medium,10000,8,200000,20000,1,par_filter,4,2,16,14.4822
large,50000,16,1000000,100000,1,par_parents,0,2,16,134.6340
large,50000,16,1000000,100000,1,par_parents,1,2,16,134.0669
large,50000,16,1000000,100000,1,par_parents,2,2,16,134.3569
large,50000,16,1000000,100000,1,par_parents,3,2,16,134.4141
large,50000,16,1000000,100000,1,par_parents,4,2,16,134.6504
large,50000,16,1000000,100000,1,par_filter,0,2,16,74.1609
large,50000,16,1000000,100000,1,par_filter,1,2,16,73.4488
large,50000,16,1000000,100000,1,par_filter,2,2,16,73.8577
large,50000,16,1000000,100000,1,par_filter,3,2,16,73.5127
large,50000,16,1000000,100000,1,par_filter,4,2,16,73.4992
deep-s,1000,4,10000,2000,3,par_parents,0,2,16,2.8708
deep-s,1000,4,10000,2000,3,par_parents,1,2,16,2.7002
deep-s,1000,4,10000,2000,3,par_parents,2,2,16,2.7772
deep-s,1000,4,10000,2000,3,par_parents,3,2,16,2.8110
deep-s,1000,4,10000,2000,3,par_parents,4,2,16,2.6936
deep-s,1000,4,10000,2000,3,par_filter,0,2,16,1.3640
deep-s,1000,4,10000,2000,3,par_filter,1,2,16,1.6613
deep-s,1000,4,10000,2000,3,par_filter,2,2,16,1.2224
deep-s,1000,4,10000,2000,3,par_filter,3,2,16,1.4472
deep-s,1000,4,10000,2000,3,par_filter,4,2,16,1.3359
deep-m,10000,8,200000,20000,3,par_parents,0,2,16,41.7443
deep-m,10000,8,200000,20000,3,par_parents,1,2,16,41.8911
deep-m,10000,8,200000,20000,3,par_parents,2,2,16,41.5444
deep-m,10000,8,200000,20000,3,par_parents,3,2,16,42.5838
deep-m,10000,8,200000,20000,3,par_parents,4,2,16,42.5020
deep-m,10000,8,200000,20000,3,par_filter,0,2,16,19.9055
deep-m,10000,8,200000,20000,3,par_filter,1,2,16,19.8516
deep-m,10000,8,200000,20000,3,par_filter,2,2,16,19.5301
deep-m,10000,8,200000,20000,3,par_filter,3,2,16,19.9263
deep-m,10000,8,200000,20000,3,par_filter,4,2,16,19.9050
deep-l,50000,16,1000000,100000,3,par_parents,0,2,16,163.7574
deep-l,50000,16,1000000,100000,3,par_parents,1,2,16,164.1139
deep-l,50000,16,1000000,100000,3,par_parents,2,2,16,163.4318
deep-l,50000,16,1000000,100000,3,par_parents,3,2,16,163.5643
deep-l,50000,16,1000000,100000,3,par_parents,4,2,16,165.0506
deep-l,50000,16,1000000,100000,3,par_filter,0,2,16,99.4516
deep-l,50000,16,1000000,100000,3,par_filter,1,2,16,99.3183
deep-l,50000,16,1000000,100000,3,par_filter,2,2,16,99.7218
deep-l,50000,16,1000000,100000,3,par_filter,3,2,16,99.7238
deep-l,50000,16,1000000,100000,3,par_filter,4,2,16,99.4286
small,1000,4,10000,2000,1,par_parents,0,4,16,1.8491
small,1000,4,10000,2000,1,par_parents,1,4,16,2.1354
small,1000,4,10000,2000,1,par_parents,2,4,16,2.0711
small,1000,4,10000,2000,1,par_parents,3,4,16,2.1456
small,1000,4,10000,2000,1,par_parents,4,4,16,1.7545
small,1000,4,10000,2000,1,par_filter,0,4,16,1.0879
small,1000,4,10000,2000,1,par_filter,1,4,16,0.8702
small,1000,4,10000,2000,1,par_filter,2,4,16,0.8890
small,1000,4,10000,2000,1,par_filter,3,4,16,0.9064
small,1000,4,10000,2000,1,par_filter,4,4,16,0.8916
medium,10000,8,200000,20000,1,par_parents,0,4,16,21.1296
medium,10000,8,200000,20000,1,par_parents,1,4,16,21.1415
medium,10000,8,200000,20000,1,par_parents,2,4,16,20.7133
medium,10000,8,200000,20000,1,par_parents,3,4,16,21.0762
medium,10000,8,200000,20000,1,par_parents,4,4,16,20.8698
medium,10000,8,200000,20000,1,par_filter,0,4,16,8.9805
medium,10000,8,200000,20000,1,par_filter,1,4,16,8.6949
medium,10000,8,200000,20000,1,par_filter,2,4,16,8.9092
medium,10000,8,200000,20000,1,par_filter,3,4,16,8.7881
medium,10000,8,200000,20000,1,par_filter,4,4,16,8.7375
large,50000,16,1000000,100000,1,par_parents,0,4,16,78.9529
large,50000,16,1000000,100000,1,par_parents,1,4,16,76.9329
large,50000,16,1000000,100000,1,par_parents,2,4,16,77.3051
large,50000,16,1000000,100000,1,par_parents,3,4,16,77.1442
large,50000,16,1000000,100000,1,par_parents,4,4,16,76.9716
large,50000,16,1000000,100000,1,par_filter,0,4,16,40.5825
large,50000,16,1000000,100000,1,par_filter,1,4,16,40.3565
large,50000,16,1000000,100000,1,par_filter,2,4,16,40.5434
large,50000,16,1000000,100000,1,par_filter,3,4,16,40.2183
large,50000,16,1000000,100000,1,par_filter,4,4,16,40.7891
deep-s,1000,4,10000,2000,3,par_parents,0,4,16,2.5707
deep-s,1000,4,10000,2000,3,par_parents,1,4,16,2.6371
deep-s,1000,4,10000,2000,3,par_parents,2,4,16,2.7988
deep-s,1000,4,10000,2000,3,par_parents,3,4,16,2.3620
deep-s,1000,4,10000,2000,3,par_parents,4,4,16,2.6927
deep-s,1000,4,10000,2000,3,par_filter,0,4,16,1.5670
deep-s,1000,4,10000,2000,3,par_filter,1,4,16,1.3729
deep-s,1000,4,10000,2000,3,par_filter,2,4,16,1.2982
deep-s,1000,4,10000,2000,3,par_filter,3,4,16,1.4593
deep-s,1000,4,10000,2000,3,par_filter,4,4,16,1.3823
deep-m,10000,8,200000,20000,3,par_parents,0,4,16,27.3305
deep-m,10000,8,200000,20000,3,par_parents,1,4,16,27.9556
deep-m,10000,8,200000,20000,3,par_parents,2,4,16,27.5332
deep-m,10000,8,200000,20000,3,par_parents,3,4,16,28.1242
deep-m,10000,8,200000,20000,3,par_parents,4,4,16,28.1347
deep-m,10000,8,200000,20000,3,par_filter,0,4,16,15.1901
deep-m,10000,8,200000,20000,3,par_filter,1,4,16,14.8722
deep-m,10000,8,200000,20000,3,par_filter,2,4,16,15.2097
deep-m,10000,8,200000,20000,3,par_filter,3,4,16,15.2098
deep-m,10000,8,200000,20000,3,par_filter,4,4,16,14.7366
deep-l,50000,16,1000000,100000,3,par_parents,0,4,16,96.9415
deep-l,50000,16,1000000,100000,3,par_parents,1,4,16,96.4558
deep-l,50000,16,1000000,100000,3,par_parents,2,4,16,96.3714
deep-l,50000,16,1000000,100000,3,par_parents,3,4,16,96.8542
deep-l,50000,16,1000000,100000,3,par_parents,4,4,16,96.8541
deep-l,50000,16,1000000,100000,3,par_filter,0,4,16,57.7079
deep-l,50000,16,1000000,100000,3,par_filter,1,4,16,59.2782
deep-l,50000,16,1000000,100000,3,par_filter,2,4,16,59.0041
deep-l,50000,16,1000000,100000,3,par_filter,3,4,16,58.7279
deep-l,50000,16,1000000,100000,3,par_filter,4,4,16,58.2772
small,1000,4,10000,2000,1,par_parents,0,8,16,1.6397
small,1000,4,10000,2000,1,par_parents,1,8,16,1.5324
small,1000,4,10000,2000,1,par_parents,2,8,16,1.5603
small,1000,4,10000,2000,1,par_parents,3,8,16,1.4819
small,1000,4,10000,2000,1,par_parents,4,8,16,1.5388
small,1000,4,10000,2000,1,par_filter,0,8,16,0.7892
small,1000,4,10000,2000,1,par_filter,1,8,16,0.7942
small,1000,4,10000,2000,1,par_filter,2,8,16,0.9184
small,1000,4,10000,2000,1,par_filter,3,8,16,0.9019
small,1000,4,10000,2000,1,par_filter,4,8,16,0.9985
medium,10000,8,200000,20000,1,par_parents,0,8,16,12.5642
medium,10000,8,200000,20000,1,par_parents,1,8,16,12.5718
medium,10000,8,200000,20000,1,par_parents,2,8,16,12.9012
medium,10000,8,200000,20000,1,par_parents,3,8,16,12.5488
medium,10000,8,200000,20000,1,par_parents,4,8,16,12.7034
medium,10000,8,200000,20000,1,par_filter,0,8,16,5.2362
medium,10000,8,200000,20000,1,par_filter,1,8,16,5.3971
medium,10000,8,200000,20000,1,par_filter,2,8,16,5.4044
medium,10000,8,200000,20000,1,par_filter,3,8,16,5.0545
medium,10000,8,200000,20000,1,par_filter,4,8,16,5.2521
large,50000,16,1000000,100000,1,par_parents,0,8,16,45.2469
large,50000,16,1000000,100000,1,par_parents,1,8,16,43.9787
large,50000,16,1000000,100000,1,par_parents,2,8,16,44.3281
large,50000,16,1000000,100000,1,par_parents,3,8,16,43.6260
large,50000,16,1000000,100000,1,par_parents,4,8,16,44.7959
large,50000,16,1000000,100000,1,par_filter,0,8,16,22.3738
large,50000,16,1000000,100000,1,par_filter,1,8,16,22.5270
large,50000,16,1000000,100000,1,par_filter,2,8,16,22.3184
large,50000,16,1000000,100000,1,par_filter,3,8,16,22.7439
large,50000,16,1000000,100000,1,par_filter,4,8,16,22.7625
deep-s,1000,4,10000,2000,3,par_parents,0,8,16,2.1989
deep-s,1000,4,10000,2000,3,par_parents,1,8,16,2.2849
deep-s,1000,4,10000,2000,3,par_parents,2,8,16,2.2701
deep-s,1000,4,10000,2000,3,par_parents,3,8,16,2.5093
deep-s,1000,4,10000,2000,3,par_parents,4,8,16,2.2816
deep-s,1000,4,10000,2000,3,par_filter,0,8,16,1.1449
deep-s,1000,4,10000,2000,3,par_filter,1,8,16,1.1234
deep-s,1000,4,10000,2000,3,par_filter,2,8,16,1.1109
deep-s,1000,4,10000,2000,3,par_filter,3,8,16,1.0678
deep-s,1000,4,10000,2000,3,par_filter,4,8,16,1.1724
deep-m,10000,8,200000,20000,3,par_parents,0,8,16,18.0993
deep-m,10000,8,200000,20000,3,par_parents,1,8,16,17.5228
deep-m,10000,8,200000,20000,3,par_parents,2,8,16,17.7555
deep-m,10000,8,200000,20000,3,par_parents,3,8,16,17.3084
deep-m,10000,8,200000,20000,3,par_parents,4,8,16,17.7018
deep-m,10000,8,200000,20000,3,par_filter,0,8,16,11.2707
deep-m,10000,8,200000,20000,3,par_filter,1,8,16,11.0733
deep-m,10000,8,200000,20000,3,par_filter,2,8,16,11.2736
deep-m,10000,8,200000,20000,3,par_filter,3,8,16,10.9761
deep-m,10000,8,200000,20000,3,par_filter,4,8,16,11.3459
deep-l,50000,16,1000000,100000,3,par_parents,0,8,16,56.4032
deep-l,50000,16,1000000,100000,3,par_parents,1,8,16,57.1662
deep-l,50000,16,1000000,100000,3,par_parents,2,8,16,57.8964
deep-l,50000,16,1000000,100000,3,par_parents,3,8,16,55.9218
deep-l,50000,16,1000000,100000,3,par_parents,4,8,16,56.6358
deep-l,50000,16,1000000,100000,3,par_filter,0,8,16,33.0439
deep-l,50000,16,1000000,100000,3,par_filter,1,8,16,32.8629
deep-l,50000,16,1000000,100000,3,par_filter,2,8,16,33.0086
deep-l,50000,16,1000000,100000,3,par_filter,3,8,16,32.6342
deep-l,50000,16,1000000,100000,3,par_filter,4,8,16,32.8620
small,1000,4,10000,2000,1,par_parents,0,16,16,1.2957
small,1000,4,10000,2000,1,par_parents,1,16,16,1.2909
small,1000,4,10000,2000,1,par_parents,2,16,16,1.1487
small,1000,4,10000,2000,1,par_parents,3,16,16,1.2877
small,1000,4,10000,2000,1,par_parents,4,16,16,1.2106
small,1000,4,10000,2000,1,par_filter,0,16,16,0.8129
small,1000,4,10000,2000,1,par_filter,1,16,16,0.7170
small,1000,4,10000,2000,1,par_filter,2,16,16,0.6943
small,1000,4,10000,2000,1,par_filter,3,16,16,0.6151
small,1000,4,10000,2000,1,par_filter,4,16,16,0.5910
medium,10000,8,200000,20000,1,par_parents,0,16,16,7.9924
medium,10000,8,200000,20000,1,par_parents,1,16,16,7.8474
medium,10000,8,200000,20000,1,par_parents,2,16,16,7.4152
medium,10000,8,200000,20000,1,par_parents,3,16,16,8.0461
medium,10000,8,200000,20000,1,par_parents,4,16,16,7.8653
medium,10000,8,200000,20000,1,par_filter,0,16,16,3.1433
medium,10000,8,200000,20000,1,par_filter,1,16,16,3.2614
medium,10000,8,200000,20000,1,par_filter,2,16,16,3.3212
medium,10000,8,200000,20000,1,par_filter,3,16,16,3.2835
medium,10000,8,200000,20000,1,par_filter,4,16,16,3.1492
large,50000,16,1000000,100000,1,par_parents,0,16,16,25.5493
large,50000,16,1000000,100000,1,par_parents,1,16,16,25.8801
large,50000,16,1000000,100000,1,par_parents,2,16,16,26.4037
large,50000,16,1000000,100000,1,par_parents,3,16,16,25.4617
large,50000,16,1000000,100000,1,par_parents,4,16,16,26.3459
large,50000,16,1000000,100000,1,par_filter,0,16,16,12.2545
large,50000,16,1000000,100000,1,par_filter,1,16,16,12.3031
large,50000,16,1000000,100000,1,par_filter,2,16,16,12.1685
large,50000,16,1000000,100000,1,par_filter,3,16,16,12.4126
large,50000,16,1000000,100000,1,par_filter,4,16,16,12.3702
deep-s,1000,4,10000,2000,3,par_parents,0,16,16,2.2302
deep-s,1000,4,10000,2000,3,par_parents,1,16,16,2.1432
deep-s,1000,4,10000,2000,3,par_parents,2,16,16,2.0655
deep-s,1000,4,10000,2000,3,par_parents,3,16,16,2.2606
deep-s,1000,4,10000,2000,3,par_parents,4,16,16,2.0995
deep-s,1000,4,10000,2000,3,par_filter,0,16,16,0.9246
deep-s,1000,4,10000,2000,3,par_filter,1,16,16,0.9516
deep-s,1000,4,10000,2000,3,par_filter,2,16,16,0.7576
deep-s,1000,4,10000,2000,3,par_filter,3,16,16,0.9225
deep-s,1000,4,10000,2000,3,par_filter,4,16,16,0.8120
deep-m,10000,8,200000,20000,3,par_parents,0,16,16,10.2804
deep-m,10000,8,200000,20000,3,par_parents,1,16,16,11.0658
deep-m,10000,8,200000,20000,3,par_parents,2,16,16,10.9758
deep-m,10000,8,200000,20000,3,par_parents,3,16,16,10.7155
deep-m,10000,8,200000,20000,3,par_parents,4,16,16,10.9185
deep-m,10000,8,200000,20000,3,par_filter,0,16,16,8.1932
deep-m,10000,8,200000,20000,3,par_filter,1,16,16,8.3474
deep-m,10000,8,200000,20000,3,par_filter,2,16,16,8.3126
deep-m,10000,8,200000,20000,3,par_filter,3,16,16,8.2131
deep-m,10000,8,200000,20000,3,par_filter,4,16,16,8.2889
deep-l,50000,16,1000000,100000,3,par_parents,0,16,16,32.9034
deep-l,50000,16,1000000,100000,3,par_parents,1,16,16,33.1098
deep-l,50000,16,1000000,100000,3,par_parents,2,16,16,33.3026
deep-l,50000,16,1000000,100000,3,par_parents,3,16,16,33.5812
deep-l,50000,16,1000000,100000,3,par_parents,4,16,16,34.0331
deep-l,50000,16,1000000,100000,3,par_filter,0,16,16,18.6305
deep-l,50000,16,1000000,100000,3,par_filter,1,16,16,18.4676
deep-l,50000,16,1000000,100000,3,par_filter,2,16,16,18.6298
deep-l,50000,16,1000000,100000,3,par_filter,3,16,16,18.8478
deep-l,50000,16,1000000,100000,3,par_filter,4,16,16,18.6765
small,1000,4,10000,2000,1,par_parents,0,32,16,1.8083
small,1000,4,10000,2000,1,par_parents,1,32,16,1.4363
small,1000,4,10000,2000,1,par_parents,2,32,16,1.2469
small,1000,4,10000,2000,1,par_parents,3,32,16,1.0750
small,1000,4,10000,2000,1,par_parents,4,32,16,1.0783
small,1000,4,10000,2000,1,par_filter,0,32,16,0.6778
small,1000,4,10000,2000,1,par_filter,1,32,16,0.5789
small,1000,4,10000,2000,1,par_filter,2,32,16,0.5865
small,1000,4,10000,2000,1,par_filter,3,32,16,0.5701
small,1000,4,10000,2000,1,par_filter,4,32,16,0.5744
medium,10000,8,200000,20000,1,par_parents,0,32,16,5.8048
medium,10000,8,200000,20000,1,par_parents,1,32,16,5.9078
medium,10000,8,200000,20000,1,par_parents,2,32,16,5.7752
medium,10000,8,200000,20000,1,par_parents,3,32,16,4.8160
medium,10000,8,200000,20000,1,par_parents,4,32,16,5.3603
medium,10000,8,200000,20000,1,par_filter,0,32,16,2.0590
medium,10000,8,200000,20000,1,par_filter,1,32,16,2.2089
medium,10000,8,200000,20000,1,par_filter,2,32,16,1.9868
medium,10000,8,200000,20000,1,par_filter,3,32,16,2.1388
medium,10000,8,200000,20000,1,par_filter,4,32,16,2.0342
large,50000,16,1000000,100000,1,par_parents,0,32,16,17.8676
large,50000,16,1000000,100000,1,par_parents,1,32,16,17.3389
large,50000,16,1000000,100000,1,par_parents,2,32,16,16.8600
large,50000,16,1000000,100000,1,par_parents,3,32,16,17.6028
large,50000,16,1000000,100000,1,par_parents,4,32,16,18.0705
large,50000,16,1000000,100000,1,par_filter,0,32,16,7.6587
large,50000,16,1000000,100000,1,par_filter,1,32,16,8.0414
large,50000,16,1000000,100000,1,par_filter,2,32,16,7.8476
large,50000,16,1000000,100000,1,par_filter,3,32,16,8.4394
large,50000,16,1000000,100000,1,par_filter,4,32,16,8.1378
deep-s,1000,4,10000,2000,3,par_parents,0,32,16,2.0162
deep-s,1000,4,10000,2000,3,par_parents,1,32,16,2.0369
deep-s,1000,4,10000,2000,3,par_parents,2,32,16,2.0071
deep-s,1000,4,10000,2000,3,par_parents,3,32,16,2.0653
deep-s,1000,4,10000,2000,3,par_parents,4,32,16,2.0573
deep-s,1000,4,10000,2000,3,par_filter,0,32,16,0.7648
deep-s,1000,4,10000,2000,3,par_filter,1,32,16,0.7305
deep-s,1000,4,10000,2000,3,par_filter,2,32,16,0.7315
deep-s,1000,4,10000,2000,3,par_filter,3,32,16,0.7450
deep-s,1000,4,10000,2000,3,par_filter,4,32,16,0.7228
deep-m,10000,8,200000,20000,3,par_parents,0,32,16,8.1761
deep-m,10000,8,200000,20000,3,par_parents,1,32,16,7.9790
deep-m,10000,8,200000,20000,3,par_parents,2,32,16,7.7434
deep-m,10000,8,200000,20000,3,par_parents,3,32,16,8.1430
deep-m,10000,8,200000,20000,3,par_parents,4,32,16,7.6750
deep-m,10000,8,200000,20000,3,par_filter,0,32,16,7.2512
deep-m,10000,8,200000,20000,3,par_filter,1,32,16,7.3455
deep-m,10000,8,200000,20000,3,par_filter,2,32,16,7.2164
deep-m,10000,8,200000,20000,3,par_filter,3,32,16,6.9489
deep-m,10000,8,200000,20000,3,par_filter,4,32,16,7.1481
deep-l,50000,16,1000000,100000,3,par_parents,0,32,16,22.9914
deep-l,50000,16,1000000,100000,3,par_parents,1,32,16,21.4213
deep-l,50000,16,1000000,100000,3,par_parents,2,32,16,21.2825
deep-l,50000,16,1000000,100000,3,par_parents,3,32,16,21.1902
deep-l,50000,16,1000000,100000,3,par_parents,4,32,16,21.4082
deep-l,50000,16,1000000,100000,3,par_filter,0,32,16,11.2420
deep-l,50000,16,1000000,100000,3,par_filter,1,32,16,11.3496
deep-l,50000,16,1000000,100000,3,par_filter,2,32,16,11.3350
deep-l,50000,16,1000000,100000,3,par_filter,3,32,16,11.0333
deep-l,50000,16,1000000,100000,3,par_filter,4,32,16,10.8428
small,1000,4,10000,2000,1,par_parents,0,64,16,2.6519
small,1000,4,10000,2000,1,par_parents,1,64,16,1.9499
small,1000,4,10000,2000,1,par_parents,2,64,16,2.0889
small,1000,4,10000,2000,1,par_parents,3,64,16,1.7230
small,1000,4,10000,2000,1,par_parents,4,64,16,1.4431
small,1000,4,10000,2000,1,par_filter,0,64,16,0.7082
small,1000,4,10000,2000,1,par_filter,1,64,16,0.6631
small,1000,4,10000,2000,1,par_filter,2,64,16,0.6840
small,1000,4,10000,2000,1,par_filter,3,64,16,0.6677
small,1000,4,10000,2000,1,par_filter,4,64,16,0.6690
medium,10000,8,200000,20000,1,par_parents,0,64,16,5.5214
medium,10000,8,200000,20000,1,par_parents,1,64,16,5.0406
medium,10000,8,200000,20000,1,par_parents,2,64,16,5.6121
medium,10000,8,200000,20000,1,par_parents,3,64,16,5.3608
medium,10000,8,200000,20000,1,par_parents,4,64,16,5.2279
medium,10000,8,200000,20000,1,par_filter,0,64,16,1.9335
medium,10000,8,200000,20000,1,par_filter,1,64,16,2.0967
medium,10000,8,200000,20000,1,par_filter,2,64,16,1.9305
medium,10000,8,200000,20000,1,par_filter,3,64,16,1.8766
medium,10000,8,200000,20000,1,par_filter,4,64,16,2.0029
large,50000,16,1000000,100000,1,par_parents,0,64,16,16.4527
large,50000,16,1000000,100000,1,par_parents,1,64,16,15.7800
large,50000,16,1000000,100000,1,par_parents,2,64,16,16.2610
large,50000,16,1000000,100000,1,par_parents,3,64,16,15.2921
large,50000,16,1000000,100000,1,par_parents,4,64,16,16.5875
large,50000,16,1000000,100000,1,par_filter,0,64,16,6.3514
large,50000,16,1000000,100000,1,par_filter,1,64,16,6.0852
