[synthetic_bench] cube n=180 d=2 classes=23328358 merges=180 ...
[pe] round=  0 work=      360 frontier= 11664000 next=  5832000 consolidate= 12.516ms frontier= 23.615ms semisort= 72.463ms (keyed=18.981ms group_by=  3.569ms per_group=19.897ms)
[pe] round=  1 work=  5832000 frontier=  7469696 next=  2097152 consolidate= 64.123ms frontier= 17.030ms semisort= 51.975ms (keyed=20.870ms group_by=  2.126ms per_group= 7.596ms)
[pe] round=  4 work=  1048576 frontier=  1048576 next=   524288 consolidate= 16.718ms frontier=  5.654ms semisort=  8.482ms (keyed= 1.127ms group_by=  0.121ms per_group= 3.810ms)
[pe] round=  5 work=   524288 frontier=   524288 next=   262144 consolidate= 11.717ms frontier=  3.259ms semisort=  4.393ms (keyed= 0.672ms group_by=  0.120ms per_group= 1.786ms)
[pe] round=  6 work=   262144 frontier=   262144 next=   131072 consolidate=  5.443ms frontier=  1.904ms semisort=  2.080ms (keyed= 0.430ms group_by=  0.097ms per_group= 0.522ms)
[pe] round=  7 work=   131072 frontier=   262144 next=    65536 consolidate=  3.460ms frontier=  0.622ms semisort=  1.850ms (keyed= 0.484ms group_by=  0.142ms per_group= 0.472ms)
[pe] round=  8 work=    65536 frontier=   131072 next=    32768 consolidate=  2.263ms frontier=  0.410ms semisort=  2.457ms (keyed= 0.051ms group_by=  1.332ms per_group= 0.561ms)
[pe] round=  9 work=    32768 frontier=    65536 next=    16384 consolidate=  1.496ms frontier=  0.320ms semisort=  1.100ms (keyed= 0.038ms group_by=  0.497ms per_group= 0.259ms)
[pe] round= 10 work=    16384 frontier=    32768 next=     8192 consolidate=  0.603ms frontier=  0.223ms semisort=  0.764ms (keyed= 0.034ms group_by=  0.300ms per_group= 0.161ms)
[pe] round= 11 work=     8192 frontier=    16384 next=     4096 consolidate=  1.946ms frontier=  0.226ms semisort=  0.708ms (keyed= 0.021ms group_by=  0.327ms per_group= 0.143ms)
[pe] round= 12 work=     4096 frontier=     8192 next=     2048 consolidate=  0.996ms frontier=  0.169ms semisort=  1.067ms (keyed= 0.021ms group_by=  0.610ms per_group= 0.291ms)
[pe] round= 13 work=     2048 frontier=     4096 next=     1024 consolidate=  0.481ms frontier=  0.105ms semisort=  0.331ms (keyed= 0.011ms group_by=  0.135ms per_group= 0.066ms)
[pe] round= 14 work=     1024 frontier=     2048 next=      512 consolidate=  0.222ms frontier=  0.077ms semisort=  0.252ms (keyed= 0.006ms group_by=  0.061ms per_group= 0.064ms)
[pe] round= 15 work=      512 frontier=     1024 next=      256 consolidate=  0.201ms frontier=  0.056ms semisort=  0.183ms (keyed= 0.004ms group_by=  0.054ms per_group= 0.053ms)
[pe] round= 16 work=      256 frontier=      512 next=      128 consolidate=  0.093ms frontier=  0.034ms semisort=  0.132ms (keyed= 0.002ms group_by=  0.038ms per_group= 0.030ms)
[pe] round= 17 work=      128 frontier=      256 next=       64 consolidate=  0.069ms frontier=  0.019ms semisort=  0.109ms (keyed= 0.001ms group_by=  0.021ms per_group= 0.040ms)
[pe] round= 18 work=       64 frontier=      128 next=       32 consolidate=  0.064ms frontier=  0.007ms semisort=  0.061ms (keyed= 0.001ms group_by=  0.009ms per_group= 0.026ms)
[pe] round= 19 work=       32 frontier=       64 next=       16 consolidate=  0.042ms frontier=  0.004ms semisort=  0.014ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.005ms)
[pe] round= 20 work=       16 frontier=       32 next=        8 consolidate=  0.024ms frontier=  0.002ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.003ms)
[pe] round= 21 work=        8 frontier=       16 next=        4 consolidate=  0.011ms frontier=  0.001ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 22 work=        4 frontier=        8 next=        2 consolidate=  0.008ms frontier=  0.002ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 23 work=        2 frontier=        4 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 24 work=        1 (tail-skip: all parents empty)
[pe] round=  0 work=      360 frontier= 11664000 next=  5832000 consolidate=  1.012ms frontier=  7.419ms semisort= 59.385ms (keyed=16.860ms group_by=  0.511ms per_group=18.000ms)
[pe] round=  1 work=  5832000 frontier=  7469696 next=  2097152 consolidate= 57.698ms frontier= 12.183ms semisort= 41.325ms (keyed=15.166ms group_by=  0.609ms per_group= 7.969ms)
[pe] round=  2 work=  2097152 frontier=  4194304 next=  1637696 consolidate= 31.473ms frontier=  8.617ms semisort= 23.404ms (keyed= 5.641ms group_by=  0.344ms per_group= 5.954ms)
[pe] round=  3 work=  1637696 frontier=  2097152 next=  1048576 consolidate= 27.331ms frontier=  7.373ms semisort= 13.129ms (keyed= 3.082ms group_by=  0.199ms per_group= 4.009ms)
[pe] round=  4 work=  1048576 frontier=  1048576 next=   524288 consolidate= 21.056ms frontier=  4.287ms semisort=  7.188ms (keyed= 0.990ms group_by=  0.107ms per_group= 2.779ms)
[pe] round=  5 work=   524288 frontier=   524288 next=   262144 consolidate= 10.654ms frontier=  3.084ms semisort=  4.150ms (keyed= 0.701ms group_by=  0.107ms per_group= 1.528ms)
[pe] round=  6 work=   262144 frontier=   262144 next=   131072 consolidate=  5.295ms frontier=  1.950ms semisort=  2.157ms (keyed= 0.471ms group_by=  0.119ms per_group= 0.538ms)
[pe] round=  7 work=   131072 frontier=   262144 next=    65536 consolidate=  4.337ms frontier=  0.550ms semisort=  1.854ms (keyed= 0.470ms group_by=  0.123ms per_group= 0.500ms)
[pe] round=  8 work=    65536 frontier=   131072 next=    32768 consolidate=  1.590ms frontier=  0.402ms semisort=  1.835ms (keyed= 0.053ms group_by=  0.842ms per_group= 0.461ms)
[pe] round=  9 work=    32768 frontier=    65536 next=    16384 consolidate=  0.963ms frontier=  0.282ms semisort=  1.231ms (keyed= 0.026ms group_by=  0.657ms per_group= 0.235ms)
[pe] round= 10 work=    16384 frontier=    32768 next=     8192 consolidate=  0.625ms frontier=  0.266ms semisort=  0.852ms (keyed= 0.033ms group_by=  0.411ms per_group= 0.168ms)
[pe] round= 11 work=     8192 frontier=    16384 next=     4096 consolidate=  1.737ms frontier=  0.285ms semisort=  0.761ms (keyed= 0.052ms group_by=  0.314ms per_group= 0.160ms)
[pe] round= 12 work=     4096 frontier=     8192 next=     2048 consolidate=  1.119ms frontier=  0.162ms semisort=  1.009ms (keyed= 0.024ms group_by=  0.568ms per_group= 0.288ms)
[pe] round= 13 work=     2048 frontier=     4096 next=     1024 consolidate=  0.484ms frontier=  0.096ms semisort=  0.452ms (keyed= 0.017ms group_by=  0.198ms per_group= 0.125ms)
[pe] round= 14 work=     1024 frontier=     2048 next=      512 consolidate=  0.284ms frontier=  0.074ms semisort=  0.351ms (keyed= 0.008ms group_by=  0.189ms per_group= 0.062ms)
[pe] round= 15 work=      512 frontier=     1024 next=      256 consolidate=  0.188ms frontier=  0.051ms semisort=  0.213ms (keyed= 0.004ms group_by=  0.058ms per_group= 0.052ms)
[pe] round= 16 work=      256 frontier=      512 next=      128 consolidate=  0.102ms frontier=  0.023ms semisort=  0.140ms (keyed= 0.002ms group_by=  0.029ms per_group= 0.047ms)
[pe] round= 17 work=      128 frontier=      256 next=       64 consolidate=  0.065ms frontier=  0.013ms semisort=  0.099ms (keyed= 0.002ms group_by=  0.016ms per_group= 0.036ms)
[pe] round= 18 work=       64 frontier=      128 next=       32 consolidate=  0.042ms frontier=  0.005ms semisort=  0.064ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.040ms)
[pe] round= 19 work=       32 frontier=       64 next=       16 consolidate=  0.044ms frontier=  0.004ms semisort=  0.026ms (keyed= 0.000ms group_by=  0.004ms per_group= 0.015ms)
[pe] round= 20 work=       16 frontier=       32 next=        8 consolidate=  0.032ms frontier=  0.003ms semisort=  0.009ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.004ms)
[pe] round= 21 work=        8 frontier=       16 next=        4 consolidate=  0.010ms frontier=  0.002ms semisort=  0.005ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 22 work=        4 frontier=        8 next=        2 consolidate=  0.005ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 23 work=        2 frontier=        4 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 24 work=        1 (tail-skip: all parents empty)
[pe] round=  0 work=      360 frontier= 11664000 next=  5832000 consolidate=  1.027ms frontier=  6.337ms semisort= 57.478ms (keyed=17.147ms group_by=  0.566ms per_group=16.814ms)
[pe] round=  1 work=  5832000 frontier=  7469696 next=  2097152 consolidate= 59.219ms frontier= 10.299ms semisort= 35.437ms (keyed= 9.993ms group_by=  0.586ms per_group= 8.155ms)
[pe] round=  2 work=  2097152 frontier=  4194304 next=  1637696 consolidate= 32.317ms frontier=  8.220ms semisort= 21.752ms (keyed= 5.478ms group_by=  0.341ms per_group= 5.781ms)
[pe] round=  3 work=  1637696 frontier=  2097152 next=  1048576 consolidate= 35.780ms frontier=  7.541ms semisort= 12.714ms (keyed= 2.883ms group_by=  0.161ms per_group= 3.986ms)
[pe] round=  4 work=  1048576 frontier=  1048576 next=   524288 consolidate= 16.402ms frontier=  4.425ms semisort=  8.018ms (keyed= 1.266ms group_by=  0.122ms per_group= 2.779ms)
[pe] round=  5 work=   524288 frontier=   524288 next=   262144 consolidate= 10.695ms frontier=  3.205ms semisort=  4.223ms (keyed= 0.717ms group_by=  0.123ms per_group= 1.582ms)
[pe] round=  6 work=   262144 frontier=   262144 next=   131072 consolidate=  5.365ms frontier=  2.136ms semisort=  2.116ms (keyed= 0.417ms group_by=  0.112ms per_group= 0.523ms)
[pe] round=  7 work=   131072 frontier=   262144 next=    65536 consolidate=  2.911ms frontier=  0.578ms semisort=  1.825ms (keyed= 0.439ms group_by=  0.132ms per_group= 0.530ms)
[pe] round=  8 work=    65536 frontier=   131072 next=    32768 consolidate=  1.609ms frontier=  0.389ms semisort=  1.878ms (keyed= 0.050ms group_by=  0.866ms per_group= 0.473ms)
[pe] round=  9 work=    32768 frontier=    65536 next=    16384 consolidate=  0.989ms frontier=  0.263ms semisort=  1.253ms (keyed= 0.038ms group_by=  0.691ms per_group= 0.228ms)
[pe] round= 10 work=    16384 frontier=    32768 next=     8192 consolidate=  0.673ms frontier=  0.267ms semisort=  0.872ms (keyed= 0.031ms group_by=  0.315ms per_group= 0.280ms)
[pe] round= 11 work=     8192 frontier=    16384 next=     4096 consolidate=  1.771ms frontier=  0.254ms semisort=  0.725ms (keyed= 0.032ms group_by=  0.307ms per_group= 0.169ms)
[pe] round= 12 work=     4096 frontier=     8192 next=     2048 consolidate=  0.926ms frontier=  0.179ms semisort=  0.856ms (keyed= 0.036ms group_by=  0.555ms per_group= 0.108ms)
[pe] round= 13 work=     2048 frontier=     4096 next=     1024 consolidate=  0.507ms frontier=  0.099ms semisort=  0.510ms (keyed= 0.016ms group_by=  0.314ms per_group= 0.076ms)
[pe] round= 14 work=     1024 frontier=     2048 next=      512 consolidate=  0.298ms frontier=  0.082ms semisort=  0.284ms (keyed= 0.014ms group_by=  0.103ms per_group= 0.065ms)
[pe] round= 15 work=      512 frontier=     1024 next=      256 consolidate=  0.161ms frontier=  0.061ms semisort=  0.227ms (keyed= 0.004ms group_by=  0.058ms per_group= 0.064ms)
[pe] round= 16 work=      256 frontier=      512 next=      128 consolidate=  0.085ms frontier=  0.022ms semisort=  0.117ms (keyed= 0.002ms group_by=  0.029ms per_group= 0.042ms)
[pe] round= 17 work=      128 frontier=      256 next=       64 consolidate=  0.064ms frontier=  0.016ms semisort=  0.086ms (keyed= 0.001ms group_by=  0.017ms per_group= 0.032ms)
[pe] round= 18 work=       64 frontier=      128 next=       32 consolidate=  0.047ms frontier=  0.006ms semisort=  0.060ms (keyed= 0.001ms group_by=  0.008ms per_group= 0.023ms)
[pe] round= 19 work=       32 frontier=       64 next=       16 consolidate=  0.038ms frontier=  0.004ms semisort=  0.035ms (keyed= 0.001ms group_by=  0.004ms per_group= 0.019ms)
[pe] round= 20 work=       16 frontier=       32 next=        8 consolidate=  0.029ms frontier=  0.003ms semisort=  0.009ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.004ms)
[pe] round= 21 work=        8 frontier=       16 next=        4 consolidate=  0.023ms frontier=  0.002ms semisort=  0.005ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 22 work=        4 frontier=        8 next=        2 consolidate=  0.008ms frontier=  0.002ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 23 work=        2 frontier=        4 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 24 work=        1 (tail-skip: all parents empty)
[pe] round=  0 work=      360 frontier= 11664000 next=  5832000 consolidate=  1.059ms frontier=  6.666ms semisort= 57.672ms (keyed=17.689ms group_by=  0.527ms per_group=16.701ms)
[pe] round=  1 work=  5832000 frontier=  7469696 next=  2097152 consolidate= 61.982ms frontier= 12.287ms semisort= 41.473ms (keyed=15.006ms group_by=  0.536ms per_group= 8.268ms)
[pe] round=  2 work=  2097152 frontier=  4194304 next=  1637696 consolidate= 41.952ms frontier=  8.350ms semisort= 21.710ms (keyed= 5.397ms group_by=  0.343ms per_group= 5.887ms)
[pe] round=  3 work=  1637696 frontier=  2097152 next=  1048576 consolidate= 26.700ms frontier=  7.832ms semisort= 12.272ms (keyed= 2.436ms group_by=  0.153ms per_group= 4.011ms)
[pe] round=  4 work=  1048576 frontier=  1048576 next=   524288 consolidate= 21.878ms frontier=  4.850ms semisort=  7.494ms (keyed= 1.203ms group_by=  0.145ms per_group= 2.800ms)
[pe] round=  5 work=   524288 frontier=   524288 next=   262144 consolidate= 10.706ms frontier=  2.622ms semisort=  4.155ms (keyed= 0.670ms group_by=  0.106ms per_group= 1.540ms)
[pe] round=  6 work=   262144 frontier=   262144 next=   131072 consolidate=  5.421ms frontier=  1.905ms semisort=  2.127ms (keyed= 0.455ms group_by=  0.117ms per_group= 0.527ms)
[pe] round=  7 work=   131072 frontier=   262144 next=    65536 consolidate=  2.985ms frontier=  0.846ms semisort=  1.687ms (keyed= 0.422ms group_by=  0.097ms per_group= 0.471ms)
[pe] round=  8 work=    65536 frontier=   131072 next=    32768 consolidate=  1.579ms frontier=  0.362ms semisort=  1.915ms (keyed= 0.052ms group_by=  0.914ms per_group= 0.473ms)
[pe] round=  9 work=    32768 frontier=    65536 next=    16384 consolidate=  0.947ms frontier=  0.302ms semisort=  1.232ms (keyed= 0.029ms group_by=  0.601ms per_group= 0.261ms)
[pe] round= 10 work=    16384 frontier=    32768 next=     8192 consolidate=  0.640ms frontier=  0.231ms semisort=  0.807ms (keyed= 0.029ms group_by=  0.337ms per_group= 0.187ms)
[pe] round= 11 work=     8192 frontier=    16384 next=     4096 consolidate=  1.814ms frontier=  0.239ms semisort=  0.710ms (keyed= 0.029ms group_by=  0.309ms per_group= 0.152ms)
[pe] round= 12 work=     4096 frontier=     8192 next=     2048 consolidate=  0.963ms frontier=  0.176ms semisort=  0.747ms (keyed= 0.014ms group_by=  0.484ms per_group= 0.096ms)
[pe] round= 13 work=     2048 frontier=     4096 next=     1024 consolidate=  0.516ms frontier=  0.092ms semisort=  0.401ms (keyed= 0.016ms group_by=  0.182ms per_group= 0.058ms)
[pe] round= 14 work=     1024 frontier=     2048 next=      512 consolidate=  0.283ms frontier=  0.078ms semisort=  0.277ms (keyed= 0.010ms group_by=  0.104ms per_group= 0.059ms)
[pe] round= 15 work=      512 frontier=     1024 next=      256 consolidate=  0.143ms frontier=  0.053ms semisort=  0.230ms (keyed= 0.004ms group_by=  0.077ms per_group= 0.051ms)
[pe] round= 16 work=      256 frontier=      512 next=      128 consolidate=  0.088ms frontier=  0.036ms semisort=  0.134ms (keyed= 0.002ms group_by=  0.038ms per_group= 0.042ms)
[pe] round= 17 work=      128 frontier=      256 next=       64 consolidate=  0.077ms frontier=  0.021ms semisort=  0.107ms (keyed= 0.001ms group_by=  0.017ms per_group= 0.042ms)
[pe] round= 18 work=       64 frontier=      128 next=       32 consolidate=  0.056ms frontier=  0.007ms semisort=  0.081ms (keyed= 0.001ms group_by=  0.009ms per_group= 0.038ms)
[pe] round= 19 work=       32 frontier=       64 next=       16 consolidate=  0.041ms frontier=  0.004ms semisort=  0.018ms (keyed= 0.000ms group_by=  0.004ms per_group= 0.009ms)
[pe] round= 20 work=       16 frontier=       32 next=        8 consolidate=  0.027ms frontier=  0.003ms semisort=  0.009ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.004ms)
[pe] round= 21 work=        8 frontier=       16 next=        4 consolidate=  0.018ms frontier=  0.002ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 22 work=        4 frontier=        8 next=        2 consolidate=  0.005ms frontier=  0.001ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 23 work=        2 frontier=        4 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 24 work=        1 (tail-skip: all parents empty)
[pe] round=  0 work=      360 frontier= 11664000 next=  5832000 consolidate=  0.964ms frontier=  5.734ms semisort= 56.144ms (keyed=16.660ms group_by=  0.515ms per_group=17.133ms)
[pe] round=  1 work=  5832000 frontier=  7469696 next=  2097152 consolidate= 61.031ms frontier= 12.345ms semisort= 35.736ms (keyed= 9.281ms group_by=  0.626ms per_group= 8.667ms)
[pe] round=  2 work=  2097152 frontier=  4194304 next=  1637696 consolidate= 35.316ms frontier=  9.519ms semisort= 24.685ms (keyed= 6.933ms group_by=  1.056ms per_group= 6.121ms)
[pe] round=  3 work=  1637696 frontier=  2097152 next=  1048576 consolidate= 36.659ms frontier=  6.767ms semisort= 13.275ms (keyed= 3.149ms group_by=  0.163ms per_group= 4.042ms)
[pe] round=  4 work=  1048576 frontier=  1048576 next=   524288 consolidate= 16.484ms frontier=  4.575ms semisort=  7.115ms (keyed= 1.138ms group_by=  0.114ms per_group= 2.809ms)
[pe] round=  5 work=   524288 frontier=   524288 next=   262144 consolidate= 10.755ms frontier=  2.746ms semisort=  4.319ms (keyed= 0.670ms group_by=  0.113ms per_group= 1.613ms)
[pe] round=  6 work=   262144 frontier=   262144 next=   131072 consolidate=  5.248ms frontier=  1.949ms semisort=  2.091ms (keyed= 0.420ms group_by=  0.090ms per_group= 0.550ms)
[pe] round=  7 work=   131072 frontier=   262144 next=    65536 consolidate=  3.122ms frontier=  0.565ms semisort=  1.777ms (keyed= 0.448ms group_by=  0.119ms per_group= 0.476ms)
[pe] round=  8 work=    65536 frontier=   131072 next=    32768 consolidate=  1.640ms frontier=  0.409ms semisort=  2.145ms (keyed= 0.055ms group_by=  1.001ms per_group= 0.508ms)
[pe] round=  9 work=    32768 frontier=    65536 next=    16384 consolidate=  0.967ms frontier=  0.344ms semisort=  1.192ms (keyed= 0.039ms group_by=  0.600ms per_group= 0.235ms)
[pe] round= 10 work=    16384 frontier=    32768 next=     8192 consolidate=  0.644ms frontier=  0.278ms semisort=  0.790ms (keyed= 0.023ms group_by=  0.340ms per_group= 0.198ms)
[pe] round= 11 work=     8192 frontier=    16384 next=     4096 consolidate=  1.789ms frontier=  0.278ms semisort=  0.717ms (keyed= 0.023ms group_by=  0.316ms per_group= 0.165ms)
[pe] round= 12 work=     4096 frontier=     8192 next=     2048 consolidate=  0.955ms frontier=  0.174ms semisort=  0.753ms (keyed= 0.026ms group_by=  0.468ms per_group= 0.099ms)
[pe] round= 13 work=     2048 frontier=     4096 next=     1024 consolidate=  0.509ms frontier=  0.117ms semisort=  0.429ms (keyed= 0.011ms group_by=  0.203ms per_group= 0.110ms)
[pe] round= 14 work=     1024 frontier=     2048 next=      512 consolidate=  0.255ms frontier=  0.083ms semisort=  0.295ms (keyed= 0.013ms group_by=  0.102ms per_group= 0.071ms)
[pe] round= 15 work=      512 frontier=     1024 next=      256 consolidate=  0.160ms frontier=  0.053ms semisort=  0.197ms (keyed= 0.004ms group_by=  0.061ms per_group= 0.050ms)
[pe] round= 16 work=      256 frontier=      512 next=      128 consolidate=  0.087ms frontier=  0.029ms semisort=  0.168ms (keyed= 0.002ms group_by=  0.031ms per_group= 0.040ms)
[pe] round= 17 work=      128 frontier=      256 next=       64 consolidate=  0.080ms frontier=  0.013ms semisort=  0.084ms (keyed= 0.002ms group_by=  0.017ms per_group= 0.033ms)
[pe] round= 18 work=       64 frontier=      128 next=       32 consolidate=  0.044ms frontier=  0.007ms semisort=  0.061ms (keyed= 0.001ms group_by=  0.008ms per_group= 0.026ms)
[pe] round= 19 work=       32 frontier=       64 next=       16 consolidate=  0.034ms frontier=  0.004ms semisort=  0.026ms (keyed= 0.001ms group_by=  0.004ms per_group= 0.009ms)
[pe] round= 20 work=       16 frontier=       32 next=        8 consolidate=  0.034ms frontier=  0.003ms semisort=  0.009ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.004ms)
[pe] round= 21 work=        8 frontier=       16 next=        4 consolidate=  0.018ms frontier=  0.002ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 22 work=        4 frontier=        8 next=        2 consolidate=  0.006ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 23 work=        2 frontier=        4 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 24 work=        1 (tail-skip: all parents empty)
[pe-async] round=  0 R=2 dirty= 11664000 runs=  5832000 filter=  6.352ms semisort= 27.574ms
[pe-async] round=  1 R=3 dirty=  7469696 runs=  5372544 filter=  6.024ms semisort= 23.784ms
[pe-async] round=  2 R=4 dirty=  4194304 runs=  2556608 filter=  6.571ms semisort=  9.244ms
[pe-async] round=  3 R=5 dirty=  2097152 runs=  1048576 filter=  6.392ms semisort=  5.933ms
[pe-async] round=  4 R=6 dirty=  1048576 runs=   524288 filter=  5.811ms semisort=  3.404ms
