[gates_bench] ./miter-cc-benchmarks/hwmcc12_with_not/6s163-ands-opt.gates ...
  literals=5133510  NOT=2412539  gates=6042399  total_classes=13588448  read=0.076s parse=0.069s build=0.234s
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 83.059ms frontier= 15.980ms semisort= 32.543ms (keyed=16.231ms group_by=  0.937ms per_group= 2.535ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 60.925ms frontier= 11.654ms semisort= 29.913ms (keyed=14.166ms group_by=  0.731ms per_group= 2.510ms)
[pe] round=  1 work=    15676 frontier=   140514 next=    15213 consolidate=  0.786ms frontier=  0.275ms semisort=  2.077ms (keyed= 0.091ms group_by=  1.039ms per_group= 0.390ms)
[pe] round=  2 work=    15213 frontier=    79174 next=     1028 consolidate=  0.707ms frontier=  0.243ms semisort=  1.442ms (keyed= 0.033ms group_by=  0.810ms per_group= 0.208ms)
[pe] round=  3 work=     1028 frontier=    21790 next=      729 consolidate=  0.259ms frontier=  0.079ms semisort=  0.754ms (keyed= 0.022ms group_by=  0.317ms per_group= 0.227ms)
[pe] round=  4 work=      729 frontier=    11103 next=     1581 consolidate=  0.206ms frontier=  0.055ms semisort=  0.477ms (keyed= 0.015ms group_by=  0.183ms per_group= 0.134ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.390ms frontier=  0.068ms semisort=  0.858ms (keyed= 0.017ms group_by=  0.596ms per_group= 0.118ms)
[pe] round=  6 work=     1320 frontier=     2863 next=      110 consolidate=  0.315ms frontier=  0.072ms semisort=  0.513ms (keyed= 0.013ms group_by=  0.352ms per_group= 0.063ms)
[pe] round=  7 work=      110 frontier=      579 next=       71 consolidate=  0.047ms frontier=  0.010ms semisort=  0.127ms (keyed= 0.003ms group_by=  0.035ms per_group= 0.049ms)
[pe] round=  8 work=       71 frontier=     1350 next=       36 consolidate=  0.049ms frontier=  0.008ms semisort=  0.196ms (keyed= 0.004ms group_by=  0.118ms per_group= 0.028ms)
[pe] round=  9 work=       36 frontier=      706 next=       14 consolidate=  0.030ms frontier=  0.005ms semisort=  0.111ms (keyed= 0.002ms group_by=  0.048ms per_group= 0.022ms)
[pe] round= 10 work=       14 frontier=       57 next=       13 consolidate=  0.015ms frontier=  0.002ms semisort=  0.032ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.010ms)
[pe] round= 11 work=       13 frontier=       54 next=       11 consolidate=  0.028ms frontier=  0.002ms semisort=  0.031ms (keyed= 0.000ms group_by=  0.004ms per_group= 0.017ms)
[pe] round= 12 work=       11 frontier=       41 next=       10 consolidate=  0.024ms frontier=  0.002ms semisort=  0.015ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.006ms)
[pe] round= 13 work=       10 frontier=       39 next=        9 consolidate=  0.016ms frontier=  0.002ms semisort=  0.012ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.005ms)
[pe] round= 14 work=        9 frontier=       26 next=        6 consolidate=  0.019ms frontier=  0.003ms semisort=  0.008ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.003ms)
[pe] round= 15 work=        6 frontier=       17 next=        3 consolidate=  0.012ms frontier=  0.002ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 16 work=        3 frontier=        8 next=        2 consolidate=  0.007ms frontier=  0.001ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.002ms)
[pe] round= 17 work=        2 frontier=        6 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 18 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 19 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 20 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 65.046ms frontier=  9.970ms semisort= 35.365ms (keyed=19.568ms group_by=  0.743ms per_group= 2.552ms)
[pe] round=  1 work=    15676 frontier=   140514 next=    15213 consolidate=  0.781ms frontier=  0.273ms semisort=  2.283ms (keyed= 0.090ms group_by=  1.193ms per_group= 0.438ms)
[pe] round=  2 work=    15213 frontier=    79174 next=     1028 consolidate=  0.700ms frontier=  0.266ms semisort=  1.706ms (keyed= 0.027ms group_by=  1.067ms per_group= 0.211ms)
[pe] round=  3 work=     1028 frontier=    21790 next=      729 consolidate=  0.275ms frontier=  0.070ms semisort=  0.764ms (keyed= 0.046ms group_by=  0.308ms per_group= 0.222ms)
[pe] round=  4 work=      729 frontier=    11103 next=     1581 consolidate=  0.211ms frontier=  0.048ms semisort=  0.463ms (keyed= 0.017ms group_by=  0.159ms per_group= 0.141ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.419ms frontier=  0.076ms semisort=  0.872ms (keyed= 0.023ms group_by=  0.584ms per_group= 0.138ms)
[pe] round=  6 work=     1320 frontier=     2863 next=      110 consolidate=  0.362ms frontier=  0.064ms semisort=  0.314ms (keyed= 0.010ms group_by=  0.157ms per_group= 0.068ms)
[pe] round=  7 work=      110 frontier=      579 next=       71 consolidate=  0.036ms frontier=  0.010ms semisort=  0.110ms (keyed= 0.003ms group_by=  0.033ms per_group= 0.031ms)
[pe] round=  8 work=       71 frontier=     1350 next=       36 consolidate=  0.035ms frontier=  0.006ms semisort=  0.160ms (keyed= 0.005ms group_by=  0.074ms per_group= 0.034ms)
[pe] round=  9 work=       36 frontier=      706 next=       14 consolidate=  0.030ms frontier=  0.005ms semisort=  0.116ms (keyed= 0.002ms group_by=  0.057ms per_group= 0.021ms)
[pe] round= 10 work=       14 frontier=       57 next=       13 consolidate=  0.016ms frontier=  0.003ms semisort=  0.027ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.008ms)
[pe] round= 11 work=       13 frontier=       54 next=       11 consolidate=  0.018ms frontier=  0.002ms semisort=  0.024ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.012ms)
[pe] round= 12 work=       11 frontier=       41 next=       10 consolidate=  0.018ms frontier=  0.003ms semisort=  0.014ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.006ms)
[pe] round= 13 work=       10 frontier=       39 next=        9 consolidate=  0.010ms frontier=  0.002ms semisort=  0.010ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.004ms)
[pe] round= 14 work=        9 frontier=       26 next=        6 consolidate=  0.010ms frontier=  0.002ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 15 work=        6 frontier=       17 next=        3 consolidate=  0.013ms frontier=  0.002ms semisort=  0.007ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 16 work=        3 frontier=        8 next=        2 consolidate=  0.009ms frontier=  0.001ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 17 work=        2 frontier=        6 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 18 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 19 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 20 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 65.265ms frontier= 13.803ms semisort= 35.089ms (keyed=19.397ms group_by=  0.696ms per_group= 2.519ms)
[pe] round=  1 work=    15676 frontier=   140514 next=    15213 consolidate=  0.780ms frontier=  0.294ms semisort=  2.197ms (keyed= 0.090ms group_by=  1.143ms per_group= 0.386ms)
[pe] round=  2 work=    15213 frontier=    79174 next=     1028 consolidate=  0.693ms frontier=  0.229ms semisort=  1.710ms (keyed= 0.023ms group_by=  1.091ms per_group= 0.199ms)
[pe] round=  3 work=     1028 frontier=    21790 next=      729 consolidate=  0.282ms frontier=  0.083ms semisort=  0.774ms (keyed= 0.023ms group_by=  0.357ms per_group= 0.207ms)
[pe] round=  4 work=      729 frontier=    11103 next=     1581 consolidate=  0.206ms frontier=  0.060ms semisort=  0.480ms (keyed= 0.025ms group_by=  0.199ms per_group= 0.117ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.409ms frontier=  0.087ms semisort=  0.946ms (keyed= 0.023ms group_by=  0.681ms per_group= 0.121ms)
[pe] round=  6 work=     1320 frontier=     2863 next=      110 consolidate=  0.383ms frontier=  0.065ms semisort=  0.353ms (keyed= 0.015ms group_by=  0.185ms per_group= 0.082ms)
[pe] round=  7 work=      110 frontier=      579 next=       71 consolidate=  0.040ms frontier=  0.010ms semisort=  0.121ms (keyed= 0.003ms group_by=  0.038ms per_group= 0.029ms)
[pe] round=  8 work=       71 frontier=     1350 next=       36 consolidate=  0.038ms frontier=  0.006ms semisort=  0.164ms (keyed= 0.005ms group_by=  0.084ms per_group= 0.027ms)
[pe] round=  9 work=       36 frontier=      706 next=       14 consolidate=  0.036ms frontier=  0.006ms semisort=  0.110ms (keyed= 0.002ms group_by=  0.036ms per_group= 0.024ms)
[pe] round= 10 work=       14 frontier=       57 next=       13 consolidate=  0.013ms frontier=  0.003ms semisort=  0.019ms (keyed= 0.001ms group_by=  0.004ms per_group= 0.006ms)
[pe] round= 11 work=       13 frontier=       54 next=       11 consolidate=  0.012ms frontier=  0.002ms semisort=  0.020ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.008ms)
[pe] round= 12 work=       11 frontier=       41 next=       10 consolidate=  0.014ms frontier=  0.002ms semisort=  0.017ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.007ms)
[pe] round= 13 work=       10 frontier=       39 next=        9 consolidate=  0.014ms frontier=  0.002ms semisort=  0.012ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.005ms)
[pe] round= 14 work=        9 frontier=       26 next=        6 consolidate=  0.012ms frontier=  0.002ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 15 work=        6 frontier=       17 next=        3 consolidate=  0.007ms frontier=  0.001ms semisort=  0.005ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 16 work=        3 frontier=        8 next=        2 consolidate=  0.004ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 17 work=        2 frontier=        6 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 18 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 19 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 20 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 64.593ms frontier= 13.059ms semisort= 33.445ms (keyed=17.874ms group_by=  0.677ms per_group= 2.500ms)
[pe] round=  1 work=    15676 frontier=   140514 next=    15213 consolidate=  0.798ms frontier=  0.274ms semisort=  2.290ms (keyed= 0.089ms group_by=  1.236ms per_group= 0.396ms)
[pe] round=  2 work=    15213 frontier=    79174 next=     1028 consolidate=  0.708ms frontier=  0.247ms semisort=  1.751ms (keyed= 0.022ms group_by=  1.079ms per_group= 0.205ms)
[pe] round=  3 work=     1028 frontier=    21790 next=      729 consolidate=  0.319ms frontier=  0.071ms semisort=  0.862ms (keyed= 0.035ms group_by=  0.425ms per_group= 0.205ms)
[pe] round=  4 work=      729 frontier=    11103 next=     1581 consolidate=  0.236ms frontier=  0.067ms semisort=  0.496ms (keyed= 0.018ms group_by=  0.179ms per_group= 0.137ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.407ms frontier=  0.078ms semisort=  1.103ms (keyed= 0.018ms group_by=  0.803ms per_group= 0.148ms)
[pe] round=  6 work=     1320 frontier=     2863 next=      110 consolidate=  0.341ms frontier=  0.071ms semisort=  0.361ms (keyed= 0.011ms group_by=  0.223ms per_group= 0.051ms)
[pe] round=  7 work=      110 frontier=      579 next=       71 consolidate=  0.047ms frontier=  0.010ms semisort=  0.117ms (keyed= 0.002ms group_by=  0.038ms per_group= 0.032ms)
[pe] round=  8 work=       71 frontier=     1350 next=       36 consolidate=  0.044ms frontier=  0.008ms semisort=  0.153ms (keyed= 0.005ms group_by=  0.055ms per_group= 0.041ms)
[pe] round=  9 work=       36 frontier=      706 next=       14 consolidate=  0.036ms frontier=  0.005ms semisort=  0.104ms (keyed= 0.003ms group_by=  0.045ms per_group= 0.019ms)
[pe] round= 10 work=       14 frontier=       57 next=       13 consolidate=  0.017ms frontier=  0.002ms semisort=  0.026ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.009ms)
[pe] round= 11 work=       13 frontier=       54 next=       11 consolidate=  0.014ms frontier=  0.002ms semisort=  0.017ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.006ms)
[pe] round= 12 work=       11 frontier=       41 next=       10 consolidate=  0.017ms frontier=  0.002ms semisort=  0.017ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.008ms)
[pe] round= 13 work=       10 frontier=       39 next=        9 consolidate=  0.015ms frontier=  0.002ms semisort=  0.012ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.005ms)
[pe] round= 14 work=        9 frontier=       26 next=        6 consolidate=  0.012ms frontier=  0.002ms semisort=  0.008ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.003ms)
[pe] round= 15 work=        6 frontier=       17 next=        3 consolidate=  0.019ms frontier=  0.002ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 16 work=        3 frontier=        8 next=        2 consolidate=  0.007ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 17 work=        2 frontier=        6 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 18 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 19 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 20 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 66.626ms frontier= 11.632ms semisort= 26.873ms (keyed=11.476ms group_by=  0.708ms per_group= 2.481ms)
[pe] round=  1 work=    15676 frontier=   140514 next=    15213 consolidate=  0.823ms frontier=  0.279ms semisort=  2.315ms (keyed= 0.097ms group_by=  1.252ms per_group= 0.393ms)
[pe] round=  2 work=    15213 frontier=    79174 next=     1028 consolidate=  0.681ms frontier=  0.204ms semisort=  1.780ms (keyed= 0.028ms group_by=  1.117ms per_group= 0.214ms)
[pe] round=  3 work=     1028 frontier=    21790 next=      729 consolidate=  0.303ms frontier=  0.068ms semisort=  0.815ms (keyed= 0.029ms group_by=  0.438ms per_group= 0.161ms)
[pe] round=  4 work=      729 frontier=    11103 next=     1581 consolidate=  0.212ms frontier=  0.053ms semisort=  0.497ms (keyed= 0.019ms group_by=  0.170ms per_group= 0.158ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.406ms frontier=  0.077ms semisort=  1.150ms (keyed= 0.022ms group_by=  0.879ms per_group= 0.107ms)
