file,suite,n_gates,n_literals,n_not_terms,total_classes,algorithm,trial,parlay_threads,read_s,parse_s,build_s,close_ms
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,nelson_simple_inline,3,1,0.405444,0.319524,0.595439,759.4326
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,nelson_simple_inline,4,1,0.405444,0.319524,0.595439,755.1125
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,nelson_simple_inline,0,1,0.176880,0.139957,0.270506,299.8772
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,nelson_simple_inline,1,1,0.176880,0.139957,0.270506,292.3201
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,nelson_simple_inline,2,1,0.176880,0.139957,0.270506,293.2986
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,nelson_simple_inline,3,1,0.176880,0.139957,0.270506,290.9030
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,nelson_simple_inline,4,1,0.176880,0.139957,0.270506,292.6846
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,nelson_simple_inline,0,1,0.145304,0.119183,0.208241,216.4489
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,nelson_simple_inline,1,1,0.145304,0.119183,0.208241,213.9842
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,nelson_simple_inline,2,1,0.145304,0.119183,0.208241,213.2211
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,nelson_simple_inline,3,1,0.145304,0.119183,0.208241,211.5281
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,nelson_simple_inline,4,1,0.145304,0.119183,0.208241,211.7027
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,nelson_simple_inline,0,1,0.492359,0.365353,0.681239,880.5622
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,nelson_simple_inline,1,1,0.492359,0.365353,0.681239,875.3783
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,nelson_simple_inline,2,1,0.492359,0.365353,0.681239,894.5020
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,nelson_simple_inline,3,1,0.492359,0.365353,0.681239,886.9771
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,nelson_simple_inline,4,1,0.492359,0.365353,0.681239,877.5007
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,nelson_simple_inline,0,1,0.335205,0.303236,0.523476,621.5378
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,nelson_simple_inline,1,1,0.335205,0.303236,0.523476,617.4200
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,nelson_simple_inline,2,1,0.335205,0.303236,0.523476,615.0147
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,nelson_simple_inline,3,1,0.335205,0.303236,0.523476,618.5112
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,nelson_simple_inline,4,1,0.335205,0.303236,0.523476,621.4961
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,nelson_simple_inline,0,1,0.422296,0.359628,0.733410,1057.8870
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,nelson_simple_inline,1,1,0.422296,0.359628,0.733410,1048.5182
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,nelson_simple_inline,2,1,0.422296,0.359628,0.733410,1056.2263
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,nelson_simple_inline,3,1,0.422296,0.359628,0.733410,1054.7017
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,nelson_simple_inline,4,1,0.422296,0.359628,0.733410,1056.4884
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,nelson_simple_inline,0,1,0.469437,0.365462,0.714106,1013.8026
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,nelson_simple_inline,1,1,0.469437,0.365462,0.714106,1011.9825
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,nelson_simple_inline,2,1,0.469437,0.365462,0.714106,1013.4526
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,nelson_simple_inline,3,1,0.469437,0.365462,0.714106,1031.3355
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,nelson_simple_inline,4,1,0.469437,0.365462,0.714106,1022.5755
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,nelson_simple_inline,0,1,0.736197,0.580068,1.154663,1584.9845
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,nelson_simple_inline,1,1,0.736197,0.580068,1.154663,1610.1717
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,nelson_simple_inline,2,1,0.736197,0.580068,1.154663,1627.7016
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,nelson_simple_inline,3,1,0.736197,0.580068,1.154663,1619.3125
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,nelson_simple_inline,4,1,0.736197,0.580068,1.154663,1623.5178
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,nelson_simple_inline,0,1,0.795515,0.601492,1.119829,1509.5975
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,nelson_simple_inline,1,1,0.795515,0.601492,1.119829,1541.3261
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,nelson_simple_inline,2,1,0.795515,0.601492,1.119829,1543.5336
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,nelson_simple_inline,3,1,0.795515,0.601492,1.119829,1536.5495
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,nelson_simple_inline,4,1,0.795515,0.601492,1.119829,1508.9987
6s114-ands-opt.gates,hwmcc12_with_not,4017244,3710951,1561263,9289458,nelson_simple_inline,0,1,0.495799,0.434284,0.890507,1240.8805
6s114-ands-opt.gates,hwmcc12_with_not,4017244,3710951,1561263,9289458,nelson_simple_inline,1,1,0.495799,0.434284,0.890507,1248.3310
6s114-ands-opt.gates,hwmcc12_with_not,4017244,3710951,1561263,9289458,nelson_simple_inline,2,1,0.495799,0.434284,0.890507,1236.0859
6s114-ands-opt.gates,hwmcc12_with_not,4017244,3710951,1561263,9289458,nelson_simple_inline,3,1,0.495799,0.434284,0.890507,1245.1580
6s114-ands-opt.gates,hwmcc12_with_not,4017244,3710951,1561263,9289458,nelson_simple_inline,4,1,0.495799,0.434284,0.890507,1251.2238
6s114-xits-opt.gates,hwmcc12_with_not,4390625,3211512,1061874,8664011,nelson_simple_inline,0,1,0.604159,0.474731,0.916005,1225.8733
6s114-xits-opt.gates,hwmcc12_with_not,4390625,3211512,1061874,8664011,nelson_simple_inline,1,1,0.604159,0.474731,0.916005,1219.8463
6s114-xits-opt.gates,hwmcc12_with_not,4390625,3211512,1061874,8664011,nelson_simple_inline,2,1,0.604159,0.474731,0.916005,1237.6967
6s114-xits-opt.gates,hwmcc12_with_not,4390625,3211512,1061874,8664011,nelson_simple_inline,3,1,0.604159,0.474731,0.916005,1249.3672
6s114-xits-opt.gates,hwmcc12_with_not,4390625,3211512,1061874,8664011,nelson_simple_inline,4,1,0.604159,0.474731,0.916005,1228.1730
6s117-ands-opt.gates,hwmcc12_with_not,2213528,1880426,831949,4925903,nelson_simple_inline,0,1,0.280715,0.224359,0.473584,674.3731
6s117-ands-opt.gates,hwmcc12_with_not,2213528,1880426,831949,4925903,nelson_simple_inline,1,1,0.280715,0.224359,0.473584,666.4838
6s117-ands-opt.gates,hwmcc12_with_not,2213528,1880426,831949,4925903,nelson_simple_inline,2,1,0.280715,0.224359,0.473584,669.9418
6s117-ands-opt.gates,hwmcc12_with_not,2213528,1880426,831949,4925903,nelson_simple_inline,3,1,0.280715,0.224359,0.473584,665.4658
6s117-ands-opt.gates,hwmcc12_with_not,2213528,1880426,831949,4925903,nelson_simple_inline,4,1,0.280715,0.224359,0.473584,672.3581
6s117-xits-opt.gates,hwmcc12_with_not,2292599,1588740,540263,4421602,nelson_simple_inline,0,1,0.292760,0.227503,0.476141,630.3064
6s117-xits-opt.gates,hwmcc12_with_not,2292599,1588740,540263,4421602,nelson_simple_inline,1,1,0.292760,0.227503,0.476141,625.7887
6s117-xits-opt.gates,hwmcc12_with_not,2292599,1588740,540263,4421602,nelson_simple_inline,2,1,0.292760,0.227503,0.476141,627.9334
6s117-xits-opt.gates,hwmcc12_with_not,2292599,1588740,540263,4421602,nelson_simple_inline,3,1,0.292760,0.227503,0.476141,626.4443
6s117-xits-opt.gates,hwmcc12_with_not,2292599,1588740,540263,4421602,nelson_simple_inline,4,1,0.292760,0.227503,0.476141,628.3830
6s125-ands-opt.gates,hwmcc12_with_not,15232733,13211558,5806462,34250753,nelson_simple_inline,0,1,2.283740,1.702080,3.522076,5508.6880
6s125-ands-opt.gates,hwmcc12_with_not,15232733,13211558,5806462,34250753,nelson_simple_inline,1,1,2.283740,1.702080,3.522076,5506.7646
6s125-ands-opt.gates,hwmcc12_with_not,15232733,13211558,5806462,34250753,nelson_simple_inline,2,1,2.283740,1.702080,3.522076,5514.9971
6s125-ands-opt.gates,hwmcc12_with_not,15232733,13211558,5806462,34250753,nelson_simple_inline,3,1,2.283740,1.702080,3.522076,5563.8283
6s125-ands-opt.gates,hwmcc12_with_not,15232733,13211558,5806462,34250753,nelson_simple_inline,4,1,2.283740,1.702080,3.522076,5517.3405
6s125-xits-opt.gates,hwmcc12_with_not,14734601,10526836,3121730,28383167,nelson_simple_inline,0,1,2.252233,1.652822,3.068094,4854.4821
6s125-xits-opt.gates,hwmcc12_with_not,14734601,10526836,3121730,28383167,nelson_simple_inline,1,1,2.252233,1.652822,3.068094,4899.3092
6s125-xits-opt.gates,hwmcc12_with_not,14734601,10526836,3121730,28383167,nelson_simple_inline,2,1,2.252233,1.652822,3.068094,4908.0986
6s125-xits-opt.gates,hwmcc12_with_not,14734601,10526836,3121730,28383167,nelson_simple_inline,3,1,2.252233,1.652822,3.068094,4900.6200
6s125-xits-opt.gates,hwmcc12_with_not,14734601,10526836,3121730,28383167,nelson_simple_inline,4,1,2.252233,1.652822,3.068094,4917.9597
6s163-ands-opt.gates,hwmcc12_with_not,6042399,5133510,2412539,13588448,nelson_simple_inline,0,1,0.701291,0.652294,1.303523,1948.1315
6s163-ands-opt.gates,hwmcc12_with_not,6042399,5133510,2412539,13588448,nelson_simple_inline,1,1,0.701291,0.652294,1.303523,1944.2838
6s163-ands-opt.gates,hwmcc12_with_not,6042399,5133510,2412539,13588448,nelson_simple_inline,2,1,0.701291,0.652294,1.303523,1949.0987
6s163-ands-opt.gates,hwmcc12_with_not,6042399,5133510,2412539,13588448,nelson_simple_inline,3,1,0.701291,0.652294,1.303523,1946.9400
6s163-ands-opt.gates,hwmcc12_with_not,6042399,5133510,2412539,13588448,nelson_simple_inline,4,1,0.701291,0.652294,1.303523,1933.0309
6s163-xits-opt.gates,hwmcc12_with_not,5675417,3836213,1115222,10626852,nelson_simple_inline,0,1,0.770275,0.619664,1.159487,1404.3258
6s163-xits-opt.gates,hwmcc12_with_not,5675417,3836213,1115222,10626852,nelson_simple_inline,1,1,0.770275,0.619664,1.159487,1427.4362
6s163-xits-opt.gates,hwmcc12_with_not,5675417,3836213,1115222,10626852,nelson_simple_inline,2,1,0.770275,0.619664,1.159487,1433.0102
6s163-xits-opt.gates,hwmcc12_with_not,5675417,3836213,1115222,10626852,nelson_simple_inline,3,1,0.770275,0.619664,1.159487,1394.5317
6s163-xits-opt.gates,hwmcc12_with_not,5675417,3836213,1115222,10626852,nelson_simple_inline,4,1,0.770275,0.619664,1.159487,1405.0587
