file,expected,algorithm,threads,trial,result,wall_s,read_s,parse_s,build_s,close_s,check_s,dtor_s,error
arrays-ops.1.ground.smt2,,par_async,32,0,unsat,0.008274,0.000100,0.000570,0.003410,0.000460,0.000000,0.000030,
arrays-ops.1.ground.smt2,,par_async,64,0,unsat,0.014007,0.000130,0.000640,0.007030,0.000580,0.000000,0.000500,
arrays-ops.1.ground.smt2,,par_async,128,0,unsat,0.022448,0.000170,0.000640,0.009720,0.001260,0.000000,0.002520,
arrays-ops.2.ground.smt2,,nelson_topo_iter,1,0,unsat,0.028631,0.021530,0.001400,0.002430,0.000170,0.000000,0.000020,
arrays-ops.2.ground.smt2,,par_async,1,0,unsat,0.007899,0.000420,0.001420,0.002300,0.000230,0.000000,0.000020,
arrays-ops.2.ground.smt2,,par_async,2,0,unsat,0.008412,0.000230,0.001430,0.002480,0.000280,0.000000,0.000060,
arrays-ops.2.ground.smt2,,par_async,4,0,unsat,0.008667,0.000230,0.001420,0.002600,0.000400,0.000000,0.000070,
arrays-ops.2.ground.smt2,,par_async,8,0,unsat,0.008292,0.000210,0.001420,0.002970,0.000460,0.000000,0.000060,
arrays-ops.2.ground.smt2,,par_async,16,0,unsat,0.009175,0.000200,0.001430,0.003500,0.000770,0.000000,0.000050,
arrays-ops.2.ground.smt2,,par_async,32,0,unsat,0.010898,0.000210,0.001400,0.004720,0.000880,0.000000,0.000070,
arrays-ops.2.ground.smt2,,par_async,64,0,unsat,0.016213,0.000220,0.001430,0.007530,0.001010,0.000000,0.000360,
arrays-ops.2.ground.smt2,,par_async,128,0,unsat,0.024565,0.000220,0.001440,0.010420,0.003500,0.000000,0.002320,
arrays-ops.3.ground.smt2,,nelson_topo_iter,1,0,unsat,0.043504,0.035870,0.001810,0.002250,0.000120,0.000000,0.000020,
arrays-ops.3.ground.smt2,,par_async,1,0,unsat,0.008276,0.000400,0.001460,0.002370,0.000240,0.000000,0.000020,
arrays-ops.3.ground.smt2,,par_async,2,0,unsat,0.008481,0.000230,0.001470,0.002500,0.000370,0.000000,0.000020,
arrays-ops.3.ground.smt2,,par_async,4,0,unsat,0.007838,0.000200,0.001460,0.002620,0.000480,0.000000,0.000100,
arrays-ops.3.ground.smt2,,par_async,8,0,unsat,0.008687,0.000210,0.001640,0.002910,0.000500,0.000000,0.000060,
arrays-ops.3.ground.smt2,,par_async,16,0,unsat,0.009231,0.000220,0.001450,0.003520,0.000710,0.000000,0.000060,
arrays-ops.3.ground.smt2,,par_async,32,0,unsat,0.011964,0.000240,0.001460,0.004840,0.000590,0.000000,0.000060,
arrays-ops.3.ground.smt2,,par_async,64,0,unsat,0.017519,0.000230,0.001450,0.009130,0.001370,0.000000,0.000530,
arrays-ops.3.ground.smt2,,par_async,128,0,unsat,0.032709,0.000220,0.001460,0.015220,0.006600,0.000000,0.001530,
arrays-ops.4.ground.smt2,,nelson_topo_iter,1,0,unsat,0.024376,0.016740,0.001840,0.002710,0.000100,0.000000,0.000020,
arrays-ops.4.ground.smt2,,par_async,1,0,unsat,0.008486,0.000410,0.001900,0.002480,0.000230,0.000000,0.000010,
arrays-ops.4.ground.smt2,,par_async,2,0,unsat,0.008656,0.000240,0.001830,0.002660,0.000290,0.000000,0.000030,
arrays-ops.4.ground.smt2,,par_async,4,0,unsat,0.008470,0.000250,0.001830,0.002800,0.000440,0.000000,0.000040,
arrays-ops.4.ground.smt2,,par_async,8,0,unsat,0.008965,0.000240,0.001830,0.003120,0.000560,0.000000,0.000060,
arrays-ops.4.ground.smt2,,par_async,16,0,unsat,0.010227,0.000430,0.001840,0.003860,0.000630,0.000000,0.000070,
arrays-ops.4.ground.smt2,,par_async,32,0,unsat,0.012034,0.000250,0.001880,0.005080,0.000600,0.000000,0.000200,
arrays-ops.4.ground.smt2,,par_async,64,0,unsat,0.019259,0.000230,0.001840,0.009040,0.001930,0.000000,0.000220,
arrays-ops.4.ground.smt2,,par_async,128,0,unsat,0.032395,0.000230,0.001850,0.013980,0.006710,0.000000,0.002000,
arrays-outputs.0.ground.smt2,,nelson_topo_iter,1,0,unsat,1.384981,0.557510,0.339680,0.340720,0.042500,0.000000,0.002620,
arrays-outputs.0.ground.smt2,,par_async,1,0,unsat,0.893354,0.015250,0.338070,0.328460,0.104120,0.000000,0.001490,
arrays-outputs.0.ground.smt2,,par_async,2,0,unsat,0.846985,0.015470,0.329590,0.323330,0.066180,0.000000,0.003960,
arrays-outputs.0.ground.smt2,,par_async,4,0,unsat,0.851306,0.015400,0.335030,0.327280,0.054810,0.000000,0.007670,
arrays-outputs.0.ground.smt2,,par_async,8,0,unsat,0.830509,0.015510,0.333320,0.326440,0.036160,0.000000,0.008560,
arrays-outputs.0.ground.smt2,,par_async,16,0,unsat,0.828334,0.014490,0.336330,0.326300,0.033430,0.000000,0.008530,
arrays-outputs.0.ground.smt2,,par_async,32,0,unsat,0.829325,0.015840,0.329900,0.331110,0.031230,0.000000,0.009560,
arrays-outputs.0.ground.smt2,,par_async,64,0,unsat,0.851761,0.015060,0.334960,0.333320,0.039770,0.000000,0.011640,
arrays-outputs.0.ground.smt2,,par_async,128,0,unsat,0.965136,0.016210,0.338170,0.348650,0.116680,0.000000,0.015480,
demo.1.ground.smt2,,nelson_topo_iter,1,0,unsat,1.763411,0.725730,0.392990,0.460690,0.040760,0.000000,0.003420,
demo.1.ground.smt2,,par_async,1,0,unsat,1.143707,0.020980,0.398360,0.435480,0.145900,0.000000,0.002540,
demo.1.ground.smt2,,par_async,2,0,unsat,1.081284,0.020130,0.392910,0.434720,0.085700,0.000000,0.004670,
demo.1.ground.smt2,,par_async,4,0,unsat,1.064373,0.019020,0.395210,0.432640,0.064020,0.000000,0.009840,
demo.1.ground.smt2,,par_async,8,0,unsat,1.057088,0.021160,0.392200,0.440290,0.045470,0.000000,0.010420,
demo.1.ground.smt2,,par_async,16,0,unsat,1.045195,0.020470,0.392000,0.436510,0.040750,0.000000,0.012330,
demo.1.ground.smt2,,par_async,32,0,unsat,1.064524,0.021620,0.397750,0.445630,0.038940,0.000000,0.013300,
demo.1.ground.smt2,,par_async,64,0,unsat,1.058792,0.019850,0.391750,0.435610,0.046590,0.000000,0.014890,
demo.1.ground.smt2,,par_async,128,0,unsat,1.181944,0.022480,0.396510,0.444570,0.131720,0.000000,0.023750,
demo.12.ground.smt2,,nelson_topo_iter,1,0,unsat,1.350234,0.537940,0.311390,0.359160,0.022870,0.000000,0.002780,
demo.12.ground.smt2,,par_async,1,0,unsat,0.929076,0.016110,0.313660,0.353350,0.123840,0.000000,0.001840,
demo.12.ground.smt2,,par_async,2,0,unsat,0.881757,0.014870,0.312280,0.348950,0.077930,0.000000,0.003730,
demo.12.ground.smt2,,par_async,4,0,unsat,0.874903,0.015880,0.315690,0.349520,0.061610,0.000000,0.008020,
demo.12.ground.smt2,,par_async,8,0,unsat,0.846519,0.015690,0.315000,0.336980,0.044980,0.000000,0.008550,
demo.12.ground.smt2,,par_async,16,0,unsat,0.837362,0.015110,0.314840,0.334420,0.042180,0.000000,0.008920,
demo.12.ground.smt2,,par_async,32,0,unsat,0.840925,0.015080,0.316220,0.331550,0.042940,0.000000,0.010850,
demo.12.ground.smt2,,par_async,64,0,unsat,0.867609,0.015600,0.313990,0.347180,0.048760,0.000000,0.013600,
demo.12.ground.smt2,,par_async,128,0,unsat,1.033856,0.016070,0.312290,0.368800,0.181280,0.000000,0.017130,
demo.13.ground.smt2,,nelson_topo_iter,1,0,unsat,1.439162,0.529450,0.334380,0.413930,0.031270,0.000000,0.003070,
demo.13.ground.smt2,,par_async,1,0,unsat,1.060017,0.015430,0.331030,0.402660,0.180620,0.000000,0.001930,
demo.13.ground.smt2,,par_async,2,0,unsat,0.986817,0.015040,0.327170,0.389130,0.121630,0.000000,0.004190,
demo.13.ground.smt2,,par_async,4,0,unsat,0.948229,0.013960,0.330290,0.381120,0.084500,0.000000,0.007730,
demo.13.ground.smt2,,par_async,8,0,unsat,0.952108,0.014650,0.334570,0.393950,0.064190,0.000000,0.010130,
demo.13.ground.smt2,,par_async,16,0,unsat,0.943419,0.013980,0.330800,0.401500,0.054160,0.000000,0.010400,
demo.13.ground.smt2,,par_async,32,0,unsat,0.932483,0.015380,0.332490,0.389250,0.050480,0.000000,0.011430,
demo.13.ground.smt2,,par_async,64,0,unsat,0.946651,0.016880,0.329400,0.383810,0.056870,0.000000,0.013890,
demo.13.ground.smt2,,par_async,128,0,unsat,1.082690,0.015770,0.329260,0.417350,0.151940,0.000000,0.021210,
demo.14.ground.smt2,,nelson_topo_iter,1,0,unsat,2.272318,0.896450,0.508710,0.619370,0.050880,0.000000,0.004300,
demo.14.ground.smt2,,par_async,1,0,unsat,1.589706,0.021530,0.501690,0.603910,0.265560,0.000000,0.003030,
demo.14.ground.smt2,,par_async,2,0,unsat,1.590508,0.022320,0.508890,0.670600,0.164680,0.000000,0.004440,
demo.14.ground.smt2,,par_async,4,0,unsat,1.591105,0.021710,0.515520,0.695960,0.124140,0.000000,0.011480,
demo.14.ground.smt2,,par_async,8,0,unsat,1.533623,0.023250,0.507040,0.685100,0.083920,0.000000,0.012890,
demo.14.ground.smt2,,par_async,16,0,unsat,1.506646,0.023920,0.511270,0.661280,0.070680,0.000000,0.012820,
demo.14.ground.smt2,,par_async,32,0,unsat,1.488293,0.023160,0.511220,0.646570,0.063530,0.000000,0.015920,
demo.14.ground.smt2,,par_async,64,0,unsat,1.466112,0.022610,0.504540,0.623170,0.067530,0.000000,0.021140,
demo.14.ground.smt2,,par_async,128,0,unsat,1.588584,0.023010,0.507520,0.647850,0.154220,0.000000,0.023220,
demo.15.ground.smt2,,nelson_topo_iter,1,0,unsat,1.993742,0.753950,0.440970,0.571830,0.055140,0.000000,0.003540,
demo.15.ground.smt2,,par_async,1,0,unsat,1.416575,0.021770,0.440380,0.562000,0.222050,0.000000,0.002780,
demo.15.ground.smt2,,par_async,2,0,unsat,1.375534,0.020780,0.447440,0.579320,0.145100,0.000000,0.004720,
demo.15.ground.smt2,,par_async,4,0,unsat,1.292929,0.020190,0.442900,0.537690,0.109030,0.000000,0.010360,
demo.15.ground.smt2,,par_async,8,0,unsat,1.275262,0.022060,0.446010,0.539780,0.077710,0.000000,0.010740,
demo.15.ground.smt2,,par_async,16,0,unsat,1.263956,0.021900,0.446430,0.540460,0.063200,0.000000,0.011560,
demo.15.ground.smt2,,par_async,32,0,unsat,1.258059,0.022160,0.441840,0.541990,0.059410,0.000000,0.013320,
demo.15.ground.smt2,,par_async,64,0,unsat,1.292935,0.022270,0.442960,0.564120,0.061120,0.000000,0.016910,
demo.15.ground.smt2,,par_async,128,0,unsat,1.408511,0.021760,0.443750,0.589040,0.135040,0.000000,0.023080,
demo.16.ground.smt2,,nelson_topo_iter,1,0,unsat,1.874578,0.643820,0.425180,0.592570,0.045950,0.000000,0.004000,
demo.16.ground.smt2,,par_async,1,0,unsat,1.309815,0.020240,0.425440,0.491700,0.203780,0.000000,0.002430,
demo.16.ground.smt2,,par_async,2,0,unsat,1.273719,0.019070,0.426620,0.521580,0.129900,0.000000,0.004860,
demo.16.ground.smt2,,par_async,4,0,unsat,1.236675,0.018610,0.426850,0.520550,0.092780,0.000000,0.009020,
demo.16.ground.smt2,,par_async,8,0,unsat,1.219517,0.020620,0.422520,0.531280,0.066560,0.000000,0.011160,
demo.16.ground.smt2,,par_async,16,0,unsat,1.192415,0.020510,0.425190,0.501510,0.064300,0.000000,0.011870,
demo.16.ground.smt2,,par_async,32,0,unsat,1.217651,0.021470,0.425180,0.529630,0.055270,0.000000,0.012830,
demo.16.ground.smt2,,par_async,64,0,unsat,1.232135,0.021220,0.426610,0.525390,0.065500,0.000000,0.016440,
demo.16.ground.smt2,,par_async,128,0,unsat,1.312567,0.022200,0.426140,0.538710,0.121740,0.000000,0.020540,
demo.17.ground.smt2,,nelson_topo_iter,1,0,unsat,1.188895,0.412100,0.291180,0.335080,0.022630,0.000000,0.002640,
demo.17.ground.smt2,,par_async,1,0,unsat,0.904848,0.014540,0.293310,0.321560,0.144360,0.000000,0.001960,
demo.17.ground.smt2,,par_async,2,0,unsat,0.894636,0.014290,0.297130,0.357310,0.086380,0.000000,0.003950,
demo.17.ground.smt2,,par_async,4,0,unsat,0.840451,0.013790,0.296430,0.327640,0.063750,0.000000,0.007650,
demo.17.ground.smt2,,par_async,8,0,unsat,0.859070,0.013660,0.294450,0.359920,0.052220,0.000000,0.008300,
demo.17.ground.smt2,,par_async,16,0,unsat,0.825498,0.014960,0.292190,0.332360,0.046650,0.000000,0.009260,
demo.17.ground.smt2,,par_async,32,0,unsat,0.829268,0.013730,0.290880,0.339760,0.041260,0.000000,0.010060,
demo.17.ground.smt2,,par_async,64,0,unsat,0.853215,0.013630,0.296170,0.342240,0.050040,0.000000,0.012440,
demo.17.ground.smt2,,par_async,128,0,unsat,0.962146,0.015410,0.290890,0.353370,0.139560,0.000000,0.015830,
demo.19.ground.smt2,,nelson_topo_iter,1,0,unsat,0.596470,0.171630,0.164130,0.179900,0.024010,0.000000,0.001440,
demo.19.ground.smt2,,par_async,1,0,unsat,0.445936,0.007960,0.163060,0.170950,0.048340,0.000000,0.000980,
demo.19.ground.smt2,,par_async,2,0,unsat,0.441565,0.007950,0.163470,0.174110,0.035570,0.000000,0.002720,
demo.19.ground.smt2,,par_async,4,0,unsat,0.437294,0.007580,0.162650,0.176190,0.028340,0.000000,0.004740,
demo.19.ground.smt2,,par_async,8,0,unsat,0.433263,0.007770,0.164930,0.177410,0.021110,0.000000,0.004920,
demo.19.ground.smt2,,par_async,16,0,unsat,0.436198,0.007310,0.164320,0.177260,0.023050,0.000000,0.005460,
demo.19.ground.smt2,,par_async,32,0,unsat,0.449994,0.007260,0.165540,0.185360,0.024210,0.000000,0.006320,
demo.19.ground.smt2,,par_async,64,0,unsat,0.466198,0.007440,0.163570,0.188170,0.032890,0.000000,0.008180,
demo.19.ground.smt2,,par_async,128,0,unsat,0.593930,0.007360,0.166930,0.209710,0.127490,0.000000,0.009640,
demo.2.ground.smt2,,nelson_topo_iter,1,0,unsat,1.782175,0.585890,0.377050,0.561710,0.103470,0.000000,0.003720,
demo.2.ground.smt2,,par_async,1,0,unsat,1.473676,0.016360,0.377510,0.486250,0.440300,0.000000,0.002260,
demo.2.ground.smt2,,par_async,2,0,unsat,1.303147,0.017000,0.376570,0.491640,0.257940,0.000000,0.004420,
demo.2.ground.smt2,,par_async,4,0,unsat,1.253854,0.015780,0.379530,0.500290,0.191570,0.000000,0.011250,
demo.2.ground.smt2,,par_async,8,0,unsat,1.162387,0.016590,0.376110,0.482610,0.126510,0.000000,0.009750,
demo.2.ground.smt2,,par_async,16,0,unsat,1.112367,0.016300,0.372020,0.463970,0.096670,0.000000,0.011100,
demo.2.ground.smt2,,par_async,32,0,unsat,1.117622,0.016010,0.379140,0.477430,0.076840,0.000000,0.013130,
demo.2.ground.smt2,,par_async,64,0,unsat,1.143707,0.016800,0.376110,0.477470,0.089720,0.000000,0.015880,
demo.2.ground.smt2,,par_async,128,0,unsat,1.239786,0.017220,0.372700,0.501680,0.159560,0.000000,0.020760,
demo.20.ground.smt2,,nelson_topo_iter,1,0,unsat,1.787139,0.631830,0.401260,0.527140,0.061460,0.000000,0.003780,
demo.20.ground.smt2,,par_async,1,0,unsat,1.250255,0.019160,0.400340,0.509620,0.154450,0.000000,0.002290,
demo.20.ground.smt2,,par_async,2,0,unsat,1.209253,0.019180,0.410030,0.518330,0.086000,0.000000,0.004140,
demo.20.ground.smt2,,par_async,4,0,unsat,1.199647,0.019780,0.403060,0.529960,0.065000,0.000000,0.010110,
demo.20.ground.smt2,,par_async,8,0,unsat,1.166975,0.019890,0.404100,0.522400,0.042430,0.000000,0.009280,
demo.20.ground.smt2,,par_async,16,0,unsat,1.142703,0.019480,0.400930,0.510650,0.036910,0.000000,0.010170,
demo.20.ground.smt2,,par_async,32,0,unsat,1.148869,0.020000,0.403120,0.513380,0.034600,0.000000,0.012130,
demo.20.ground.smt2,,par_async,64,0,unsat,1.151445,0.021440,0.397580,0.507830,0.040820,0.000000,0.016100,
demo.20.ground.smt2,,par_async,128,0,unsat,1.236878,0.021400,0.400650,0.539890,0.076870,0.000000,0.017500,
demo.21.ground.smt2,,nelson_topo_iter,1,0,unsat,1.608964,0.685580,0.349520,0.405670,0.037860,0.000000,0.002440,
demo.21.ground.smt2,,par_async,1,0,unsat,1.072356,0.021210,0.356040,0.416120,0.141900,0.000000,0.001550,
demo.21.ground.smt2,,par_async,2,0,unsat,1.017756,0.019340,0.349740,0.415280,0.090300,0.000000,0.003860,
demo.21.ground.smt2,,par_async,4,0,unsat,0.958486,0.019620,0.348020,0.381450,0.067270,0.000000,0.006810,
demo.21.ground.smt2,,par_async,8,0,unsat,0.993738,0.020700,0.352160,0.424430,0.051450,0.000000,0.007640,
demo.21.ground.smt2,,par_async,16,0,unsat,0.960259,0.021150,0.348670,0.400270,0.047150,0.000000,0.008970,
demo.21.ground.smt2,,par_async,32,0,unsat,0.959872,0.019830,0.348280,0.396440,0.048610,0.000000,0.009970,
demo.21.ground.smt2,,par_async,64,0,unsat,0.998591,0.020480,0.349930,0.426530,0.053210,0.000000,0.010630,
demo.21.ground.smt2,,par_async,128,0,unsat,1.093177,0.021010,0.354110,0.435360,0.119270,0.000000,0.014170,
demo.22.ground.smt2,,nelson_topo_iter,1,0,unsat,1.379276,0.476520,0.323920,0.414520,0.031560,0.000000,0.002760,
demo.22.ground.smt2,,par_async,1,0,unsat,1.013197,0.016440,0.326270,0.420880,0.112210,0.000000,0.001850,
demo.22.ground.smt2,,par_async,2,0,unsat,0.975568,0.014340,0.330700,0.416190,0.072140,0.000000,0.004280,
demo.22.ground.smt2,,par_async,4,0,unsat,0.916592,0.015750,0.326050,0.378830,0.052520,0.000000,0.007690,
demo.22.ground.smt2,,par_async,8,0,unsat,0.958145,0.014350,0.330580,0.426820,0.039530,0.000000,0.008830,
demo.22.ground.smt2,,par_async,16,0,unsat,0.929720,0.014710,0.330210,0.405600,0.034540,0.000000,0.009110,
demo.22.ground.smt2,,par_async,32,0,unsat,0.935996,0.014950,0.327170,0.410300,0.034920,0.000000,0.010040,
demo.22.ground.smt2,,par_async,64,0,unsat,0.962234,0.014650,0.327620,0.419110,0.044740,0.000000,0.012320,
demo.22.ground.smt2,,par_async,128,0,unsat,1.086098,0.015570,0.326280,0.420500,0.152990,0.000000,0.016970,
demo.23.ground.smt2,,nelson_topo_iter,1,0,unsat,1.109774,0.283370,0.277110,0.408280,0.020440,0.000000,0.002350,
demo.23.ground.smt2,,par_async,1,0,unsat,0.848832,0.013700,0.276590,0.332080,0.107050,0.000000,0.001510,
demo.23.ground.smt2,,par_async,2,0,unsat,0.853833,0.012470,0.271640,0.372800,0.069310,0.000000,0.004440,
demo.23.ground.smt2,,par_async,4,0,unsat,0.806457,0.012810,0.276120,0.337750,0.053850,0.000000,0.005640,
demo.23.ground.smt2,,par_async,8,0,unsat,0.803113,0.012830,0.275460,0.348320,0.038360,0.000000,0.005940,
demo.23.ground.smt2,,par_async,16,0,unsat,0.794502,0.011920,0.272320,0.344710,0.039180,0.000000,0.006220,
demo.23.ground.smt2,,par_async,32,0,unsat,0.783581,0.012370,0.272000,0.331160,0.036160,0.000000,0.008790,
demo.23.ground.smt2,,par_async,64,0,unsat,0.797166,0.012880,0.274030,0.325280,0.046720,0.000000,0.012860,
demo.23.ground.smt2,,par_async,128,0,unsat,0.898088,0.013260,0.277350,0.359480,0.094340,0.000000,0.015510,
demo.24.ground.smt2,,nelson_topo_iter,1,0,unsat,0.614334,0.175800,0.164710,0.191390,0.023430,0.000000,0.001450,
demo.24.ground.smt2,,par_async,1,0,unsat,0.501164,0.007220,0.164010,0.218450,0.050530,0.000000,0.000910,
demo.24.ground.smt2,,par_async,2,0,unsat,0.474549,0.007680,0.165200,0.203020,0.035530,0.000000,0.002900,
demo.24.ground.smt2,,par_async,4,0,unsat,0.477834,0.008440,0.164460,0.212060,0.027230,0.000000,0.003270,
demo.24.ground.smt2,,par_async,8,0,unsat,0.477283,0.008670,0.167290,0.215320,0.021650,0.000000,0.003550,
demo.24.ground.smt2,,par_async,16,0,unsat,0.461130,0.007440,0.163180,0.200970,0.023550,0.000000,0.004240,
demo.24.ground.smt2,,par_async,32,0,unsat,0.466154,0.007740,0.163900,0.199680,0.025370,0.000000,0.005710,
demo.24.ground.smt2,,par_async,64,0,unsat,0.480069,0.008340,0.164710,0.193340,0.033620,0.000000,0.008160,
demo.24.ground.smt2,,par_async,128,0,unsat,0.570726,0.008530,0.164330,0.220830,0.091820,0.000000,0.009160,
demo.25.ground.smt2,,nelson_topo_iter,1,0,unsat,1.918992,0.684840,0.429300,0.603240,0.032990,0.000000,0.002710,
demo.25.ground.smt2,,par_async,1,0,unsat,1.330198,0.022060,0.423770,0.581570,0.135310,0.000000,0.001590,
demo.25.ground.smt2,,par_async,2,0,unsat,1.282938,0.021480,0.422790,0.578770,0.085990,0.000000,0.004000,
demo.25.ground.smt2,,par_async,4,0,unsat,1.227280,0.021580,0.419410,0.542940,0.065760,0.000000,0.008110,
demo.25.ground.smt2,,par_async,8,0,unsat,1.246757,0.021700,0.419530,0.581250,0.045140,0.000000,0.008150,
demo.25.ground.smt2,,par_async,16,0,unsat,1.207215,0.022840,0.422840,0.540770,0.041380,0.000000,0.008770,
demo.25.ground.smt2,,par_async,32,0,unsat,1.212751,0.021810,0.420560,0.549060,0.040300,0.000000,0.010180,
demo.25.ground.smt2,,par_async,64,0,unsat,1.233343,0.021780,0.417480,0.550750,0.053050,0.000000,0.012570,
demo.25.ground.smt2,,par_async,128,0,unsat,1.320908,0.022370,0.419340,0.538150,0.137360,0.000000,0.017950,
demo.26.ground.smt2,,nelson_topo_iter,1,0,unsat,1.716794,0.703440,0.360040,0.473690,0.040510,0.000000,0.002560,
demo.26.ground.smt2,,par_async,1,0,unsat,1.107086,0.022100,0.364910,0.432480,0.147760,0.000000,0.001640,
demo.26.ground.smt2,,par_async,2,0,unsat,1.074426,0.021810,0.362700,0.448860,0.095970,0.000000,0.004940,
demo.26.ground.smt2,,par_async,4,0,unsat,1.025609,0.020780,0.362330,0.421550,0.071740,0.000000,0.008100,
demo.26.ground.smt2,,par_async,8,0,unsat,1.003000,0.022750,0.366090,0.410010,0.052640,0.000000,0.008640,
demo.26.ground.smt2,,par_async,16,0,unsat,1.003341,0.021280,0.369590,0.409240,0.054280,0.000000,0.008400,
demo.26.ground.smt2,,par_async,32,0,unsat,1.045588,0.021720,0.367700,0.433070,0.051600,0.000000,0.009850,
demo.26.ground.smt2,,par_async,64,0,unsat,1.031683,0.022980,0.362150,0.438330,0.051450,0.000000,0.012010,
demo.26.ground.smt2,,par_async,128,0,unsat,1.119868,0.021990,0.362890,0.443070,0.119980,0.000000,0.014650,
demo.27.ground.smt2,,nelson_topo_iter,1,0,unsat,1.450351,0.481170,0.340320,0.450600,0.032370,0.000000,0.002700,
demo.27.ground.smt2,,par_async,1,0,unsat,1.103363,0.016160,0.346440,0.424300,0.168490,0.000000,0.001580,
demo.27.ground.smt2,,par_async,2,0,unsat,1.043093,0.016340,0.348860,0.416490,0.103880,0.000000,0.004760,
demo.27.ground.smt2,,par_async,4,0,unsat,1.038996,0.014740,0.342790,0.435820,0.084340,0.000000,0.008540,
demo.27.ground.smt2,,par_async,8,0,unsat,0.994242,0.017200,0.344470,0.414520,0.059560,0.000000,0.007510,
demo.27.ground.smt2,,par_async,16,0,unsat,0.995461,0.016750,0.346960,0.415160,0.056690,0.000000,0.008850,
demo.27.ground.smt2,,par_async,32,0,unsat,0.982710,0.016100,0.344190,0.412520,0.049510,0.000000,0.010090,
demo.27.ground.smt2,,par_async,64,0,unsat,0.983280,0.016240,0.342590,0.398260,0.061420,0.000000,0.012290,
demo.27.ground.smt2,,par_async,128,0,unsat,1.104485,0.015550,0.342160,0.444850,0.123700,0.000000,0.015000,
demo.28.ground.smt2,,nelson_topo_iter,1,0,unsat,1.051003,0.308890,0.273190,0.339830,0.020490,0.000000,0.002300,
demo.28.ground.smt2,,par_async,1,0,unsat,0.869167,0.013730,0.274310,0.359790,0.108660,0.000000,0.001510,
demo.28.ground.smt2,,par_async,2,0,unsat,0.811738,0.014040,0.277710,0.337480,0.068900,0.000000,0.003840,
demo.28.ground.smt2,,par_async,4,0,unsat,0.787102,0.012900,0.275080,0.328370,0.052000,0.000000,0.007860,
demo.28.ground.smt2,,par_async,8,0,unsat,0.825621,0.013230,0.274690,0.381550,0.037740,0.000000,0.007350,
demo.28.ground.smt2,,par_async,16,0,unsat,0.777508,0.013800,0.274280,0.328270,0.040290,0.000000,0.008340,
demo.28.ground.smt2,,par_async,32,0,unsat,0.792559,0.013080,0.275950,0.346350,0.035810,0.000000,0.009860,
demo.28.ground.smt2,,par_async,64,0,unsat,0.805949,0.012340,0.273770,0.344040,0.046860,0.000000,0.011920,
demo.28.ground.smt2,,par_async,128,0,unsat,0.894438,0.012820,0.275040,0.363110,0.100780,0.000000,0.014270,
demo.29.ground.smt2,,nelson_topo_iter,1,0,unsat,2.461482,1.183080,0.493070,0.577550,0.033280,0.000000,0.002860,
demo.29.ground.smt2,,par_async,1,0,unsat,1.449390,0.025310,0.493570,0.548280,0.209800,0.000000,0.001930,
demo.29.ground.smt2,,par_async,2,0,unsat,1.374769,0.024790,0.491010,0.549430,0.126680,0.000000,0.005000,
demo.29.ground.smt2,,par_async,4,0,unsat,1.349691,0.023060,0.490150,0.549640,0.098970,0.000000,0.008620,
demo.29.ground.smt2,,par_async,8,0,unsat,1.312703,0.025230,0.486990,0.546340,0.067100,0.000000,0.009110,
