file,suite,n_gates,n_literals,n_not_terms,total_classes,algorithm,trial,parlay_threads,read_s,parse_s,build_s,close_ms
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_close,1,1,0.018480,0.165746,0.321135,1739.5372
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_close,2,1,0.018480,0.165746,0.321135,1769.5658
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_close,3,1,0.018480,0.165746,0.321135,1819.7973
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_close,4,1,0.018480,0.165746,0.321135,1829.1809
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_async,0,1,0.018480,0.165746,0.321135,237.5816
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_async,1,1,0.018480,0.165746,0.321135,237.6427
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_async,2,1,0.018480,0.165746,0.321135,236.4730
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_async,3,1,0.018480,0.165746,0.321135,236.3231
h5m-n04-ands.gates,iwls22_with_not,1782230,1246980,573992,3603202,par_async,4,1,0.018480,0.165746,0.321135,237.0682
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,nelson_simple,0,1,0.014555,0.122574,0.206849,245.1213
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,nelson_simple,1,1,0.014555,0.122574,0.206849,244.3691
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,nelson_simple,2,1,0.014555,0.122574,0.206849,243.0726
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,nelson_simple,3,1,0.014555,0.122574,0.206849,240.8721
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,nelson_simple,4,1,0.014555,0.122574,0.206849,237.9491
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_close,0,1,0.014555,0.122574,0.206849,961.6119
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_close,1,1,0.014555,0.122574,0.206849,1016.5903
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_close,2,1,0.014555,0.122574,0.206849,1030.1178
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_close,3,1,0.014555,0.122574,0.206849,1054.7226
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_close,4,1,0.014555,0.122574,0.206849,1064.9137
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_async,0,1,0.014555,0.122574,0.206849,170.0312
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_async,1,1,0.014555,0.122574,0.206849,170.8179
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_async,2,1,0.014555,0.122574,0.206849,168.5784
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_async,3,1,0.014555,0.122574,0.206849,168.8272
h5m-n04-xits.gates,iwls22_with_not,1268358,707582,308278,2284218,par_async,4,1,0.014555,0.122574,0.206849,168.9061
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,nelson_simple,0,1,0.051542,0.464737,0.902303,1187.3678
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,nelson_simple,1,1,0.051542,0.464737,0.902303,1181.1120
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,nelson_simple,2,1,0.051542,0.464737,0.902303,1232.0969
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,nelson_simple,3,1,0.051542,0.464737,0.902303,1228.6030
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,nelson_simple,4,1,0.051542,0.464737,0.902303,1230.6420
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_close,0,1,0.051542,0.464737,0.902303,4671.3669
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_close,1,1,0.051542,0.464737,0.902303,5020.1216
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_close,2,1,0.051542,0.464737,0.902303,5143.6461
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_close,3,1,0.051542,0.464737,0.902303,5297.3104
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_close,4,1,0.051542,0.464737,0.902303,5322.4047
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_async,0,1,0.051542,0.464737,0.902303,931.5665
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_async,1,1,0.051542,0.464737,0.902303,931.3166
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_async,2,1,0.051542,0.464737,0.902303,929.8691
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_async,3,1,0.051542,0.464737,0.902303,928.9128
h5m-n06-ands.gates,iwls22_with_not,4663996,3206860,1500349,9371205,par_async,4,1,0.051542,0.464737,0.902303,929.8659
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,nelson_simple,0,1,0.038459,0.318274,0.567871,721.3924
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,nelson_simple,1,1,0.038459,0.318274,0.567871,718.7620
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,nelson_simple,2,1,0.038459,0.318274,0.567871,723.0135
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,nelson_simple,3,1,0.038459,0.318274,0.567871,722.8726
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,nelson_simple,4,1,0.038459,0.318274,0.567871,760.2901
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,par_close,0,1,0.038459,0.318274,0.567871,2646.9144
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,par_close,1,1,0.038459,0.318274,0.567871,2840.5250
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,par_close,2,1,0.038459,0.318274,0.567871,2884.5206
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,par_close,3,1,0.038459,0.318274,0.567871,2964.2261
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,par_close,4,1,0.038459,0.318274,0.567871,2973.0361
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,par_async,0,1,0.038459,0.318274,0.567871,568.1127
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,par_async,1,1,0.038459,0.318274,0.567871,568.8577
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,par_async,2,1,0.038459,0.318274,0.567871,568.6075
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,par_async,3,1,0.038459,0.318274,0.567871,567.1851
h5m-n06-xits.gates,iwls22_with_not,3117439,1735829,729369,5582637,par_async,4,1,0.038459,0.318274,0.567871,566.9426
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,nelson_simple,0,1,0.016222,0.131147,0.255146,288.2481
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,nelson_simple,1,1,0.016222,0.131147,0.255146,284.1635
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,nelson_simple,2,1,0.016222,0.131147,0.255146,284.6604
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,nelson_simple,3,1,0.016222,0.131147,0.255146,284.9189
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,nelson_simple,4,1,0.016222,0.131147,0.255146,287.0185
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,par_close,0,1,0.016222,0.131147,0.255146,1299.3365
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,par_close,1,1,0.016222,0.131147,0.255146,1374.9215
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,par_close,2,1,0.016222,0.131147,0.255146,1398.2872
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,par_close,3,1,0.016222,0.131147,0.255146,1452.1510
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,par_close,4,1,0.016222,0.131147,0.255146,1452.1905
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,par_async,0,1,0.016222,0.131147,0.255146,225.7831
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,par_async,1,1,0.016222,0.131147,0.255146,225.5142
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,par_async,2,1,0.016222,0.131147,0.255146,224.6226
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,par_async,3,1,0.016222,0.131147,0.255146,224.7444
h5m-test01-ands.gates,iwls22_with_not,1380000,1038141,465435,2883576,par_async,4,1,0.016222,0.131147,0.255146,225.0321
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,nelson_simple,0,1,0.012873,0.111157,0.187058,213.3283
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,nelson_simple,1,1,0.012873,0.111157,0.187058,207.0252
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,nelson_simple,2,1,0.012873,0.111157,0.187058,207.7439
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,nelson_simple,3,1,0.012873,0.111157,0.187058,205.6694
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,nelson_simple,4,1,0.012873,0.111157,0.187058,206.0923
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_close,0,1,0.012873,0.111157,0.187058,851.7682
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_close,1,1,0.012873,0.111157,0.187058,896.7033
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_close,2,1,0.012873,0.111157,0.187058,907.6659
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_close,3,1,0.012873,0.111157,0.187058,928.0730
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_close,4,1,0.012873,0.111157,0.187058,932.0674
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_async,0,1,0.012873,0.111157,0.187058,153.6190
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_async,1,1,0.012873,0.111157,0.187058,153.3164
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_async,2,1,0.012873,0.111157,0.187058,152.8869
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_async,3,1,0.012873,0.111157,0.187058,152.9957
h5m-test01-xits.gates,iwls22_with_not,1112914,589597,270675,1973186,par_async,4,1,0.012873,0.111157,0.187058,152.4842
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,nelson_simple,0,1,0.039218,0.341326,0.635533,907.7475
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,nelson_simple,1,1,0.039218,0.341326,0.635533,905.6441
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,nelson_simple,2,1,0.039218,0.341326,0.635533,918.5222
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,nelson_simple,3,1,0.039218,0.341326,0.635533,906.0490
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,nelson_simple,4,1,0.039218,0.341326,0.635533,919.8190
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_close,0,1,0.039218,0.341326,0.635533,3273.0342
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_close,1,1,0.039218,0.341326,0.635533,3437.9922
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_close,2,1,0.039218,0.341326,0.635533,3493.9754
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_close,3,1,0.039218,0.341326,0.635533,3575.1697
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_close,4,1,0.039218,0.341326,0.635533,3586.0093
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_async,0,1,0.039218,0.341326,0.635533,624.3115
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_async,1,1,0.039218,0.341326,0.635533,625.0618
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_async,2,1,0.039218,0.341326,0.635533,626.0845
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_async,3,1,0.039218,0.341326,0.635533,624.0008
h5m-test02-ands.gates,iwls22_with_not,3476413,2446158,984808,6907379,par_async,4,1,0.039218,0.341326,0.635533,626.1142
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,nelson_simple,0,1,0.034390,0.293113,0.482583,608.0242
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,nelson_simple,1,1,0.034390,0.293113,0.482583,615.7216
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,nelson_simple,2,1,0.034390,0.293113,0.482583,607.8671
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,nelson_simple,3,1,0.034390,0.293113,0.482583,608.1263
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,nelson_simple,4,1,0.034390,0.293113,0.482583,611.4661
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_close,0,1,0.034390,0.293113,0.482583,2164.5681
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_close,1,1,0.034390,0.293113,0.482583,2307.3401
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_close,2,1,0.034390,0.293113,0.482583,2330.2477
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_close,3,1,0.034390,0.293113,0.482583,2407.4147
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_close,4,1,0.034390,0.293113,0.482583,2396.7573
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_async,0,1,0.034390,0.293113,0.482583,512.1279
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_async,1,1,0.034390,0.293113,0.482583,511.4544
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_async,2,1,0.034390,0.293113,0.482583,513.8773
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_async,3,1,0.034390,0.293113,0.482583,512.5527
h5m-test02-xits.gates,iwls22_with_not,2740997,1336652,613910,4691559,par_async,4,1,0.034390,0.293113,0.482583,512.5859
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,nelson_simple,0,1,0.046079,0.357372,0.732595,1107.3291
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,nelson_simple,1,1,0.046079,0.357372,0.732595,1099.7833
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,nelson_simple,2,1,0.046079,0.357372,0.732595,1108.0985
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,nelson_simple,3,1,0.046079,0.357372,0.732595,1105.4095
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,nelson_simple,4,1,0.046079,0.357372,0.732595,1127.8525
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_close,0,1,0.046079,0.357372,0.732595,3938.9372
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_close,1,1,0.046079,0.357372,0.732595,4148.0251
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_close,2,1,0.046079,0.357372,0.732595,4176.5207
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_close,3,1,0.046079,0.357372,0.732595,4204.4072
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_close,4,1,0.046079,0.357372,0.732595,4228.4201
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_async,0,1,0.046079,0.357372,0.732595,1432.7673
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_async,1,1,0.046079,0.357372,0.732595,1433.2653
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_async,2,1,0.046079,0.357372,0.732595,1435.6114
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_async,3,1,0.046079,0.357372,0.732595,1432.1093
6s100-ands-opt.gates,hwmcc12_with_not,3442638,3040530,1304136,7787304,par_async,4,1,0.046079,0.357372,0.732595,1434.5490
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,nelson_simple,0,1,0.041250,0.360060,0.678596,1020.7435
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,nelson_simple,1,1,0.041250,0.360060,0.678596,1014.8879
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,nelson_simple,2,1,0.041250,0.360060,0.678596,1029.1700
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,nelson_simple,3,1,0.041250,0.360060,0.678596,1040.1295
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,nelson_simple,4,1,0.041250,0.360060,0.678596,1042.8990
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_close,0,1,0.041250,0.360060,0.678596,3557.6513
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_close,1,1,0.041250,0.360060,0.678596,3770.3177
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_close,2,1,0.041250,0.360060,0.678596,3892.5551
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_close,3,1,0.041250,0.360060,0.678596,3941.9564
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_close,4,1,0.041250,0.360060,0.678596,3956.9877
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_async,0,1,0.041250,0.360060,0.678596,1336.4998
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_async,1,1,0.041250,0.360060,0.678596,1337.8993
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_async,2,1,0.041250,0.360060,0.678596,1335.3503
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_async,3,1,0.041250,0.360060,0.678596,1336.3928
6s100-xits-opt.gates,hwmcc12_with_not,3435519,2571412,835018,6841949,par_async,4,1,0.041250,0.360060,0.678596,1336.0669
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,nelson_simple,0,1,0.069286,0.568437,1.105905,1521.3363
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,nelson_simple,1,1,0.069286,0.568437,1.105905,1577.8419
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,nelson_simple,2,1,0.069286,0.568437,1.105905,1570.6209
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,nelson_simple,3,1,0.069286,0.568437,1.105905,1566.8553
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,nelson_simple,4,1,0.069286,0.568437,1.105905,1592.0434
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_close,0,1,0.069286,0.568437,1.105905,6356.3196
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_close,1,1,0.069286,0.568437,1.105905,6706.3628
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_close,2,1,0.069286,0.568437,1.105905,6881.8548
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_close,3,1,0.069286,0.568437,1.105905,6933.7630
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_close,4,1,0.069286,0.568437,1.105905,6949.0387
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_async,0,1,0.069286,0.568437,1.105905,35344.3756
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_async,1,1,0.069286,0.568437,1.105905,35328.8969
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_async,2,1,0.069286,0.568437,1.105905,35330.2426
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_async,3,1,0.069286,0.568437,1.105905,35334.5583
6s104-ands-opt.gates,hwmcc12_with_not,5408579,4624476,2055360,12088415,par_async,4,1,0.069286,0.568437,1.105905,35320.0760
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,nelson_simple,0,1,0.068261,0.584887,1.067746,1454.7775
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,nelson_simple,1,1,0.068261,0.584887,1.067746,1485.6880
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,nelson_simple,2,1,0.068261,0.584887,1.067746,1468.6639
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,nelson_simple,3,1,0.068261,0.584887,1.067746,1487.5117
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,nelson_simple,4,1,0.068261,0.584887,1.067746,1487.9316
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,par_close,0,1,0.068261,0.584887,1.067746,5519.2741
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,par_close,1,1,0.068261,0.584887,1.067746,5902.2317
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,par_close,2,1,0.068261,0.584887,1.067746,6203.9098
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,par_close,3,1,0.068261,0.584887,1.067746,6263.9317
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,par_close,4,1,0.068261,0.584887,1.067746,6280.7529
6s104-xits-opt.gates,hwmcc12_with_not,5454645,3893762,1312166,10660573,par_async,0,1,0.068261,0.584887,1.067746,44247.7483
