[gates_bench] ./miter-cc-benchmarks/hwmcc12_with_not/6s163-ands-opt.gates ...
  literals=5133510  NOT=2412539  gates=6042399  total_classes=13588448  read=0.083s parse=0.143s build=0.323s
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 96.421ms frontier= 17.303ms semisort= 33.997ms (keyed=17.111ms group_by=  0.966ms per_group= 7.359ms)
[pe] round= 16 work=        3 frontier=        8 next=        2 consolidate=  0.009ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 17 work=        2 frontier=        6 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 18 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 19 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 20 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.012ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 51.925ms frontier= 11.199ms semisort= 40.121ms (keyed=24.045ms group_by=  0.486ms per_group= 6.971ms)
[pe] round=  1 work=    15676 frontier=   140514 next=    15213 consolidate=  0.715ms frontier=  0.267ms semisort=  3.849ms (keyed= 0.047ms group_by=  2.965ms per_group= 0.392ms)
[pe] round=  2 work=    15213 frontier=    79174 next=     1028 consolidate=  0.637ms frontier=  0.226ms semisort=  2.809ms (keyed= 0.034ms group_by=  2.327ms per_group= 0.196ms)
[pe] round=  3 work=     1028 frontier=    21790 next=      729 consolidate=  0.317ms frontier=  0.075ms semisort=  1.079ms (keyed= 0.024ms group_by=  0.651ms per_group= 0.243ms)
[pe] round=  4 work=      729 frontier=    11103 next=     1581 consolidate=  0.262ms frontier=  0.066ms semisort=  0.634ms (keyed= 0.023ms group_by=  0.332ms per_group= 0.142ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.353ms frontier=  0.088ms semisort=  1.557ms (keyed= 0.023ms group_by=  1.286ms per_group= 0.116ms)
[pe] round=  6 work=     1320 frontier=     2863 next=      110 consolidate=  0.329ms frontier=  0.079ms semisort=  0.566ms (keyed= 0.021ms group_by=  0.440ms per_group= 0.047ms)
[pe] round=  7 work=      110 frontier=      579 next=       71 consolidate=  0.058ms frontier=  0.011ms semisort=  0.170ms (keyed= 0.003ms group_by=  0.087ms per_group= 0.037ms)
[pe] round=  8 work=       71 frontier=     1350 next=       36 consolidate=  0.037ms frontier=  0.006ms semisort=  0.255ms (keyed= 0.005ms group_by=  0.142ms per_group= 0.044ms)
[pe] round=  9 work=       36 frontier=      706 next=       14 consolidate=  0.036ms frontier=  0.005ms semisort=  0.149ms (keyed= 0.002ms group_by=  0.068ms per_group= 0.035ms)
[pe] round= 10 work=       14 frontier=       57 next=       13 consolidate=  0.023ms frontier=  0.003ms semisort=  0.021ms (keyed= 0.000ms group_by=  0.005ms per_group= 0.008ms)
[pe] round= 11 work=       13 frontier=       54 next=       11 consolidate=  0.017ms frontier=  0.003ms semisort=  0.016ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.006ms)
[pe] round= 12 work=       11 frontier=       41 next=       10 consolidate=  0.014ms frontier=  0.002ms semisort=  0.024ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.015ms)
[pe] round= 13 work=       10 frontier=       39 next=        9 consolidate=  0.019ms frontier=  0.002ms semisort=  0.012ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.005ms)
[pe] round= 14 work=        9 frontier=       26 next=        6 consolidate=  0.013ms frontier=  0.002ms semisort=  0.008ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.003ms)
[pe] round= 15 work=        6 frontier=       17 next=        3 consolidate=  0.013ms frontier=  0.002ms semisort=  0.007ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.003ms)
[pe] round= 16 work=        3 frontier=        8 next=        2 consolidate=  0.016ms frontier=  0.001ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 17 work=        2 frontier=        6 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 18 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 19 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 20 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 53.888ms frontier= 10.363ms semisort= 36.432ms (keyed=20.184ms group_by=  0.490ms per_group= 7.221ms)
[pe] round=  1 work=    15676 frontier=   140514 next=    15213 consolidate=  0.750ms frontier=  0.261ms semisort=  3.502ms (keyed= 0.047ms group_by=  2.652ms per_group= 0.383ms)
[pe] round=  2 work=    15213 frontier=    79174 next=     1028 consolidate=  0.652ms frontier=  0.258ms semisort=  2.922ms (keyed= 0.026ms group_by=  2.251ms per_group= 0.380ms)
[pe] round=  3 work=     1028 frontier=    21790 next=      729 consolidate=  0.332ms frontier=  0.076ms semisort=  0.939ms (keyed= 0.030ms group_by=  0.534ms per_group= 0.231ms)
[pe] round=  4 work=      729 frontier=    11103 next=     1581 consolidate=  0.260ms frontier=  0.055ms semisort=  0.581ms (keyed= 0.021ms group_by=  0.267ms per_group= 0.162ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.390ms frontier=  0.082ms semisort=  1.586ms (keyed= 0.017ms group_by=  1.309ms per_group= 0.129ms)
[pe] round=  6 work=     1320 frontier=     2863 next=      110 consolidate=  0.372ms frontier=  0.078ms semisort=  0.609ms (keyed= 0.014ms group_by=  0.482ms per_group= 0.052ms)
[pe] round=  7 work=      110 frontier=      579 next=       71 consolidate=  0.051ms frontier=  0.011ms semisort=  0.165ms (keyed= 0.003ms group_by=  0.075ms per_group= 0.048ms)
[pe] round=  8 work=       71 frontier=     1350 next=       36 consolidate=  0.045ms frontier=  0.008ms semisort=  0.275ms (keyed= 0.005ms group_by=  0.183ms per_group= 0.035ms)
[pe] round=  9 work=       36 frontier=      706 next=       14 consolidate=  0.041ms frontier=  0.005ms semisort=  0.172ms (keyed= 0.003ms group_by=  0.085ms per_group= 0.030ms)
[pe] round= 10 work=       14 frontier=       57 next=       13 consolidate=  0.026ms frontier=  0.003ms semisort=  0.024ms (keyed= 0.000ms group_by=  0.006ms per_group= 0.010ms)
[pe] round= 11 work=       13 frontier=       54 next=       11 consolidate=  0.019ms frontier=  0.002ms semisort=  0.014ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.006ms)
[pe] round= 12 work=       11 frontier=       41 next=       10 consolidate=  0.023ms frontier=  0.002ms semisort=  0.015ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.006ms)
[pe] round= 13 work=       10 frontier=       39 next=        9 consolidate=  0.016ms frontier=  0.002ms semisort=  0.013ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.005ms)
[pe] round= 14 work=        9 frontier=       26 next=        6 consolidate=  0.013ms frontier=  0.002ms semisort=  0.009ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.004ms)
[pe] round= 15 work=        6 frontier=       17 next=        3 consolidate=  0.016ms frontier=  0.002ms semisort=  0.007ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 16 work=        3 frontier=        8 next=        2 consolidate=  0.006ms frontier=  0.002ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 17 work=        2 frontier=        6 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 18 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 19 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 20 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 54.080ms frontier=  9.754ms semisort= 25.459ms (keyed= 9.380ms group_by=  0.495ms per_group= 7.101ms)
[pe] round=  1 work=    15676 frontier=   140514 next=    15213 consolidate=  0.724ms frontier=  0.243ms semisort=  3.439ms (keyed= 0.052ms group_by=  2.601ms per_group= 0.371ms)
[pe] round=  2 work=    15213 frontier=    79174 next=     1028 consolidate=  0.648ms frontier=  0.208ms semisort=  2.520ms (keyed= 0.027ms group_by=  2.061ms per_group= 0.171ms)
[pe] round=  3 work=     1028 frontier=    21790 next=      729 consolidate=  0.324ms frontier=  0.080ms semisort=  0.955ms (keyed= 0.026ms group_by=  0.558ms per_group= 0.222ms)
[pe] round=  4 work=      729 frontier=    11103 next=     1581 consolidate=  0.262ms frontier=  0.057ms semisort=  0.639ms (keyed= 0.019ms group_by=  0.314ms per_group= 0.179ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.420ms frontier=  0.077ms semisort=  1.782ms (keyed= 0.022ms group_by=  1.513ms per_group= 0.121ms)
[pe] round=  6 work=     1320 frontier=     2863 next=      110 consolidate=  0.378ms frontier=  0.076ms semisort=  0.673ms (keyed= 0.012ms group_by=  0.530ms per_group= 0.063ms)
[pe] round=  7 work=      110 frontier=      579 next=       71 consolidate=  0.050ms frontier=  0.011ms semisort=  0.166ms (keyed= 0.003ms group_by=  0.077ms per_group= 0.032ms)
[pe] round=  8 work=       71 frontier=     1350 next=       36 consolidate=  0.047ms frontier=  0.008ms semisort=  0.261ms (keyed= 0.005ms group_by=  0.132ms per_group= 0.070ms)
[pe] round=  9 work=       36 frontier=      706 next=       14 consolidate=  0.036ms frontier=  0.006ms semisort=  0.131ms (keyed= 0.002ms group_by=  0.063ms per_group= 0.030ms)
[pe] round= 10 work=       14 frontier=       57 next=       13 consolidate=  0.018ms frontier=  0.003ms semisort=  0.020ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.008ms)
[pe] round= 11 work=       13 frontier=       54 next=       11 consolidate=  0.017ms frontier=  0.003ms semisort=  0.024ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.014ms)
[pe] round= 12 work=       11 frontier=       41 next=       10 consolidate=  0.018ms frontier=  0.003ms semisort=  0.017ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.007ms)
[pe] round= 13 work=       10 frontier=       39 next=        9 consolidate=  0.022ms frontier=  0.002ms semisort=  0.012ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.005ms)
[pe] round= 14 work=        9 frontier=       26 next=        6 consolidate=  0.024ms frontier=  0.002ms semisort=  0.008ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.003ms)
[pe] round= 15 work=        6 frontier=       17 next=        3 consolidate=  0.008ms frontier=  0.001ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 16 work=        3 frontier=        8 next=        2 consolidate=  0.005ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 17 work=        2 frontier=        6 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 18 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 19 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 20 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 54.796ms frontier= 10.287ms semisort= 38.561ms (keyed=22.446ms group_by=  0.491ms per_group= 7.106ms)
[pe] round=  1 work=    15676 frontier=   140514 next=    15213 consolidate=  0.728ms frontier=  0.248ms semisort=  3.544ms (keyed= 0.046ms group_by=  2.756ms per_group= 0.342ms)
[pe] round=  2 work=    15213 frontier=    79174 next=     1028 consolidate=  0.653ms frontier=  0.234ms semisort=  3.016ms (keyed= 0.035ms group_by=  2.554ms per_group= 0.170ms)
[pe] round=  3 work=     1028 frontier=    21790 next=      729 consolidate=  0.347ms frontier=  0.070ms semisort=  0.965ms (keyed= 0.023ms group_by=  0.580ms per_group= 0.211ms)
[pe] round=  4 work=      729 frontier=    11103 next=     1581 consolidate=  0.277ms frontier=  0.056ms semisort=  0.511ms (keyed= 0.015ms group_by=  0.252ms per_group= 0.125ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.434ms frontier=  0.075ms semisort=  1.584ms (keyed= 0.024ms group_by=  1.320ms per_group= 0.101ms)
[pe] round=  6 work=     1320 frontier=     2863 next=      110 consolidate=  0.407ms frontier=  0.075ms semisort=  0.571ms (keyed= 0.015ms group_by=  0.424ms per_group= 0.061ms)
[pe] round=  7 work=      110 frontier=      579 next=       71 consolidate=  0.042ms frontier=  0.011ms semisort=  0.188ms (keyed= 0.003ms group_by=  0.084ms per_group= 0.042ms)
[pe] round=  8 work=       71 frontier=     1350 next=       36 consolidate=  0.055ms frontier=  0.008ms semisort=  0.245ms (keyed= 0.005ms group_by=  0.148ms per_group= 0.041ms)
[pe] round=  9 work=       36 frontier=      706 next=       14 consolidate=  0.035ms frontier=  0.006ms semisort=  0.144ms (keyed= 0.002ms group_by=  0.068ms per_group= 0.030ms)
[pe] round= 10 work=       14 frontier=       57 next=       13 consolidate=  0.020ms frontier=  0.002ms semisort=  0.015ms (keyed= 0.000ms group_by=  0.004ms per_group= 0.006ms)
[pe] round= 11 work=       13 frontier=       54 next=       11 consolidate=  0.019ms frontier=  0.003ms semisort=  0.017ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.007ms)
[pe] round= 12 work=       11 frontier=       41 next=       10 consolidate=  0.016ms frontier=  0.003ms semisort=  0.021ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.011ms)
[pe] round= 13 work=       10 frontier=       39 next=        9 consolidate=  0.034ms frontier=  0.002ms semisort=  0.012ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.005ms)
[pe] round= 14 work=        9 frontier=       26 next=        6 consolidate=  0.012ms frontier=  0.002ms semisort=  0.009ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.003ms)
[pe] round= 15 work=        6 frontier=       17 next=        3 consolidate=  0.008ms frontier=  0.001ms semisort=  0.006ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 16 work=        3 frontier=        8 next=        2 consolidate=  0.009ms frontier=  0.001ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 17 work=        2 frontier=        6 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 18 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 19 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 20 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 54.283ms frontier= 11.085ms semisort= 34.216ms (keyed=18.172ms group_by=  0.475ms per_group= 7.105ms)
[pe] round=  1 work=    15676 frontier=   140514 next=    15213 consolidate=  0.754ms frontier=  0.243ms semisort=  3.663ms (keyed= 0.049ms group_by=  2.803ms per_group= 0.399ms)
[pe] round=  2 work=    15213 frontier=    79174 next=     1028 consolidate=  0.665ms frontier=  0.232ms semisort=  3.158ms (keyed= 0.036ms group_by=  2.684ms per_group= 0.190ms)
[pe] round=  3 work=     1028 frontier=    21790 next=      729 consolidate=  0.314ms frontier=  0.081ms semisort=  1.157ms (keyed= 0.041ms group_by=  0.752ms per_group= 0.215ms)
[pe] round=  4 work=      729 frontier=    11103 next=     1581 consolidate=  0.265ms frontier=  0.063ms semisort=  0.582ms (keyed= 0.020ms group_by=  0.280ms per_group= 0.159ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.439ms frontier=  0.077ms semisort=  1.805ms (keyed= 0.019ms group_by=  1.534ms per_group= 0.118ms)
