[gates_bench] ./miter-cc-benchmarks/hwmcc12_with_not/6s163-ands-opt.gates ...
  literals=5133510  NOT=2412539  gates=6042399  total_classes=13588448  read=0.081s parse=0.092s build=0.289s
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 88.330ms frontier= 16.163ms semisort= 36.441ms (keyed=14.249ms group_by=  1.063ms per_group= 9.116ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 66.608ms frontier= 12.115ms semisort= 36.998ms (keyed=15.531ms group_by=  0.549ms per_group= 9.012ms)
[pe] round=  1 work=    15676 frontier=   140514 next=    15213 consolidate=  0.761ms frontier=  0.218ms semisort=  3.419ms (keyed= 0.044ms group_by=  2.562ms per_group= 0.351ms)
[pe] round=  2 work=    15213 frontier=    79174 next=     1028 consolidate=  0.699ms frontier=  0.207ms semisort=  2.600ms (keyed= 0.021ms group_by=  2.121ms per_group= 0.173ms)
[pe] round=  3 work=     1028 frontier=    21790 next=      729 consolidate=  0.289ms frontier=  0.066ms semisort=  0.949ms (keyed= 0.033ms group_by=  0.523ms per_group= 0.230ms)
[pe] round=  4 work=      729 frontier=    11103 next=     1581 consolidate=  0.222ms frontier=  0.057ms semisort=  0.583ms (keyed= 0.018ms group_by=  0.302ms per_group= 0.134ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.423ms frontier=  0.081ms semisort=  1.610ms (keyed= 0.018ms group_by=  1.354ms per_group= 0.123ms)
[pe] round=  6 work=     1320 frontier=     2863 next=      110 consolidate=  0.374ms frontier=  0.067ms semisort=  0.603ms (keyed= 0.014ms group_by=  0.434ms per_group= 0.083ms)
[pe] round=  7 work=      110 frontier=      579 next=       71 consolidate=  0.053ms frontier=  0.012ms semisort=  0.172ms (keyed= 0.003ms group_by=  0.087ms per_group= 0.042ms)
[pe] round=  8 work=       71 frontier=     1350 next=       36 consolidate=  0.042ms frontier=  0.007ms semisort=  0.268ms (keyed= 0.005ms group_by=  0.157ms per_group= 0.044ms)
[pe] round=  9 work=       36 frontier=      706 next=       14 consolidate=  0.033ms frontier=  0.006ms semisort=  0.130ms (keyed= 0.003ms group_by=  0.065ms per_group= 0.026ms)
[pe] round= 10 work=       14 frontier=       57 next=       13 consolidate=  0.014ms frontier=  0.003ms semisort=  0.016ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.006ms)
[pe] round= 11 work=       13 frontier=       54 next=       11 consolidate=  0.016ms frontier=  0.003ms semisort=  0.023ms (keyed= 0.001ms group_by=  0.003ms per_group= 0.013ms)
[pe] round= 12 work=       11 frontier=       41 next=       10 consolidate=  0.021ms frontier=  0.002ms semisort=  0.019ms (keyed= 0.000ms group_by=  0.004ms per_group= 0.009ms)
[pe] round= 13 work=       10 frontier=       39 next=        9 consolidate=  0.020ms frontier=  0.002ms semisort=  0.012ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.005ms)
[pe] round= 14 work=        9 frontier=       26 next=        6 consolidate=  0.018ms frontier=  0.002ms semisort=  0.009ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.003ms)
[pe] round= 15 work=        6 frontier=       17 next=        3 consolidate=  0.011ms frontier=  0.002ms semisort=  0.007ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.003ms)
[pe] round= 16 work=        3 frontier=        8 next=        2 consolidate=  0.007ms frontier=  0.001ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 17 work=        2 frontier=        6 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 18 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 19 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 20 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 68.520ms frontier= 14.236ms semisort= 30.128ms (keyed= 8.690ms group_by=  0.620ms per_group= 8.853ms)
[pe] round=  1 work=    15676 frontier=   140514 next=    15213 consolidate=  0.794ms frontier=  0.220ms semisort=  3.525ms (keyed= 0.044ms group_by=  2.703ms per_group= 0.340ms)
[pe] round=  2 work=    15213 frontier=    79174 next=     1028 consolidate=  0.713ms frontier=  0.228ms semisort=  3.437ms (keyed= 0.032ms group_by=  2.906ms per_group= 0.223ms)
[pe] round=  3 work=     1028 frontier=    21790 next=      729 consolidate=  0.329ms frontier=  0.072ms semisort=  0.945ms (keyed= 0.018ms group_by=  0.539ms per_group= 0.214ms)
[pe] round=  4 work=      729 frontier=    11103 next=     1581 consolidate=  0.238ms frontier=  0.067ms semisort=  0.534ms (keyed= 0.026ms group_by=  0.255ms per_group= 0.127ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.394ms frontier=  0.086ms semisort=  1.704ms (keyed= 0.024ms group_by=  1.399ms per_group= 0.148ms)
[pe] round=  6 work=     1320 frontier=     2863 next=      110 consolidate=  0.379ms frontier=  0.068ms semisort=  0.598ms (keyed= 0.019ms group_by=  0.429ms per_group= 0.071ms)
[pe] round=  7 work=      110 frontier=      579 next=       71 consolidate=  0.049ms frontier=  0.012ms semisort=  0.171ms (keyed= 0.003ms group_by=  0.086ms per_group= 0.027ms)
[pe] round=  8 work=       71 frontier=     1350 next=       36 consolidate=  0.036ms frontier=  0.009ms semisort=  0.231ms (keyed= 0.006ms group_by=  0.154ms per_group= 0.027ms)
[pe] round=  9 work=       36 frontier=      706 next=       14 consolidate=  0.027ms frontier=  0.006ms semisort=  0.155ms (keyed= 0.003ms group_by=  0.069ms per_group= 0.030ms)
[pe] round= 10 work=       14 frontier=       57 next=       13 consolidate=  0.014ms frontier=  0.003ms semisort=  0.017ms (keyed= 0.000ms group_by=  0.004ms per_group= 0.006ms)
[pe] round= 11 work=       13 frontier=       54 next=       11 consolidate=  0.015ms frontier=  0.002ms semisort=  0.017ms (keyed= 0.000ms group_by=  0.004ms per_group= 0.007ms)
[pe] round= 12 work=       11 frontier=       41 next=       10 consolidate=  0.018ms frontier=  0.003ms semisort=  0.019ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.009ms)
[pe] round= 13 work=       10 frontier=       39 next=        9 consolidate=  0.019ms frontier=  0.003ms semisort=  0.020ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.011ms)
[pe] round= 14 work=        9 frontier=       26 next=        6 consolidate=  0.019ms frontier=  0.002ms semisort=  0.007ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.003ms)
[pe] round= 15 work=        6 frontier=       17 next=        3 consolidate=  0.007ms frontier=  0.001ms semisort=  0.005ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 16 work=        3 frontier=        8 next=        2 consolidate=  0.004ms frontier=  0.001ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 17 work=        2 frontier=        6 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 18 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 19 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 20 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 66.481ms frontier= 14.672ms semisort= 29.832ms (keyed= 8.617ms group_by=  0.565ms per_group= 8.806ms)
[pe] round=  1 work=    15676 frontier=   140514 next=    15213 consolidate=  0.754ms frontier=  0.238ms semisort=  3.372ms (keyed= 0.046ms group_by=  2.474ms per_group= 0.410ms)
[pe] round=  2 work=    15213 frontier=    79174 next=     1028 consolidate=  0.721ms frontier=  0.223ms semisort=  2.950ms (keyed= 0.024ms group_by=  2.488ms per_group= 0.171ms)
[pe] round=  3 work=     1028 frontier=    21790 next=      729 consolidate=  0.328ms frontier=  0.076ms semisort=  0.898ms (keyed= 0.026ms group_by=  0.496ms per_group= 0.215ms)
[pe] round=  4 work=      729 frontier=    11103 next=     1581 consolidate=  0.251ms frontier=  0.062ms semisort=  0.553ms (keyed= 0.022ms group_by=  0.267ms per_group= 0.136ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.466ms frontier=  0.082ms semisort=  1.703ms (keyed= 0.025ms group_by=  1.404ms per_group= 0.139ms)
[pe] round=  6 work=     1320 frontier=     2863 next=      110 consolidate=  0.415ms frontier=  0.062ms semisort=  0.650ms (keyed= 0.015ms group_by=  0.492ms per_group= 0.067ms)
[pe] round=  7 work=      110 frontier=      579 next=       71 consolidate=  0.042ms frontier=  0.012ms semisort=  0.182ms (keyed= 0.003ms group_by=  0.081ms per_group= 0.045ms)
[pe] round=  8 work=       71 frontier=     1350 next=       36 consolidate=  0.029ms frontier=  0.009ms semisort=  0.273ms (keyed= 0.005ms group_by=  0.183ms per_group= 0.037ms)
[pe] round=  9 work=       36 frontier=      706 next=       14 consolidate=  0.039ms frontier=  0.006ms semisort=  0.178ms (keyed= 0.003ms group_by=  0.122ms per_group= 0.017ms)
[pe] round= 10 work=       14 frontier=       57 next=       13 consolidate=  0.020ms frontier=  0.003ms semisort=  0.021ms (keyed= 0.001ms group_by=  0.005ms per_group= 0.008ms)
[pe] round= 11 work=       13 frontier=       54 next=       11 consolidate=  0.021ms frontier=  0.002ms semisort=  0.021ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.009ms)
[pe] round= 12 work=       11 frontier=       41 next=       10 consolidate=  0.025ms frontier=  0.003ms semisort=  0.015ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.006ms)
[pe] round= 13 work=       10 frontier=       39 next=        9 consolidate=  0.022ms frontier=  0.002ms semisort=  0.012ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.005ms)
[pe] round= 14 work=        9 frontier=       26 next=        6 consolidate=  0.016ms frontier=  0.003ms semisort=  0.009ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.003ms)
[pe] round= 15 work=        6 frontier=       17 next=        3 consolidate=  0.011ms frontier=  0.002ms semisort=  0.007ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.003ms)
[pe] round= 16 work=        3 frontier=        8 next=        2 consolidate=  0.006ms frontier=  0.002ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 17 work=        2 frontier=        6 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 18 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 19 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 20 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.002ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 69.607ms frontier= 11.723ms semisort= 30.153ms (keyed= 8.152ms group_by=  0.559ms per_group= 9.400ms)
[pe] round=  1 work=    15676 frontier=   140514 next=    15213 consolidate=  0.818ms frontier=  0.233ms semisort=  3.674ms (keyed= 0.042ms group_by=  2.822ms per_group= 0.367ms)
[pe] round=  2 work=    15213 frontier=    79174 next=     1028 consolidate=  0.750ms frontier=  0.221ms semisort=  2.173ms (keyed= 0.032ms group_by=  1.690ms per_group= 0.176ms)
[pe] round=  3 work=     1028 frontier=    21790 next=      729 consolidate=  0.309ms frontier=  0.075ms semisort=  0.938ms (keyed= 0.033ms group_by=  0.524ms per_group= 0.217ms)
[pe] round=  4 work=      729 frontier=    11103 next=     1581 consolidate=  0.264ms frontier=  0.046ms semisort=  0.561ms (keyed= 0.022ms group_by=  0.282ms per_group= 0.131ms)
[pe] round=  5 work=     1581 frontier=     8676 next=     1320 consolidate=  0.463ms frontier=  0.101ms semisort=  1.931ms (keyed= 0.025ms group_by=  1.649ms per_group= 0.139ms)
[pe] round=  6 work=     1320 frontier=     2863 next=      110 consolidate=  0.429ms frontier=  0.063ms semisort=  0.778ms (keyed= 0.021ms group_by=  0.628ms per_group= 0.064ms)
[pe] round=  7 work=      110 frontier=      579 next=       71 consolidate=  0.054ms frontier=  0.012ms semisort=  0.168ms (keyed= 0.003ms group_by=  0.080ms per_group= 0.051ms)
[pe] round=  8 work=       71 frontier=     1350 next=       36 consolidate=  0.040ms frontier=  0.009ms semisort=  0.225ms (keyed= 0.005ms group_by=  0.140ms per_group= 0.030ms)
[pe] round=  9 work=       36 frontier=      706 next=       14 consolidate=  0.034ms frontier=  0.006ms semisort=  0.131ms (keyed= 0.003ms group_by=  0.061ms per_group= 0.026ms)
[pe] round= 10 work=       14 frontier=       57 next=       13 consolidate=  0.028ms frontier=  0.003ms semisort=  0.018ms (keyed= 0.000ms group_by=  0.004ms per_group= 0.008ms)
[pe] round= 11 work=       13 frontier=       54 next=       11 consolidate=  0.014ms frontier=  0.002ms semisort=  0.021ms (keyed= 0.000ms group_by=  0.004ms per_group= 0.009ms)
[pe] round= 12 work=       11 frontier=       41 next=       10 consolidate=  0.017ms frontier=  0.003ms semisort=  0.017ms (keyed= 0.000ms group_by=  0.004ms per_group= 0.007ms)
[pe] round= 13 work=       10 frontier=       39 next=        9 consolidate=  0.019ms frontier=  0.003ms semisort=  0.012ms (keyed= 0.000ms group_by=  0.003ms per_group= 0.005ms)
[pe] round= 14 work=        9 frontier=       26 next=        6 consolidate=  0.019ms frontier=  0.003ms semisort=  0.008ms (keyed= 0.000ms group_by=  0.002ms per_group= 0.003ms)
[pe] round= 15 work=        6 frontier=       17 next=        3 consolidate=  0.008ms frontier=  0.001ms semisort=  0.007ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.002ms)
[pe] round= 16 work=        3 frontier=        8 next=        2 consolidate=  0.009ms frontier=  0.001ms semisort=  0.004ms (keyed= 0.000ms group_by=  0.001ms per_group= 0.001ms)
[pe] round= 17 work=        2 frontier=        6 next=        1 consolidate=  0.003ms frontier=  0.001ms semisort=  0.003ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 18 work=        1 frontier=        2 next=        1 consolidate=  0.002ms frontier=  0.001ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 19 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 20 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 21 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 22 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 23 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 24 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 25 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 26 work=        1 frontier=        2 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round= 27 work=        1 frontier=        4 next=        1 consolidate=  0.001ms frontier=  0.000ms semisort=  0.002ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.001ms)
[pe] round= 28 work=        1 frontier=        2 next=        0 consolidate=  0.001ms frontier=  0.000ms semisort=  0.001ms (keyed= 0.000ms group_by=  0.000ms per_group= 0.000ms)
[pe] round=  0 work= 13507445 frontier=  7639846 next=    15676 consolidate= 70.130ms frontier= 11.824ms semisort= 38.511ms (keyed=17.163ms group_by=  0.544ms per_group= 8.865ms)
[pe] round=  1 work=    15676 frontier=   140514 next=    15213 consolidate=  0.768ms frontier=  0.246ms semisort=  3.705ms (keyed= 0.045ms group_by=  2.844ms per_group= 0.385ms)
[pe] round=  2 work=    15213 frontier=    79174 next=     1028 consolidate=  0.739ms frontier=  0.218ms semisort=  2.489ms (keyed= 0.025ms group_by=  2.008ms per_group= 0.169ms)
[pe] round=  3 work=     1028 frontier=    21790 next=      729 consolidate=  0.314ms frontier=  0.076ms semisort=  1.039ms (keyed= 0.028ms group_by=  0.641ms per_group= 0.218ms)
[pe] round=  4 work=      729 frontier=    11103 next=     1581 consolidate=  0.237ms frontier=  0.065ms semisort=  0.582ms (keyed= 0.023ms group_by=  0.299ms per_group= 0.134ms)
